Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0
PCa19121_L003_R1										1.3944127325048579	0.5105186962889577	0.6905709058176558	0.15499167174987022	0.198375043774218	0.0565741050877846	0.05110936160725091																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa19121_L003_R2										1.3763907629892305	0.521937717514253	0.7442077760772615	0.16541915747936867	0.18127341927317045	0.05260213204413278	0.06747478989522288																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa19121_L004_R1										1.340099583378996	0.4911525710231195	0.6887668597597036	0.14150337443793187	0.1988332981363678	0.05861827206596386	0.050554085419721194																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa19121_L004_R2										1.1655025077723806	0.4530940031967159	0.6466309968384012	0.1569281539947068	0.18332136762693477	0.054993878394592306	0.06403773383371214																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L001_R1										1.6045945329172524	0.5628011773985541	0.8825628403533018	0.16903619917736906	0.2246893539365472	0.051728397261136504	0.04642911836229263																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L001_R2										1.4085599590742448	0.5015997880295534	0.7929255129049791	0.1816573729334704	0.21108978028783268	0.060133854909876244	0.06708197279456474																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L002_R1										1.6576995808322867	0.5609817835753557	0.8886106997504892	0.1472422955066088	0.2305307335560214	0.06150561135328152	0.047941614743606926																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L002_R2										1.6183700349990868	0.5902946895670669	0.8661646651366055	0.15532207648745888	0.22857703732949425	0.05807812597055605	0.06903135034177928																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L003_R1										1.4227531573390073	0.49921986396961415	0.7357977062159725	0.14197413376921764	0.2050357595625647	0.05497513485580953	0.04664303833577639																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L003_R2										1.4124092367613477	0.4788738308360915	0.76275153957959	0.14773658696764874	0.2071162637778236	0.054622667483931936	0.06862142816743717																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L004_R1										1.3932262374680362	0.5275438961069656	0.7408459378268281	0.14137136895653776	0.19268339179581023	0.060646240644263195	0.04625266312988219																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa3023_L004_R2										1.1957252375804186	0.4082328032993678	0.643749258241649	0.12801912122946915	0.1769300941115965	0.04001889349902386	0.06557662084314025																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L001_R1										1.8465187592879782	0.6052849055091771	0.9947807583105834	0.2256440310354279	0.2524271282058135	0.0748460483767679	0.06501166914017585																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L001_R2										1.6993750088182416	0.5213168499798839	0.8577893991063161	0.2098642838623751	0.2040734532796633	0.07215702747074314	0.08015907833589171																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L002_R1										1.9706931034561694	0.6025171116191631	1.0328002813057569	0.23222207721812724	0.2314264390715333	0.07378782632902488	0.06234419131123402																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L002_R2										1.9249932717921625	0.6610399758977105	1.0442845804993497	0.25285015129734006	0.2503951469919781	0.08318125947347273	0.07877252295801346																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L003_R1										1.615617756464956	0.49954748825268586	0.8952933416781805	0.17187636734276285	0.23678534196897458	0.06636883294507874	0.061734330877583544																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L003_R2										1.6396997302465248	0.5428882237166259	0.9276015745803711	0.1905899052444437	0.1830497867871014	0.06930649186154443	0.07795393368267331																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L004_R1										1.5756306593412146	0.492115203635937	0.9048050195478765	0.17968171447258585	0.22502278332070277	0.0660270744180977	0.06043866946418829																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa33173_L004_R2										1.2942245879651877	0.4374732880090721	0.7173773572385733	0.14707878599761684	0.1735170811167448	0.0675391926114588	0.07490183013719895																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L001_R1										2.089037723021402	0.6816506629113818	1.0269079494165259	0.22088769820502435	0.3351153438280904	0.07834192243192123	0.12737929055730912																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L001_R2										1.966509887975415	0.6082579722543586	0.9465788188848752	0.22478443906537945	0.35160392863358514	0.07322574327040401	0.14246050049979841																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L002_R1										2.230000742156142	0.6988809306516891	1.1006385021191911	0.2182778673757647	0.3454775937780551	0.07829308007780192	0.12643763955198195																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L002_R2										2.2013675756999254	0.656179891094946	1.0923880754019735	0.241050447291615	0.3469840267090557	0.06478109445402987	0.1526333543882416																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L003_R1										1.9812351938927595	0.6332676070576579	0.9799838423506967	0.19099794903975284	0.31487581065127024	0.08212055475970724	0.12101928755049475																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L003_R2										1.867107502834994	0.5652852324732428	0.9081637918100526	0.2008478638693881	0.3321227537647258	0.08032917210932428	0.13248750452889158																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L004_R1										1.9431948521311058	0.5834800858129682	0.9709700642778188	0.21664928904700642	0.32472029942498004	0.07111608948426533	0.11839845702508764																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa40507_L004_R2										1.5700277076957199	0.51046141603923	0.7899799256784168	0.18556041107964377	0.290815484489666	0.06786256290891486	0.13615314583275392																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L001_R1										1.7964233987546474	0.5118690631702248	1.099070084532306	0.27734465961739674	0.30741643391159573	0.07096791487117858	0.052372167334480094																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L001_R2										1.7096552747876959	0.4684946847063531	0.9699839474592095	0.24744962295927456	0.2723329130076378	0.06073218918329114	0.06687067578963926																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L002_R1										1.9516027346068376	0.5251053747695094	1.1488957547056555	0.26081796681840946	0.3091814556570698	0.06848998724227985	0.05408145671808888																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L002_R2										1.8543148217103143	0.5736111904001947	1.1136604366506975	0.28327704400867576	0.30235176894739385	0.06200280096055901	0.06950074403292661																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L003_R1										1.6021229329196103	0.488146763449472	0.9513991340317085	0.21596606675544383	0.26060816411947396	0.05518758811046612	0.05343449124818163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L003_R2										1.5937043101598072	0.4565456467770759	0.9242509029885989	0.22882510493017566	0.2771199883995642	0.05563708266071164	0.06448806485471699																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L004_R1										1.5718093706505571	0.4828842017529658	0.9342551198903737	0.266771225177956	0.25266728314654197	0.061205715736491355	0.05245526940751202																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa51852_L004_R2										1.2176688955472672	0.342514134300988	0.7691422595668286	0.20403409866414005	0.2208656632232761	0.05737692311748385	0.06593458801082884																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L001_R1										1.5996860155069212	0.5757914322966692	1.0131655302346765	0.23032506456273663	0.19490364163255325	0.06639846869405562	0.04571921219830782																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L001_R2										1.51446154990034	0.5289730937700281	0.9872290814885748	0.22286608809881125	0.17000483934383995	0.06098147642883766	0.053587340082244334																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L002_R1										1.6699436411965098	0.5790022086240518	1.0618970329700435	0.23456266684938387	0.1860322055618438	0.05661273272630163	0.0513220140613972																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L002_R2										1.6804316943853967	0.585926685793191	1.1888838604423855	0.2432608461271934	0.19054016205045796	0.0653347798959845	0.05564072426738309																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L003_R1										1.3738051734972196	0.49203424953424607	0.9529011943672785	0.1892459864088093	0.15052598790462146	0.059948558981422984	0.046182532212133115																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L003_R2										1.5358422114294124	0.5142408564283417	0.9332586945484361	0.23890237541060025	0.15445138239671236	0.06766787854228276	0.049147920538322246																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L004_R1										1.480964677813932	0.4977954756411903	0.9357552115267443	0.20203001837414497	0.1618624423937828	0.06911059384756406	0.03969064394619472																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa53687_L004_R2										1.2582509228597236	0.42675210689944465	0.7558834767613767	0.16943144833788645	0.13360265053292747	0.0575078194717074	0.05290686573268962																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L001_R1										1.7118194090329486	0.6458200168326922	1.042771811909499	0.24715385149570915	0.24811952054193584	0.06468278533731196	0.058779786571155186																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L001_R2										1.6565657047378544	0.5361286656900787	0.9591119376178237	0.23493775820038135	0.24026291598788382	0.07305743460417562	0.0662527097117183																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L002_R1										1.833053244821988	0.6452022855650491	1.0802798537052607	0.24164933116629164	0.24708749350539141	0.07826362781518452	0.05560726065655577																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L002_R2										1.8278780822701302	0.623618525669732	1.1294796144294774	0.23005918025205152	0.2264633050480318	0.08380186935655488	0.06308376496169146																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L003_R1										1.537019362096863	0.5611643654901004	0.9316447140499259	0.22561711031565546	0.22573779829196836	0.07346667894930096	0.04906751499946197																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L003_R2										1.5318204606690156	0.5612026570138272	0.9928317258202843	0.21932509485541202	0.22674307503656724	0.06832201824648089	0.0625421971397058																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L004_R1										1.577961346255425	0.5476755381098782	0.9519543148539469	0.18833633416288145	0.21317706842567713	0.07249019116009874	0.053919117097269105																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa56413_L004_R2										1.3395515594770564	0.4663925321704655	0.8572583043738143	0.17740511201403766	0.19902500154664687	0.0662202302235868	0.06006732015678191																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L001_R1										3.922830195410297	0.587652428240434	1.1396691765324514	0.3624793884482863	0.38848519332158654	0.07422167713351556	0.1713739981779304																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L001_R2										3.534496329081612	0.5060047168405054	0.9816481749361283	0.3231092675698508	0.3478585817147924	0.08103144013556976	0.18638892546190985																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L002_R1										4.102283253698456	0.5735272122573111	1.1452351943558827	0.3738739707216428	0.4181952774786647	0.08053543736927389	0.1834909699660288																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L002_R2										4.199651169153974	0.6007358393205072	1.2141460587215709	0.38567654492576653	0.4009111825025136	0.08173826350910066	0.19701436560610747																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L003_R1										3.2267814100137153	0.5417757108674974	0.9599764408363661	0.3222048204696256	0.35383152942031637	0.06911326387397862	0.1741946132359895																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L003_R2										3.4522982433347673	0.49023494150201374	0.9866875631352696	0.3111594463965586	0.32520127334247895	0.07187698700538	0.1870913578217907																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L004_R1										3.2584098614694774	0.5375809125909516	1.015008426006476	0.2969479269964334	0.3419375342564839	0.08427644229568705	0.1747060333812782																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57054_L004_R2										2.5660934331691876	0.41351379395260895	0.7675117925387059	0.24999650144379462	0.2939337194106383	0.0687606069506656	0.17654226405166443																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L001_R1										1.5092885064039798	0.5409744872583531	1.1269227755900935	0.27352419333576194	0.21512429878735861	0.05932530822018847	0.041968206894258696																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L001_R2										1.4161058357122474	0.4680591629549364	1.042257272787005	0.2685749479703367	0.16698423794455158	0.05837664488483361	0.05687166399400693																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L002_R1										1.5583115565598453	0.5494127512357654	1.1116657095970364	0.28650074771241846	0.22942228610689455	0.05716556357334379	0.0437241711302907																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L002_R2										1.5900425203744364	0.5412676376090444	1.1750400543928765	0.31164375071482664	0.20711198893394642	0.05342349373947166	0.05921314049496002																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L003_R1										1.3122333586564672	0.4736740522330552	1.0380272152438645	0.24047847375224743	0.1929544497718879	0.05607628264104289	0.03817325145810304																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L003_R2										1.3592892664965206	0.48467202341456583	1.028281133215157	0.2619196325418799	0.17914043472076355	0.05466100984550488	0.0587325702736031																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L004_R1										1.2872156898643115	0.47455820657306536	0.9509282362950946	0.23052587519661505	0.18749886370747734	0.050714165458819356	0.04210853088125494																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa57294_L004_R2										1.06980313765354	0.40947666923341836	0.7793545700598906	0.20338965502230436	0.15082124466486627	0.04184506248542003	0.05624761683283122																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L001_R1										1.6373175651813434	0.5793728168784867	1.0982289183920275	0.2847676578583962	0.18721351481351595	0.061408138010479243	0.06629890122644405																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L001_R2										1.4138484250803234	0.538646598287728	0.960752442169195	0.2768187363415345	0.16756611573068866	0.05458031869499737	0.08427012094525552																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L002_R1										1.561194796715054	0.596780053550457	1.0954460707165217	0.251635789486582	0.21560721684273973	0.06521032156031235	0.06328017201058961																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L002_R2										1.5568748910624584	0.5791964961161293	1.0723698356716962	0.2672358333568374	0.2188885825924104	0.05945438377372556	0.08755575137831745																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L003_R1										1.4234197793692702	0.5075658257545924	0.9499402186913086	0.24960638005908073	0.17862772738000265	0.06475510600697817	0.06248931839543589																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L003_R2										1.3389383033821265	0.5257845518386811	0.9524012640941752	0.22192324146772616	0.19162702631376985	0.05832420728496498	0.08131514362701261																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L004_R1										1.3051585315643595	0.5338645673344933	0.9874333523884485	0.22539177664869037	0.17548700300204811	0.05685422860155268	0.06130587333475552																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
PCa58215_L004_R2										1.1746240447965592	0.44428372647817327	0.8046423476446657	0.2201593284649935	0.1624185722316696	0.05559450014498671	0.07722641906185239																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
