SampleID	w	BPscore	window_step_abs_delta
Benign-Prostate-1664855	31	0.04032321421482808	0.0003661069779419268
Benign-Prostate-3320942	31	0.04056930070547644	0.00735541501894129
Benign-Prostate-3330581	31	0.03574671320945198	0.0077512962900073284
PCa13266	32	0.05267828578035304	0.007563700410937325
PCa13848	32	0.03967048475501915	0.0045495178789004415
PCa14121	32	0.05371023277266422	0.00014927527731404405
PCa19121	32	0.04492351974019808	0.0031157640857138527
PCa3023	32	0.048486329448196135	0.004078825812057117
PCa33173	32	0.04248844393578284	0.004014883588730131
PCa40507	32	0.05727871669510062	0.010242490464495962
PCa51852	32	0.06406204216548482	0.0021042584643648707
PCa53687	32	0.05295079497012974	0.006167835966064808
PCa56413	32	0.03977035671597878	0.0047200726849758595
PCa57294	32	0.048700465776328195	0.004518226434327095
PCa58215	32	0.04110784896600066	5.815212930156133e-05
Benign-Prostate-1595983	32	0.038646159183210654	0.0028944687458165932
Benign-Prostate-1648133	32	0.04228087371106034	7.661170389464816e-05
Benign-Prostate-1664855	32	0.04054002344489148	0.00021680923006339725
Benign-Prostate-3320942	32	0.041827407000423006	0.001258106294946569
Benign-Prostate-3330581	32	0.03524732342346449	0.0004993897859874932
PCa13266	33	0.053968090453788184	0.0012898046734351465
PCa13848	33	0.03775197693278973	0.0019185078222294233
PCa14121	33	0.055108554589834935	0.001398321817170714
PCa19121	33	0.048914542108007046	0.003991022367808968
PCa3023	33	0.03838693799900332	0.010099391449192814
PCa33173	33	0.04091569903505421	0.0015727449007286315
PCa40507	33	0.05222488361720024	0.005053833077900381
PCa51852	33	0.059687633132814985	0.004374409032669835
PCa53687	33	0.04585575902910929	0.0070950359410204555
PCa56413	33	0.04140488984059253	0.0016345331246137504
PCa57294	33	0.048219348451278364	0.00048111732504983046
PCa58215	33	0.04286858446359365	0.001760735497592994
Benign-Prostate-1595983	33	0.04120441030979695	0.0025582511265862945
Benign-Prostate-1648133	33	0.04627353464178496	0.0039926609307246175
Benign-Prostate-1664855	33	0.037278276269119566	0.0032617471757719133
Benign-Prostate-3320942	33	0.04179299803925962	3.4408961163384655e-05
Benign-Prostate-3330581	33	0.03738072778267316	0.0021334043592086682
PCa13266	34	0.05484725370738035	0.0008791632535921634
PCa13848	34	0.04339147886770906	0.0056395019349193345
PCa14121	34	0.05378653199336364	0.001322022596471295
PCa19121	34	0.04526232438668446	0.0036522177213225843
PCa3023	34	0.041450199384097844	0.0030632613850945234
PCa33173	34	0.045203038009980434	0.004287338974926225
PCa40507	34	0.054351271056668406	0.0021263874394681637
PCa51852	34	0.06148895495299553	0.001801321820180543
PCa53687	34	0.05251926753707559	0.0066635085079662995
PCa56413	34	0.042070061741016664	0.0006651719004241302
PCa57294	34	0.04496152049627998	0.003257827954998384
PCa58215	34	0.05129947175737769	0.008430887293784037
Benign-Prostate-1595983	34	0.04371612135305557	0.0025117110432586187
Benign-Prostate-1648133	34	0.04108997368199958	0.00518356095978538
Benign-Prostate-1664855	34	0.041383698407439294	0.004105422138319728
Benign-Prostate-3320942	34	0.047104547323437655	0.005311549284178034
Benign-Prostate-3330581	34	0.040454908290131326	0.0030741805074581685
PCa13266	35	0.04533513009603293	0.009512123611347414
PCa13848	35	0.04241621856381985	0.000975260303889211
PCa14121	35	0.04936721472233782	0.004419317271025819
PCa19121	35	0.043646947913976726	0.0016153764727077358
PCa3023	35	0.04057650227189925	0.0008736971121985973
PCa33173	35	0.0432448771866598	0.0019581608233206343
PCa40507	35	0.04726213980667736	0.007089131249991047
PCa51852	35	0.058150592274926596	0.003338362678068932
PCa53687	35	0.049179608715985666	0.0033396588210899206
PCa56413	35	0.03897140672938811	0.003098655011628551
PCa57294	35	0.0460256103123516	0.0010640898160716172
PCa58215	35	0.04153456658314063	0.00976490517423706
Benign-Prostate-1595983	35	0.04522472003719188	0.00150859868413631
Benign-Prostate-1648133	35	0.04107545030583094	1.4523376168633362e-05
Benign-Prostate-1664855	35	0.03776300465882553	0.0036206937486137625
Benign-Prostate-3320942	35	0.038651068776693345	0.00845347854674431
Benign-Prostate-3330581	35	0.0405356220404963	8.071375036497463e-05
PCa13266	36	0.05088037758576781	0.005545247489734874
PCa13848	36	0.036981221265107764	0.005434997298712087
PCa14121	36	0.05512950224797277	0.00576228752563495
PCa19121	36	0.04367213647126221	2.5188557285484026e-05
PCa3023	36	0.03902541515345831	0.0015510871184409372
PCa33173	36	0.03853353801325491	0.0047113391734048896
PCa40507	36	0.05244504014592784	0.005182900339250479
PCa51852	36	0.059496688934357486	0.0013460966594308899
PCa53687	36	0.04677161940523018	0.002407989310755483
PCa56413	36	0.038560749241999766	0.00041065748738834673
PCa57294	36	0.045175176297976655	0.0008504340143749428
PCa58215	36	0.04075711968171387	0.0007774469014267607
Benign-Prostate-1595983	36	0.04165537993773189	0.003569340099459986
Benign-Prostate-1648133	36	0.0460300671683577	0.004954616862526753
Benign-Prostate-1664855	36	0.03498254723324989	0.0027804574255756442
Benign-Prostate-3320942	36	0.04381078701553561	0.005159718238842266
Benign-Prostate-3330581	36	0.03678296620584621	0.0037526558346500927
PCa13266	37	0.05793545117638175	0.007055073590613942
PCa13848	37	0.0396997194737173	0.002718498208609539
PCa14121	37	0.05215611436398178	0.0029733878839909925
PCa19121	37	0.03809468312710363	0.00557745334415858
PCa3023	37	0.03677655114757576	0.0022488640058825476
PCa33173	37	0.04556493897141521	0.007031400958160301
PCa40507	37	0.04946048054786629	0.0029845595980615494
PCa51852	37	0.058034783453888926	0.0014619054804685602
PCa53687	37	0.04803083457845549	0.0012592151732253101
PCa56413	37	0.038663999443044994	0.00010325020104522825
PCa57294	37	0.04618911228185814	0.0010139359838814838
PCa58215	37	0.04120858021659371	0.00045146053487984256
Benign-Prostate-1595983	37	0.042041925324699934	0.00038654538696804297
Benign-Prostate-1648133	37	0.03898488693039349	0.007045180237964209
Benign-Prostate-1664855	37	0.0356290835477967	0.0006465363145468153
Benign-Prostate-3320942	37	0.03996760697019515	0.003843180045340462
Benign-Prostate-3330581	37	0.03686799066527663	8.502445943042031e-05
PCa13266	38	0.04915259837539832	0.008782852800983426
PCa13848	38	0.04230467825828758	0.0026049587845702743
PCa14121	38	0.05763387700600526	0.00547776264202348
PCa19121	38	0.047573431372467945	0.009478748245364314
PCa3023	38	0.04462634134126004	0.00784979019368428
PCa33173	38	0.04315317515783062	0.002411763813584593
PCa40507	38	0.05009199194017669	0.0006315113923104007
PCa51852	38	0.05956984500827055	0.0015350615543816212
PCa53687	38	0.046118203415339135	0.0019126311631163587
PCa56413	38	0.040562038447431205	0.0018980390043862108
PCa57294	38	0.048079902248408135	0.0018907899665499966
PCa58215	38	0.039363971436591885	0.0018446087800018246
Benign-Prostate-1595983	38	0.04543854940188747	0.003396624077187535
Benign-Prostate-1648133	38	0.04416455288711297	0.005179665956719481
Benign-Prostate-1664855	38	0.040797379049929194	0.005168295502132492
Benign-Prostate-3320942	38	0.04046945331511334	0.0005018463449181915
Benign-Prostate-3330581	38	0.03930976072484026	0.0024417700595636346
PCa13266	39	0.04748716236492905	0.0016654360104692706
PCa13848	39	0.03772177439491706	0.00458290386337052
PCa14121	39	0.04887235027669011	0.008761526729315149
PCa19121	39	0.04171240735418801	0.0058610240182799325
PCa3023	39	0.04507795436881587	0.00045161302755582916
PCa33173	39	0.039921106200581716	0.003232068957248903
PCa40507	39	0.04810848258198025	0.001983509358196439
PCa51852	39	0.06463915024541896	0.005069305237148408
PCa53687	39	0.043786795570315784	0.0023314078450233505
PCa56413	39	0.037142816695260636	0.003419221752170569
PCa57294	39	0.03999774915642508	0.008082153091983055
PCa58215	39	0.03916531731166051	0.00019865412493137724
Benign-Prostate-1595983	39	0.04073499047667983	0.004703558925207636
Benign-Prostate-1648133	39	0.042048348708855224	0.0021162041782577454
Benign-Prostate-1664855	39	0.04037748583119138	0.0004198932187378171
Benign-Prostate-3320942	39	0.0356980012879722	0.004771452027141139
Benign-Prostate-3330581	39	0.033741911789873534	0.005567848934966729
PCa13266	40	0.04676319002458818	0.0007239723403408699
PCa13848	40	0.0409182420779924	0.003196467683075341
PCa14121	40	0.04818741715318788	0.000684933123502228
PCa19121	40	0.04280899187412832	0.0010965845199403107
PCa3023	40	0.04317227254349285	0.0019056818253230176
PCa33173	40	0.041228950257161376	0.00130784405657966
PCa40507	40	0.05084212363802876	0.002733641056048508
PCa51852	40	0.055631532017144186	0.009007618228274769
PCa53687	40	0.046821627061894286	0.003034831491578502
PCa56413	40	0.046686398390295945	0.00954358169503531
PCa57294	40	0.0435660329061558	0.0035682837497307204
PCa58215	40	0.04087360622399237	0.001708288912331865
Benign-Prostate-1595983	40	0.0408513879118611	0.00011639743518127021
Benign-Prostate-1648133	40	0.04047127283298195	0.001577075875873274
Benign-Prostate-1664855	40	0.04008192499776008	0.00029556083343129647
Benign-Prostate-3320942	40	0.037604933912225094	0.0019069326242528925
Benign-Prostate-3330581	40	0.036854401743670925	0.0031124899537973913
