SampleID	w	BPscore	window_step_abs_delta
PCa40507	15	0.07795119100028046	0.0050526164070167495
PCa51852	15	0.08537105093475436	0.0026368151042839016
PCa53687	15	0.08082788301883856	0.003335570822907266
PCa56413	15	0.070270450057343	0.002183886526488002
PCa57294	15	0.0774847953873567	0.006655166911999438
PCa58215	15	0.07183148406313328	0.0018014567655729313
Benign-Prostate-1595983	15	0.07050504369271299	0.006237426998224271
Benign-Prostate-1648133	15	0.07083276849028988	0.00012322862382098398
Benign-Prostate-1664855	15	0.0642107109821129	0.0016966272221443368
Benign-Prostate-3320942	15	0.06416208966861857	0.007826212976485697
Benign-Prostate-3330581	15	0.06489613463437215	0.003583405424276556
PCa13266	16	0.07104046391259318	0.008258892005223409
PCa13848	16	0.06264433204442518	0.004372072752295966
PCa14121	16	0.07567243309222892	0.0035047452038894505
PCa19121	16	0.07443578252913913	0.0011449120035195992
PCa3023	16	0.06572285738419897	7.419564024664649e-05
PCa33173	16	0.06132149452095064	0.00546015049639121
PCa40507	16	0.07810905876193823	0.0001578677616577706
PCa51852	16	0.08067888932856718	0.004692161606187184
PCa53687	16	0.07199971231524835	0.00882817070359021
PCa56413	16	0.06562195642235975	0.00464849363498325
PCa57294	16	0.07156149144585779	0.005923303941498911
PCa58215	16	0.06362797130952201	0.008203512753611267
Benign-Prostate-1595983	16	0.06182881524439038	0.00867622844832261
Benign-Prostate-1648133	16	0.0692897345688859	0.00154303392140398
Benign-Prostate-1664855	16	0.06388448259140887	0.00032622839070402254
Benign-Prostate-3320942	16	0.06232297101055523	0.0018391186580633406
Benign-Prostate-3330581	16	0.058533981235349204	0.006362153399022942
PCa13266	17	0.06737787920127102	0.0036625847113221643
PCa13848	17	0.059154773742157205	0.0034895583022679783
PCa14121	17	0.07240696538950082	0.003265467702728092
PCa19121	17	0.06975057190624105	0.0046852106228980755
PCa3023	17	0.062395179651574956	0.003327677732624018
PCa33173	17	0.05881588203261658	0.002505612488334058
PCa40507	17	0.07567691232117335	0.002432146440764879
PCa51852	17	0.08627836324839379	0.005599473919826611
PCa53687	17	0.07168435889775544	0.0003153534174929057
PCa56413	17	0.06410624016619448	0.0015157162561652698
PCa57294	17	0.06698488437101265	0.00457660707484514
PCa58215	17	0.05436154468524152	0.00926642662428049
Benign-Prostate-1595983	17	0.06260798057084084	0.0007791653264504622
Benign-Prostate-1648133	17	0.06490271651133198	0.004387018057553926
Benign-Prostate-1664855	17	0.06017568012836287	0.0037088024630460015
Benign-Prostate-3320942	17	0.05399631735478522	0.008326653655770011
Benign-Prostate-3330581	17	0.06080690662496718	0.002272925389617979
PCa13266	18	0.06921389268412177	0.0018360134828507568
PCa13848	18	0.059361491605318756	0.00020671786316155127
PCa14121	18	0.07712288888672426	0.00471592349722344
PCa19121	18	0.06509856027997504	0.004652011626266009
PCa3023	18	0.058771491018979806	0.00362368863259515
PCa33173	18	0.06036379242419941	0.0015479103915828282
PCa40507	18	0.07027559252473589	0.005401319796437459
PCa51852	18	0.07836900966531128	0.007909353583082507
PCa53687	18	0.06930975288507003	0.0023746060126854096
PCa56413	18	0.061567533374901756	0.0025387067912927275
PCa57294	18	0.0689430821974852	0.001958197826472552
PCa58215	18	0.056756872113058215	0.0023953274278166944
Benign-Prostate-1595983	18	0.06026158975721467	0.00234639081362617
Benign-Prostate-1648133	18	0.06534208335940442	0.0004393668480724422
Benign-Prostate-1664855	18	0.05209951580435243	0.00807616432401044
Benign-Prostate-3320942	18	0.05457012208857277	0.0005738047337875557
Benign-Prostate-3330581	18	0.05759006137591527	0.003216845249051914
PCa13266	19	0.06534126765980801	0.003872625024313764
PCa13848	19	0.05697631049260712	0.0023851811127116387
PCa14121	19	0.06911426924550702	0.00800861964121724
PCa19121	19	0.06344819537629963	0.0016503649036754137
PCa3023	19	0.0572027903150634	0.0015687007039164036
PCa33173	19	0.055913883672689804	0.004449908751509607
PCa40507	19	0.06875414983621733	0.0015214426885185595
PCa51852	19	0.0766221671555553	0.0017468425097559859
PCa53687	19	0.06512264165047905	0.004187111234590979
PCa56413	19	0.060989172574881755	0.0005783608000200016
PCa57294	19	0.06802841107519152	0.000914671122293681
PCa58215	19	0.057769056027841235	0.00101218391478302
Benign-Prostate-1595983	19	0.05465306640792608	0.005608523349288588
Benign-Prostate-1648133	19	0.060623190619184184	0.004718892740220235
Benign-Prostate-1664855	19	0.0482520925304926	0.0038474232738598332
Benign-Prostate-3320942	19	0.056451345313709586	0.0018812232251368133
Benign-Prostate-3330581	19	0.049582434847316705	0.008007626528598565
PCa13266	20	0.06189184854213533	0.0034494191176726793
PCa13848	20	0.055744743258906194	0.0012315672337009226
PCa14121	20	0.07052017938679273	0.0014059101412857017
PCa19121	20	0.058491539899733686	0.004956655476565944
PCa3023	20	0.05846224217587404	0.0012594518608106398
PCa33173	20	0.055280205670865196	0.0006336780018246085
PCa40507	20	0.06714550193258122	0.001608647903636115
PCa51852	20	0.07329688041295733	0.003325286742597966
PCa53687	20	0.06412760905664232	0.0009950325938367366
PCa56413	20	0.06126794340206349	0.0002787708271817374
PCa57294	20	0.06522280773494879	0.0028056033402427266
PCa58215	20	0.05352792899594895	0.004241127031892285
Benign-Prostate-1595983	20	0.05528834653052391	0.0006352801225978297
Benign-Prostate-1648133	20	0.05706432886454423	0.003558861754639951
Benign-Prostate-1664855	20	0.053638003598303195	0.005385911067810598
Benign-Prostate-3320942	20	0.056342420136927356	0.00010892517678223052
Benign-Prostate-3330581	20	0.04936342249732646	0.00021901234999024272
PCa13266	21	0.061154260005588976	0.0007375885365463533
PCa13848	21	0.05405875724845016	0.0016859860104560323
PCa14121	21	0.06095227977613625	0.009567899610656475
PCa19121	21	0.06006751564259348	0.0015759757428597948
PCa3023	21	0.05923843191769815	0.0007761897418241057
PCa33173	21	0.057123233959428595	0.001843028288563399
PCa40507	21	0.06529307212645914	0.0018524298061220745
PCa51852	21	0.06645286050903078	0.0068440199039265515
PCa53687	21	0.05989990282267081	0.004227706233971507
PCa56413	21	0.057283459991252485	0.003984483410811007
PCa57294	21	0.059357584070867046	0.005865223664081744
PCa58215	21	0.056375714653460016	0.002847785657511065
Benign-Prostate-1595983	21	0.05809336912401831	0.0028050225934943968
Benign-Prostate-1648133	21	0.057118029282178705	5.370041763447242e-05
Benign-Prostate-1664855	21	0.05269706463710972	0.0009409389611934743
Benign-Prostate-3320942	21	0.05282765818540048	0.0035147619515268763
Benign-Prostate-3330581	21	0.04981091198329471	0.0004474894859682471
PCa13266	22	0.056113149054703174	0.005041110950885802
PCa13848	22	0.0538678376706968	0.0001909195777533637
PCa14121	22	0.06748869524961201	0.006536415473475762
PCa19121	22	0.0564930474748558	0.003574468167737682
PCa3023	22	0.05516875485725338	0.004069677060444768
PCa33173	22	0.051360872968370934	0.005762360991057661
PCa40507	22	0.06530148459280954	8.412466350402048e-06
PCa51852	22	0.06944532391765007	0.002992463408619292
PCa53687	22	0.06341316117635037	0.003513258353679563
PCa56413	22	0.052815064792749195	0.00446839519850329
PCa57294	22	0.059767829352200326	0.00041024528133327964
PCa58215	22	0.06015982290290526	0.0037841082494452435
Benign-Prostate-1595983	22	0.050224526551909024	0.007868842572109284
Benign-Prostate-1648133	22	0.05792830856104386	0.0008102792788651572
Benign-Prostate-1664855	22	0.04579640827015752	0.006900656366952203
Benign-Prostate-3320942	22	0.04720030291593043	0.005627355269470051
Benign-Prostate-3330581	22	0.048338854109889064	0.0014720578734056453
PCa13266	23	0.05990510087734245	0.003791951822639278
PCa13848	23	0.05238769152540824	0.0014801461452885606
PCa14121	23	0.061966964895504746	0.005521730354107267
PCa19121	23	0.05750459267888354	0.0010115452040277417
PCa3023	23	0.051197962666165116	0.003970792191088264
PCa33173	23	0.05211841552884978	0.0007575425604788438
PCa40507	23	0.06312597220824352	0.0021755123845660224
PCa51852	23	0.06501020102737969	0.004435122890270385
PCa53687	23	0.06264655180712521	0.0007666093692251658
PCa56413	23	0.054511239152821626	0.0016961743600724319
PCa57294	23	0.05601342912163003	0.003754400230570297
PCa58215	23	0.051290149261469756	0.008869673641435503
Benign-Prostate-1595983	23	0.048927164606032456	0.0012973619458765684
Benign-Prostate-1648133	23	0.05615390852594938	0.0017744000350944852
Benign-Prostate-1664855	23	0.04694876429533464	0.0011523560251771245
Benign-Prostate-3320942	23	0.049547171715562055	0.0023468687996316268
Benign-Prostate-3330581	23	0.048986721704892607	0.0006478675950035429
PCa13266	24	0.05718551448832107	0.0027195863890213806
PCa13848	24	0.04193830575239351	0.010449385773014727
PCa14121	24	0.06306963322808554	0.0011026683325807904
PCa19121	24	0.056259940715415645	0.0012446519634678951
PCa3023	24	0.05049593508502337	0.0007020275811417467
PCa33173	24	0.054694746573512934	0.0025763310446631563
PCa40507	24	0.061908958744087625	0.0012170134641558972
PCa51852	24	0.07076955757928881	0.005759356551909123
PCa53687	24	0.056474553578760564	0.006171998228364645
PCa56413	24	0.04908354374861044	0.005427695404211189
PCa57294	24	0.0555046470031596	0.0005087821184704272
PCa58215	24	0.0504646261858834	0.0008255230755863582
Benign-Prostate-1595983	24	0.04771979687004879	0.0012073677359836638
Benign-Prostate-1648133	24	0.05239841295158247	0.003755495574366906
Benign-Prostate-1664855	24	0.04203806549742849	0.004910698797906156
Benign-Prostate-3320942	24	0.04358485334777783	0.005962318367784228
Benign-Prostate-3330581	24	0.04163124243425142	0.007355479270641188
PCa13266	25	0.05534347928849047	0.0018420351998306023
PCa13848	25	0.0497942790281115	0.007855973275717992
PCa14121	25	0.059615099479287864	0.0034545337487976724
PCa19121	25	0.05202795447692981	0.004231986238485835
PCa3023	25	0.052579121730258596	0.002083186645235227
PCa33173	25	0.05393837692927967	0.0007563696442332637
PCa40507	25	0.061412457152154765	0.0004965015919328603
PCa51852	25	0.06905763211610218	0.001711925463186631
PCa53687	25	0.0640441182053427	0.007569564626582134
PCa56413	25	0.05092243511374048	0.0018388913651300395
PCa57294	25	0.05517701145585505	0.00032763554730454864
PCa58215	25	0.05244833396507714	0.0019837077791937455
Benign-Prostate-1595983	25	0.05056955556202783	0.0028497586919790374
Benign-Prostate-1648133	25	0.051368502312521234	0.0010299106390612364
Benign-Prostate-1664855	25	0.04128958699162254	0.0007484785058059495
Benign-Prostate-3320942	25	0.04635595192362411	0.00277109857584628
Benign-Prostate-3330581	25	0.043214264227413875	0.0015830217931624563
PCa13266	26	0.055807120375201726	0.000463641086711257
PCa13848	26	0.052069914513976884	0.0022756354858653807
PCa14121	26	0.05841854855460006	0.001196550924687803
PCa19121	26	0.05450365840505569	0.0024757039281258775
PCa3023	26	0.04595932950770979	0.006619792222548805
PCa33173	26	0.05087719521074097	0.003061181718538697
PCa40507	26	0.06157431152333381	0.00016185437117904877
PCa51852	26	0.06955877640561012	0.0005011442895079404
PCa53687	26	0.056386278368461065	0.007657839836881633
PCa56413	26	0.046268580446615235	0.004653854667125243
PCa57294	26	0.06065837019722439	0.00548135874136934
PCa58215	26	0.05098790991213961	0.0014604240529375312
Benign-Prostate-1595983	26	0.0510616941698529	0.0004921386078250711
Benign-Prostate-1648133	26	0.04971994911770542	0.0016485531948158133
Benign-Prostate-1664855	26	0.04102518496112429	0.0002644020304982467
Benign-Prostate-3320942	26	0.042768385326173455	0.003587566597450652
Benign-Prostate-3330581	26	0.044883272626662966	0.0016690083992490917
PCa13266	27	0.049479053037810604	0.006328067337391122
PCa13848	27	0.04129084407184713	0.010779070442129751
PCa14121	27	0.06457690000157931	0.006158351446979252
PCa19121	27	0.05214937014260403	0.0023542882624516537
PCa3023	27	0.04032541650420057	0.005633913003509218
PCa33173	27	0.04465026434398419	0.006226930866756783
PCa40507	27	0.05912298759420043	0.0024513239291333866
PCa51852	27	0.05889967081292638	0.010659105592683737
PCa53687	27	0.04712094358676716	0.009265334781693904
PCa56413	27	0.04776887895932145	0.001500298512706215
PCa57294	27	0.05890964956067133	0.0017487206365530625
PCa58215	27	0.045183249349816976	0.005804660562322636
Benign-Prostate-1595983	27	0.04158942126673411	0.009472272903118792
Benign-Prostate-1648133	27	0.04367338046778534	0.006046568649920078
Benign-Prostate-1664855	27	0.038005146560788024	0.003020038400336267
Benign-Prostate-3320942	27	0.04154560476993369	0.0012227805562397623
Benign-Prostate-3330581	27	0.042170386798841004	0.002712885827821962
PCa13266	28	0.054701742313210386	0.005222689275399782
PCa13848	28	0.04513660252039614	0.003845758448549008
PCa14121	28	0.05662804572952163	0.00794885427205768
PCa19121	28	0.05167594239139028	0.00047342775121375635
PCa3023	28	0.042543962475738446	0.0022185459715378733
PCa33173	28	0.048098089218242795	0.003447824874258605
PCa40507	28	0.0603029593622975	0.001179971768097074
PCa51852	28	0.06790262897158535	0.009002958158658966
PCa53687	28	0.05430623529609724	0.007185291709330077
PCa56413	28	0.05248403028088735	0.0047151513215659
PCa57294	28	0.05332576273868171	0.0055838868219896184
PCa58215	28	0.04457762800740784	0.0006056213424091364
Benign-Prostate-1595983	28	0.04480296872581949	0.003213547459085385
Benign-Prostate-1648133	28	0.045834932698335794	0.002161552230550451
Benign-Prostate-1664855	28	0.04165771470485177	0.003652568144063749
Benign-Prostate-3320942	28	0.04294480652269772	0.0013992017527640274
Benign-Prostate-3330581	28	0.04117029083092321	0.001000095967917794
PCa13266	29	0.05639586872993418	0.0016941264167237916
PCa13848	29	0.04036500231108785	0.004771600209308294
PCa14121	29	0.0555079400348972	0.0011201056946244306
PCa19121	29	0.04406501315751325	0.007610929233877024
PCa3023	29	0.0409652347113024	0.0015787277644360442
PCa33173	29	0.04314484796819734	0.004953241250045454
PCa40507	29	0.05455300803739711	0.0057499513249003875
PCa51852	29	0.06528119469349261	0.002621434278092735
PCa53687	29	0.05200328678061095	0.0023029485154862916
PCa56413	29	0.04154376961034653	0.010940260670540818
PCa57294	29	0.04687829305201532	0.006447469686666395
PCa58215	29	0.04549436695140735	0.0009167389439995108
Benign-Prostate-1595983	29	0.042381000976810336	0.0024219677490091573
Benign-Prostate-1648133	29	0.05190260381745985	0.0060676711191240545
Benign-Prostate-1664855	29	0.040269273017168365	0.0013884416876834074
Benign-Prostate-3320942	29	0.043706225186403436	0.0007614186637057152
Benign-Prostate-3330581	29	0.04329462778818893	0.0021243369572657225
PCa13266	30	0.04688058229415417	0.009515286435780007
PCa13848	30	0.041130293602311456	0.000765291291223609
PCa14121	30	0.051158877463997415	0.0043490625708997865
PCa19121	30	0.048345808446627836	0.004280795289114583
PCa3023	30	0.042626124360218454	0.0016608896489160516
PCa33173	30	0.04047946832348973	0.002665379644707609
PCa40507	30	0.0550382024227269	0.0004851943853297902
PCa51852	30	0.06849731534700518	0.0032161206535125664
PCa53687	30	0.051863238703911636	0.00014004807669931035
PCa56413	30	0.04258153058945143	0.0010377609791049
PCa57294	30	0.0474805724549197	0.0006022794029043807
PCa58215	30	0.0452532969155708	0.00024107003583655195
Benign-Prostate-1595983	30	0.04401127299894231	0.001630272022131972
Benign-Prostate-1648133	30	0.0433428763357594	0.008559727481700447
Benign-Prostate-1664855	30	0.04068932119277001	0.0004200481756016436
Benign-Prostate-3320942	30	0.04792471572441773	0.004218490538014291
Benign-Prostate-3330581	30	0.04349800949945931	0.0002033817112703784
PCa13266	31	0.04511458536941571	0.0017659969247384583
PCa13848	31	0.04422000263391959	0.0030897090316081358
PCa14121	31	0.05356095749535018	0.0024020800313527615
PCa19121	31	0.04803928382591193	0.00030652462071590475
PCa3023	31	0.04440750363613902	0.0017813792759205638
PCa33173	31	0.03847356034705271	0.0020059079764370227
PCa40507	31	0.04703622623060466	0.008001976192122243
PCa51852	31	0.06195778370111995	0.0065395316458852285
PCa53687	31	0.046782959004064935	0.0050802796998467015
PCa56413	31	0.04449042940095464	0.001908898811503211
PCa57294	31	0.0441822393420011	0.0032983331129185986
PCa58215	31	0.041049696836699096	0.004203600078871703
Benign-Prostate-1595983	31	0.04154062792902725	0.0024706450699150603
Benign-Prostate-1648133	31	0.04235748541495499	0.0009853909208044145
