w	s1	s2	dist
12	PCa56413	PCa51852	0.17726224513592562
12	PCa51852	PCa57054	0.14486052268383617
12	PCa57054	PCa51852	0.14486052268383617
12	PCa51852	PCa57294	0.16683894008167102
12	PCa57294	PCa51852	0.16683894008167102
12	PCa51852	PCa58215	0.16099949874794142
12	PCa58215	PCa51852	0.16099949874794142
12	PCa53687	PCa56413	0.2024489061351109
12	PCa56413	PCa53687	0.2024489061351109
12	PCa53687	PCa57054	0.17339516383222692
12	PCa57054	PCa53687	0.17339516383222692
12	PCa53687	PCa57294	0.15962964811062716
12	PCa57294	PCa53687	0.15962964811062716
12	PCa53687	PCa58215	0.1723962790450394
12	PCa58215	PCa53687	0.1723962790450394
12	PCa56413	PCa57054	0.16903617468944251
12	PCa57054	PCa56413	0.16903617468944251
12	PCa56413	PCa57294	0.1973880505767036
12	PCa57294	PCa56413	0.1973880505767036
12	PCa56413	PCa58215	0.17202994521269152
12	PCa58215	PCa56413	0.17202994521269152
12	PCa57054	PCa57294	0.1693341392611839
12	PCa57294	PCa57054	0.1693341392611839
12	PCa57054	PCa58215	0.14628913783870579
12	PCa58215	PCa57054	0.14628913783870579
12	PCa57294	PCa58215	0.1642974120002407
12	PCa58215	PCa57294	0.1642974120002407
13	PCa13266	PCa13848	0.1748193781217269
13	PCa13848	PCa13266	0.1748193781217269
13	PCa13266	PCa14121	0.17610520380480735
13	PCa14121	PCa13266	0.17610520380480735
13	PCa13266	PCa19121	0.1790325812691894
13	PCa19121	PCa13266	0.1790325812691894
13	PCa13266	PCa3023	0.1783334737825907
13	PCa3023	PCa13266	0.1783334737825907
13	PCa13266	PCa33173	0.12485111367326511
13	PCa33173	PCa13266	0.12485111367326511
13	PCa13266	PCa40507	0.15990127652248537
13	PCa40507	PCa13266	0.15990127652248537
13	PCa13266	PCa51852	0.16244156693290124
13	PCa51852	PCa13266	0.16244156693290124
13	PCa13266	PCa53687	0.18263852130627484
13	PCa53687	PCa13266	0.18263852130627484
13	PCa13266	PCa56413	0.18669269935230545
13	PCa56413	PCa13266	0.18669269935230545
13	PCa13266	PCa57054	0.1639529204049318
13	PCa57054	PCa13266	0.1639529204049318
13	PCa13266	PCa57294	0.17885314492010207
13	PCa57294	PCa13266	0.17885314492010207
13	PCa13266	PCa58215	0.16273561460007888
13	PCa58215	PCa13266	0.16273561460007888
13	PCa13848	PCa14121	0.1924903093371914
13	PCa14121	PCa13848	0.1924903093371914
13	PCa13848	PCa19121	0.15465395815322813
13	PCa19121	PCa13848	0.15465395815322813
13	PCa13848	PCa3023	0.15453466121866466
13	PCa3023	PCa13848	0.15453466121866466
13	PCa13848	PCa33173	0.1571961927439064
13	PCa33173	PCa13848	0.1571961927439064
13	PCa13848	PCa40507	0.17193806803106632
13	PCa40507	PCa13848	0.17193806803106632
13	PCa13848	PCa51852	0.16497117346576243
13	PCa51852	PCa13848	0.16497117346576243
13	PCa13848	PCa53687	0.2007553703219
13	PCa53687	PCa13848	0.2007553703219
13	PCa13848	PCa56413	0.1794252564272762
13	PCa56413	PCa13848	0.1794252564272762
13	PCa13848	PCa57054	0.15312225903952095
13	PCa57054	PCa13848	0.15312225903952095
13	PCa13848	PCa57294	0.1939199662435769
13	PCa57294	PCa13848	0.1939199662435769
13	PCa13848	PCa58215	0.16248191114145255
13	PCa58215	PCa13848	0.16248191114145255
13	PCa14121	PCa19121	0.18089893339654978
13	PCa19121	PCa14121	0.18089893339654978
13	PCa14121	PCa3023	0.17491804558997812
13	PCa3023	PCa14121	0.17491804558997812
13	PCa14121	PCa33173	0.15953360863429572
13	PCa33173	PCa14121	0.15953360863429572
13	PCa14121	PCa40507	0.16308833847526094
13	PCa40507	PCa14121	0.16308833847526094
13	PCa14121	PCa51852	0.17386919388889882
13	PCa51852	PCa14121	0.17386919388889882
13	PCa14121	PCa53687	0.17760332873359377
13	PCa53687	PCa14121	0.17760332873359377
13	PCa14121	PCa56413	0.17262130711764487
13	PCa56413	PCa14121	0.17262130711764487
13	PCa14121	PCa57054	0.17014065446931567
13	PCa57054	PCa14121	0.17014065446931567
13	PCa14121	PCa57294	0.16834852810313905
13	PCa57294	PCa14121	0.16834852810313905
13	PCa14121	PCa58215	0.16585360232500035
13	PCa58215	PCa14121	0.16585360232500035
13	PCa19121	PCa3023	0.1595221421208
13	PCa3023	PCa19121	0.1595221421208
13	PCa19121	PCa33173	0.16074900095346217
13	PCa33173	PCa19121	0.16074900095346217
13	PCa19121	PCa40507	0.1652985262018392
13	PCa40507	PCa19121	0.1652985262018392
13	PCa19121	PCa51852	0.15517625532719154
13	PCa51852	PCa19121	0.15517625532719154
13	PCa19121	PCa53687	0.1815699920852666
13	PCa53687	PCa19121	0.1815699920852666
13	PCa19121	PCa56413	0.1788563796631724
13	PCa56413	PCa19121	0.1788563796631724
13	PCa19121	PCa57054	0.1491040895649893
13	PCa57054	PCa19121	0.1491040895649893
13	PCa19121	PCa57294	0.16996330227647738
13	PCa57294	PCa19121	0.16996330227647738
13	PCa19121	PCa58215	0.16351242634509067
13	PCa58215	PCa19121	0.16351242634509067
13	PCa3023	PCa33173	0.1463066419616086
13	PCa33173	PCa3023	0.1463066419616086
13	PCa3023	PCa40507	0.1608952657922266
13	PCa40507	PCa3023	0.1608952657922266
13	PCa3023	PCa51852	0.1632389949155884
13	PCa51852	PCa3023	0.1632389949155884
13	PCa3023	PCa53687	0.193779153255035
13	PCa53687	PCa3023	0.193779153255035
13	PCa3023	PCa56413	0.15246828918906702
13	PCa56413	PCa3023	0.15246828918906702
13	PCa3023	PCa57054	0.15009012230587915
13	PCa57054	PCa3023	0.15009012230587915
13	PCa3023	PCa57294	0.18451080741146872
13	PCa57294	PCa3023	0.18451080741146872
13	PCa3023	PCa58215	0.16596809569573162
13	PCa58215	PCa3023	0.16596809569573162
13	PCa33173	PCa40507	0.14411711979742697
13	PCa40507	PCa33173	0.14411711979742697
13	PCa33173	PCa51852	0.15077976375263427
13	PCa51852	PCa33173	0.15077976375263427
13	PCa33173	PCa53687	0.17510133681124482
13	PCa53687	PCa33173	0.17510133681124482
13	PCa33173	PCa56413	0.15811114298968346
13	PCa56413	PCa33173	0.15811114298968346
13	PCa33173	PCa57054	0.14091321436376592
13	PCa57054	PCa33173	0.14091321436376592
13	PCa33173	PCa57294	0.1730278493642084
13	PCa57294	PCa33173	0.1730278493642084
13	PCa33173	PCa58215	0.14109759108096362
13	PCa58215	PCa33173	0.14109759108096362
13	PCa40507	PCa51852	0.15556652786220201
13	PCa51852	PCa40507	0.15556652786220201
13	PCa40507	PCa53687	0.18301778531846002
13	PCa53687	PCa40507	0.18301778531846002
13	PCa40507	PCa56413	0.15930059851535763
13	PCa56413	PCa40507	0.15930059851535763
13	PCa40507	PCa57054	0.15286438707173802
13	PCa57054	PCa40507	0.15286438707173802
13	PCa40507	PCa57294	0.18347204134940767
13	PCa57294	PCa40507	0.18347204134940767
13	PCa40507	PCa58215	0.15909604091261628
13	PCa58215	PCa40507	0.15909604091261628
13	PCa51852	PCa53687	0.17717569770194389
13	PCa53687	PCa51852	0.17717569770194389
13	PCa51852	PCa56413	0.17333745875626444
13	PCa56413	PCa51852	0.17333745875626444
13	PCa51852	PCa57054	0.14589669978252529
13	PCa57054	PCa51852	0.14589669978252529
13	PCa51852	PCa57294	0.16649644212695364
13	PCa57294	PCa51852	0.16649644212695364
13	PCa51852	PCa58215	0.1611185601229784
13	PCa58215	PCa51852	0.1611185601229784
13	PCa53687	PCa56413	0.19928618247579466
13	PCa56413	PCa53687	0.19928618247579466
13	PCa53687	PCa57054	0.17616553292023646
13	PCa57054	PCa53687	0.17616553292023646
13	PCa53687	PCa57294	0.15713462990741509
13	PCa57294	PCa53687	0.15713462990741509
13	PCa53687	PCa58215	0.16936954308772145
13	PCa58215	PCa53687	0.16936954308772145
13	PCa56413	PCa57054	0.17212445521117342
13	PCa57054	PCa56413	0.17212445521117342
13	PCa56413	PCa57294	0.19590315749377937
13	PCa57294	PCa56413	0.19590315749377937
13	PCa56413	PCa58215	0.17363075901759845
13	PCa58215	PCa56413	0.17363075901759845
13	PCa57054	PCa57294	0.17027695194327006
13	PCa57294	PCa57054	0.17027695194327006
13	PCa57054	PCa58215	0.1487165332180199
13	PCa58215	PCa57054	0.1487165332180199
13	PCa57294	PCa58215	0.164117372637233
13	PCa58215	PCa57294	0.164117372637233
14	PCa13266	PCa13848	0.17928623444675124
14	PCa13848	PCa13266	0.17928623444675124
14	PCa13266	PCa14121	0.17561726590866675
14	PCa14121	PCa13266	0.17561726590866675
14	PCa13266	PCa19121	0.18482581573251308
14	PCa19121	PCa13266	0.18482581573251308
14	PCa13266	PCa3023	0.18003487671036356
14	PCa3023	PCa13266	0.18003487671036356
14	PCa13266	PCa33173	0.12342078247273602
14	PCa33173	PCa13266	0.12342078247273602
14	PCa13266	PCa40507	0.1669108719697144
14	PCa40507	PCa13266	0.1669108719697144
14	PCa13266	PCa51852	0.16362470708130422
14	PCa51852	PCa13266	0.16362470708130422
14	PCa13266	PCa53687	0.18852712059798885
14	PCa53687	PCa13266	0.18852712059798885
14	PCa13266	PCa56413	0.18262518649022808
14	PCa56413	PCa13266	0.18262518649022808
14	PCa13266	PCa57054	0.1654811189035482
14	PCa57054	PCa13266	0.1654811189035482
14	PCa13266	PCa57294	0.17689855184070416
14	PCa57294	PCa13266	0.17689855184070416
14	PCa13266	PCa58215	0.15770486261523498
14	PCa58215	PCa13266	0.15770486261523498
14	PCa13848	PCa14121	0.19577563634218856
14	PCa14121	PCa13848	0.19577563634218856
14	PCa13848	PCa19121	0.16152641280465774
14	PCa19121	PCa13848	0.16152641280465774
14	PCa13848	PCa3023	0.15619452373770126
14	PCa3023	PCa13848	0.15619452373770126
14	PCa13848	PCa33173	0.15874237087549556
14	PCa33173	PCa13848	0.15874237087549556
14	PCa13848	PCa40507	0.17241215683506148
14	PCa40507	PCa13848	0.17241215683506148
14	PCa13848	PCa51852	0.16800840108469667
14	PCa51852	PCa13848	0.16800840108469667
14	PCa13848	PCa53687	0.20604670564608527
14	PCa53687	PCa13848	0.20604670564608527
14	PCa13848	PCa56413	0.17744746199388342
14	PCa56413	PCa13848	0.17744746199388342
14	PCa13848	PCa57054	0.15725673779706226
14	PCa57054	PCa13848	0.15725673779706226
14	PCa13848	PCa57294	0.19743831815502297
14	PCa57294	PCa13848	0.19743831815502297
14	PCa13848	PCa58215	0.16431102933527333
14	PCa58215	PCa13848	0.16431102933527333
14	PCa14121	PCa19121	0.18234274290528074
14	PCa19121	PCa14121	0.18234274290528074
14	PCa14121	PCa3023	0.178830895993126
14	PCa3023	PCa14121	0.178830895993126
14	PCa14121	PCa33173	0.15829417493764414
14	PCa33173	PCa14121	0.15829417493764414
14	PCa14121	PCa40507	0.17003397161798253
14	PCa40507	PCa14121	0.17003397161798253
14	PCa14121	PCa51852	0.1712308233117193
14	PCa51852	PCa14121	0.1712308233117193
14	PCa14121	PCa53687	0.1782239287454567
14	PCa53687	PCa14121	0.1782239287454567
14	PCa14121	PCa56413	0.17388973172876973
14	PCa56413	PCa14121	0.17388973172876973
14	PCa14121	PCa57054	0.16808179995204622
14	PCa57054	PCa14121	0.16808179995204622
14	PCa14121	PCa57294	0.17067687472984405
14	PCa57294	PCa14121	0.17067687472984405
14	PCa14121	PCa58215	0.1649282846979604
14	PCa58215	PCa14121	0.1649282846979604
14	PCa19121	PCa3023	0.16063647815528656
14	PCa3023	PCa19121	0.16063647815528656
14	PCa19121	PCa33173	0.16438326951964313
14	PCa33173	PCa19121	0.16438326951964313
14	PCa19121	PCa40507	0.16884648886375014
14	PCa40507	PCa19121	0.16884648886375014
14	PCa19121	PCa51852	0.1588178400494928
14	PCa51852	PCa19121	0.1588178400494928
14	PCa19121	PCa53687	0.18225342972898656
14	PCa53687	PCa19121	0.18225342972898656
14	PCa19121	PCa56413	0.18129677249919143
14	PCa56413	PCa19121	0.18129677249919143
14	PCa19121	PCa57054	0.15578052328321548
14	PCa57054	PCa19121	0.15578052328321548
14	PCa19121	PCa57294	0.17449796897299719
14	PCa57294	PCa19121	0.17449796897299719
14	PCa19121	PCa58215	0.16827455498759025
14	PCa58215	PCa19121	0.16827455498759025
14	PCa3023	PCa33173	0.144757332542545
14	PCa33173	PCa3023	0.144757332542545
14	PCa3023	PCa40507	0.15690117649449128
14	PCa40507	PCa3023	0.15690117649449128
14	PCa3023	PCa51852	0.16290978607100512
14	PCa51852	PCa3023	0.16290978607100512
14	PCa3023	PCa53687	0.19455337626392674
14	PCa53687	PCa3023	0.19455337626392674
14	PCa3023	PCa56413	0.1507617765466582
14	PCa56413	PCa3023	0.1507617765466582
14	PCa3023	PCa57054	0.14876204734956217
14	PCa57054	PCa3023	0.14876204734956217
14	PCa3023	PCa57294	0.1859492057340973
14	PCa57294	PCa3023	0.1859492057340973
14	PCa3023	PCa58215	0.16319454293318755
14	PCa58215	PCa3023	0.16319454293318755
14	PCa33173	PCa40507	0.1427272127387569
14	PCa40507	PCa33173	0.1427272127387569
14	PCa33173	PCa51852	0.14844864682515604
14	PCa51852	PCa33173	0.14844864682515604
14	PCa33173	PCa53687	0.17916342193024312
14	PCa53687	PCa33173	0.17916342193024312
14	PCa33173	PCa56413	0.15152813528536518
14	PCa56413	PCa33173	0.15152813528536518
14	PCa33173	PCa57054	0.13663839749623832
14	PCa57054	PCa33173	0.13663839749623832
14	PCa33173	PCa57294	0.16992527164441765
14	PCa57294	PCa33173	0.16992527164441765
14	PCa33173	PCa58215	0.13356549792110203
14	PCa58215	PCa33173	0.13356549792110203
14	PCa40507	PCa51852	0.14972800303511544
14	PCa51852	PCa40507	0.14972800303511544
14	PCa40507	PCa53687	0.1842661340046735
14	PCa53687	PCa40507	0.1842661340046735
14	PCa40507	PCa56413	0.1580157043864605
14	PCa56413	PCa40507	0.1580157043864605
14	PCa40507	PCa57054	0.15263378039468184
14	PCa57054	PCa40507	0.15263378039468184
14	PCa40507	PCa57294	0.1830024339203447
14	PCa57294	PCa40507	0.1830024339203447
14	PCa40507	PCa58215	0.15814979557643374
14	PCa58215	PCa40507	0.15814979557643374
14	PCa51852	PCa53687	0.17672527045841718
14	PCa53687	PCa51852	0.17672527045841718
14	PCa51852	PCa56413	0.17332269085373214
14	PCa56413	PCa51852	0.17332269085373214
14	PCa51852	PCa57054	0.1445636680322806
14	PCa57054	PCa51852	0.1445636680322806
14	PCa51852	PCa57294	0.16837613309662394
14	PCa57294	PCa51852	0.16837613309662394
14	PCa51852	PCa58215	0.15489750368221894
14	PCa58215	PCa51852	0.15489750368221894
14	PCa53687	PCa56413	0.20212227068353938
14	PCa56413	PCa53687	0.20212227068353938
14	PCa53687	PCa57054	0.1832500477113415
14	PCa57054	PCa53687	0.1832500477113415
14	PCa53687	PCa57294	0.16397213693704873
14	PCa57294	PCa53687	0.16397213693704873
14	PCa53687	PCa58215	0.17328452756479085
14	PCa58215	PCa53687	0.17328452756479085
14	PCa56413	PCa57054	0.16949094435439577
14	PCa57054	PCa56413	0.16949094435439577
14	PCa56413	PCa57294	0.19358120688308506
14	PCa57294	PCa56413	0.19358120688308506
14	PCa56413	PCa58215	0.16798930599673775
14	PCa58215	PCa56413	0.16798930599673775
14	PCa57054	PCa57294	0.17179904999434104
14	PCa57294	PCa57054	0.17179904999434104
14	PCa57054	PCa58215	0.14452685630385076
14	PCa58215	PCa57054	0.14452685630385076
14	PCa57294	PCa58215	0.16605191758165733
14	PCa58215	PCa57294	0.16605191758165733
15	PCa13266	PCa13848	0.1758203334362013
15	PCa13848	PCa13266	0.1758203334362013
15	PCa13266	PCa14121	0.16888097740089217
15	PCa14121	PCa13266	0.16888097740089217
15	PCa13266	PCa19121	0.18131078429254277
15	PCa19121	PCa13266	0.18131078429254277
15	PCa13266	PCa3023	0.17841059366222387
15	PCa3023	PCa13266	0.17841059366222387
15	PCa13266	PCa33173	0.12065079900895538
15	PCa33173	PCa13266	0.12065079900895538
15	PCa13266	PCa40507	0.16258918469871447
15	PCa40507	PCa13266	0.16258918469871447
15	PCa13266	PCa51852	0.15659667184484286
15	PCa51852	PCa13266	0.15659667184484286
15	PCa13266	PCa53687	0.18650792639761707
15	PCa53687	PCa13266	0.18650792639761707
15	PCa13266	PCa56413	0.18193866564090688
15	PCa56413	PCa13266	0.18193866564090688
15	PCa13266	PCa57054	0.16194774098426212
15	PCa57054	PCa13266	0.16194774098426212
15	PCa13266	PCa57294	0.17192212748458058
15	PCa57294	PCa13266	0.17192212748458058
15	PCa13266	PCa58215	0.16033333658495386
15	PCa58215	PCa13266	0.16033333658495386
15	PCa13848	PCa14121	0.1922077518911299
15	PCa14121	PCa13848	0.1922077518911299
15	PCa13848	PCa19121	0.16159161416772475
15	PCa19121	PCa13848	0.16159161416772475
15	PCa13848	PCa3023	0.15227736908877887
15	PCa3023	PCa13848	0.15227736908877887
15	PCa13848	PCa33173	0.15343648188891548
15	PCa33173	PCa13848	0.15343648188891548
15	PCa13848	PCa40507	0.17189623650739233
15	PCa40507	PCa13848	0.17189623650739233
15	PCa13848	PCa51852	0.1626180361439735
15	PCa51852	PCa13848	0.1626180361439735
15	PCa13848	PCa53687	0.20341272304076913
15	PCa53687	PCa13848	0.20341272304076913
15	PCa13848	PCa56413	0.17839763344992693
15	PCa56413	PCa13848	0.17839763344992693
15	PCa13848	PCa57054	0.1519867801633525
15	PCa57054	PCa13848	0.1519867801633525
15	PCa13848	PCa57294	0.1919936647366239
15	PCa57294	PCa13848	0.1919936647366239
15	PCa13848	PCa58215	0.16090091904666864
15	PCa58215	PCa13848	0.16090091904666864
15	PCa14121	PCa19121	0.1836827265233976
15	PCa19121	PCa14121	0.1836827265233976
15	PCa14121	PCa3023	0.17860423962692043
15	PCa3023	PCa14121	0.17860423962692043
15	PCa14121	PCa33173	0.15666188380561413
15	PCa33173	PCa14121	0.15666188380561413
15	PCa14121	PCa40507	0.1646770159933085
15	PCa40507	PCa14121	0.1646770159933085
15	PCa14121	PCa51852	0.1695016970661536
15	PCa51852	PCa14121	0.1695016970661536
15	PCa14121	PCa53687	0.1796812719894201
15	PCa53687	PCa14121	0.1796812719894201
15	PCa14121	PCa56413	0.16742936079691037
15	PCa56413	PCa14121	0.16742936079691037
15	PCa14121	PCa57054	0.167133989247243
15	PCa57054	PCa14121	0.167133989247243
15	PCa14121	PCa57294	0.16444532684468724
15	PCa57294	PCa14121	0.16444532684468724
15	PCa14121	PCa58215	0.16613536070677887
15	PCa58215	PCa14121	0.16613536070677887
15	PCa19121	PCa3023	0.15654830846169587
15	PCa3023	PCa19121	0.15654830846169587
15	PCa19121	PCa33173	0.15774358043282305
15	PCa33173	PCa19121	0.15774358043282305
15	PCa19121	PCa40507	0.17024194937518522
15	PCa40507	PCa19121	0.17024194937518522
15	PCa19121	PCa51852	0.15996450182794797
15	PCa51852	PCa19121	0.15996450182794797
15	PCa19121	PCa53687	0.18119516420161957
15	PCa53687	PCa19121	0.18119516420161957
15	PCa19121	PCa56413	0.1814134723579638
15	PCa56413	PCa19121	0.1814134723579638
15	PCa19121	PCa57054	0.15692390465486103
15	PCa57054	PCa19121	0.15692390465486103
15	PCa19121	PCa57294	0.17316580033366208
15	PCa57294	PCa19121	0.17316580033366208
15	PCa19121	PCa58215	0.16838757680336433
15	PCa58215	PCa19121	0.16838757680336433
15	PCa3023	PCa33173	0.14195517299310265
15	PCa33173	PCa3023	0.14195517299310265
15	PCa3023	PCa40507	0.155887055223111
15	PCa40507	PCa3023	0.155887055223111
15	PCa3023	PCa51852	0.1648981572509369
15	PCa51852	PCa3023	0.1648981572509369
15	PCa3023	PCa53687	0.1928352632320608
15	PCa53687	PCa3023	0.1928352632320608
15	PCa3023	PCa56413	0.15294408800584505
15	PCa56413	PCa3023	0.15294408800584505
15	PCa3023	PCa57054	0.14881152807097991
15	PCa57054	PCa3023	0.14881152807097991
15	PCa3023	PCa57294	0.1842607390516762
15	PCa57294	PCa3023	0.1842607390516762
15	PCa3023	PCa58215	0.1629521222210181
15	PCa58215	PCa3023	0.1629521222210181
15	PCa33173	PCa40507	0.140126409526706
15	PCa40507	PCa33173	0.140126409526706
15	PCa33173	PCa51852	0.1462959021889115
15	PCa51852	PCa33173	0.1462959021889115
15	PCa33173	PCa53687	0.17732506022883737
15	PCa53687	PCa33173	0.17732506022883737
15	PCa33173	PCa56413	0.15375547585774757
15	PCa56413	PCa33173	0.15375547585774757
15	PCa33173	PCa57054	0.13300406338382345
15	PCa57054	PCa33173	0.13300406338382345
15	PCa33173	PCa57294	0.16543228325889242
15	PCa57294	PCa33173	0.16543228325889242
15	PCa33173	PCa58215	0.13488360049639506
15	PCa58215	PCa33173	0.13488360049639506
15	PCa40507	PCa51852	0.15136124632708822
15	PCa51852	PCa40507	0.15136124632708822
15	PCa40507	PCa53687	0.18514674508855783
15	PCa53687	PCa40507	0.18514674508855783
15	PCa40507	PCa56413	0.1562600654001513
15	PCa56413	PCa40507	0.1562600654001513
15	PCa40507	PCa57054	0.1519734006187799
15	PCa57054	PCa40507	0.1519734006187799
15	PCa40507	PCa57294	0.17882109313573485
15	PCa57294	PCa40507	0.17882109313573485
15	PCa40507	PCa58215	0.15793987198746884
15	PCa58215	PCa40507	0.15793987198746884
15	PCa51852	PCa53687	0.1806857752185646
15	PCa53687	PCa51852	0.1806857752185646
15	PCa51852	PCa56413	0.17505759306648233
15	PCa56413	PCa51852	0.17505759306648233
15	PCa51852	PCa57054	0.14745646380047897
15	PCa57054	PCa51852	0.14745646380047897
15	PCa51852	PCa57294	0.16423604674688108
15	PCa57294	PCa51852	0.16423604674688108
15	PCa51852	PCa58215	0.15972505593614422
15	PCa58215	PCa51852	0.15972505593614422
15	PCa53687	PCa56413	0.20452966387034452
15	PCa56413	PCa53687	0.20452966387034452
15	PCa53687	PCa57054	0.1824403105861075
15	PCa57054	PCa53687	0.1824403105861075
15	PCa53687	PCa57294	0.1605243777080959
15	PCa57294	PCa53687	0.1605243777080959
15	PCa53687	PCa58215	0.17378097911537227
15	PCa58215	PCa53687	0.17378097911537227
15	PCa56413	PCa57054	0.16758197510262055
15	PCa57054	PCa56413	0.16758197510262055
15	PCa56413	PCa57294	0.19256853730337714
15	PCa57294	PCa56413	0.19256853730337714
15	PCa56413	PCa58215	0.17086404582689071
15	PCa58215	PCa56413	0.17086404582689071
15	PCa57054	PCa57294	0.16944051136411697
15	PCa57294	PCa57054	0.16944051136411697
15	PCa57054	PCa58215	0.14790633557463215
15	PCa58215	PCa57054	0.14790633557463215
15	PCa57294	PCa58215	0.1592596565292457
15	PCa58215	PCa57294	0.1592596565292457
16	PCa13266	PCa13848	0.17546124250310843
16	PCa13848	PCa13266	0.17546124250310843
16	PCa13266	PCa14121	0.16638249926052134
16	PCa14121	PCa13266	0.16638249926052134
16	PCa13266	PCa19121	0.17791127236039914
16	PCa19121	PCa13266	0.17791127236039914
16	PCa13266	PCa3023	0.17941143421248412
16	PCa3023	PCa13266	0.17941143421248412
16	PCa13266	PCa33173	0.11535595958952327
16	PCa33173	PCa13266	0.11535595958952327
16	PCa13266	PCa40507	0.1571532664811336
16	PCa40507	PCa13266	0.1571532664811336
16	PCa13266	PCa51852	0.15836003343007027
16	PCa51852	PCa13266	0.15836003343007027
16	PCa13266	PCa53687	0.1838418813524962
16	PCa53687	PCa13266	0.1838418813524962
16	PCa13266	PCa56413	0.1769326625746411
16	PCa56413	PCa13266	0.1769326625746411
16	PCa13266	PCa57054	0.1583632940862248
16	PCa57054	PCa13266	0.1583632940862248
16	PCa13266	PCa57294	0.17393144189103868
16	PCa57294	PCa13266	0.17393144189103868
16	PCa13266	PCa58215	0.15574903082646088
16	PCa58215	PCa13266	0.15574903082646088
16	PCa13848	PCa14121	0.18654942077973638
16	PCa14121	PCa13848	0.18654942077973638
16	PCa13848	PCa19121	0.16160467968790554
16	PCa19121	PCa13848	0.16160467968790554
16	PCa13848	PCa3023	0.15439956193510426
16	PCa3023	PCa13848	0.15439956193510426
16	PCa13848	PCa33173	0.1525373174868543
16	PCa33173	PCa13848	0.1525373174868543
16	PCa13848	PCa40507	0.17151889005445317
16	PCa40507	PCa13848	0.17151889005445317
16	PCa13848	PCa51852	0.15769437185126461
16	PCa51852	PCa13848	0.15769437185126461
16	PCa13848	PCa53687	0.20131544034865567
16	PCa53687	PCa13848	0.20131544034865567
16	PCa13848	PCa56413	0.1797051994523011
16	PCa56413	PCa13848	0.1797051994523011
16	PCa13848	PCa57054	0.15184042457003574
16	PCa57054	PCa13848	0.15184042457003574
16	PCa13848	PCa57294	0.1910807360858789
16	PCa57294	PCa13848	0.1910807360858789
16	PCa13848	PCa58215	0.16172665875014755
16	PCa58215	PCa13848	0.16172665875014755
16	PCa14121	PCa19121	0.17737275824581528
16	PCa19121	PCa14121	0.17737275824581528
16	PCa14121	PCa3023	0.16803901872718285
16	PCa3023	PCa14121	0.16803901872718285
16	PCa14121	PCa33173	0.15000500578339507
16	PCa33173	PCa14121	0.15000500578339507
16	PCa14121	PCa40507	0.1605894563028626
16	PCa40507	PCa14121	0.1605894563028626
16	PCa14121	PCa51852	0.16191027084534304
16	PCa51852	PCa14121	0.16191027084534304
16	PCa14121	PCa53687	0.17716124762990337
16	PCa53687	PCa14121	0.17716124762990337
16	PCa14121	PCa56413	0.1643532369997805
16	PCa56413	PCa14121	0.1643532369997805
16	PCa14121	PCa57054	0.16102288907436807
16	PCa57054	PCa14121	0.16102288907436807
16	PCa14121	PCa57294	0.15995328939998646
16	PCa57294	PCa14121	0.15995328939998646
16	PCa14121	PCa58215	0.15660408918915447
16	PCa58215	PCa14121	0.15660408918915447
16	PCa19121	PCa3023	0.15895404240800712
16	PCa3023	PCa19121	0.15895404240800712
16	PCa19121	PCa33173	0.156930317623328
16	PCa33173	PCa19121	0.156930317623328
16	PCa19121	PCa40507	0.16818400155082602
16	PCa40507	PCa19121	0.16818400155082602
16	PCa19121	PCa51852	0.15074845586928953
16	PCa51852	PCa19121	0.15074845586928953
16	PCa19121	PCa53687	0.18179128012901916
16	PCa53687	PCa19121	0.18179128012901916
16	PCa19121	PCa56413	0.18298450677216285
16	PCa56413	PCa19121	0.18298450677216285
16	PCa19121	PCa57054	0.15281642137161602
16	PCa57054	PCa19121	0.15281642137161602
16	PCa19121	PCa57294	0.17166884181641304
16	PCa57294	PCa19121	0.17166884181641304
16	PCa19121	PCa58215	0.15917191035382733
16	PCa58215	PCa19121	0.15917191035382733
16	PCa3023	PCa33173	0.144767358380103
16	PCa33173	PCa3023	0.144767358380103
16	PCa3023	PCa40507	0.16001427224766782
16	PCa40507	PCa3023	0.16001427224766782
16	PCa3023	PCa51852	0.16340510831418542
16	PCa51852	PCa3023	0.16340510831418542
16	PCa3023	PCa53687	0.19557202799120502
16	PCa53687	PCa3023	0.19557202799120502
16	PCa3023	PCa56413	0.1511833477795493
16	PCa56413	PCa3023	0.1511833477795493
16	PCa3023	PCa57054	0.14896939342221235
16	PCa57054	PCa3023	0.14896939342221235
16	PCa3023	PCa57294	0.1866864131419368
16	PCa57294	PCa3023	0.1866864131419368
16	PCa3023	PCa58215	0.16077675195357438
16	PCa58215	PCa3023	0.16077675195357438
16	PCa33173	PCa40507	0.14062217364468543
16	PCa40507	PCa33173	0.14062217364468543
16	PCa33173	PCa51852	0.1429063572150241
16	PCa51852	PCa33173	0.1429063572150241
16	PCa33173	PCa53687	0.17387283376010326
16	PCa53687	PCa33173	0.17387283376010326
16	PCa33173	PCa56413	0.15186455650251923
16	PCa56413	PCa33173	0.15186455650251923
16	PCa33173	PCa57054	0.12823646831712757
16	PCa57054	PCa33173	0.12823646831712757
16	PCa33173	PCa57294	0.16667863423454177
16	PCa57294	PCa33173	0.16667863423454177
16	PCa33173	PCa58215	0.13000512819291993
16	PCa58215	PCa33173	0.13000512819291993
