N_Samples	Est_N_Loops	Frac_Saturation	Model
155	16474.2205231356	0.999999998159903	Tumour_Only
156	16474.2205267973	0.999999998382171	Tumour_Only
157	16474.2205300167	0.99999999857759	Tumour_Only
158	16474.2205328472	0.999999998749405	Tumour_Only
159	16474.2205353358	0.999999998900466	Tumour_Only
160	16474.2205375238	0.99999999903328	Tumour_Only
161	16474.2205394475	0.999999999150052	Tumour_Only
162	16474.2205411389	0.999999999252718	Tumour_Only
163	16474.2205426259	0.999999999342983	Tumour_Only
164	16474.2205439334	0.999999999422345	Tumour_Only
165	16474.2205450829	0.999999999492121	Tumour_Only
166	16474.2205460935	0.999999999553468	Tumour_Only
167	16474.2205469821	0.999999999607405	Tumour_Only
168	16474.2205477633	0.999999999654827	Tumour_Only
169	16474.2205484502	0.999999999696521	Tumour_Only
170	16474.2205490541	0.999999999733179	Tumour_Only
171	16474.2205495851	0.999999999765409	Tumour_Only
172	16474.2205500519	0.999999999793745	Tumour_Only
173	16474.2205504623	0.999999999818659	Tumour_Only
174	16474.2205508232	0.999999999840563	Tumour_Only
175	16474.2205511405	0.999999999859822	Tumour_Only
176	16474.2205514194	0.999999999876754	Tumour_Only
177	16474.2205516647	0.999999999891641	Tumour_Only
178	16474.2205518803	0.99999999990473	Tumour_Only
179	16474.2205520699	0.999999999916238	Tumour_Only
180	16474.2205522366	0.999999999926356	Tumour_Only
181	16474.2205523831	0.999999999935251	Tumour_Only
182	16474.2205525119	0.999999999943072	Tumour_Only
183	16474.2205526252	0.999999999949949	Tumour_Only
184	16474.2205527248	0.999999999955994	Tumour_Only
185	16474.2205528124	0.99999999996131	Tumour_Only
186	16474.2205528894	0.999999999965983	Tumour_Only
187	16474.2205529571	0.999999999970092	Tumour_Only
188	16474.2205530166	0.999999999973705	Tumour_Only
189	16474.2205530689	0.999999999976881	Tumour_Only
190	16474.2205531149	0.999999999979674	Tumour_Only
191	16474.2205531554	0.999999999982129	Tumour_Only
192	16474.2205531909	0.999999999984288	Tumour_Only
193	16474.2205532222	0.999999999986185	Tumour_Only
194	16474.2205532497	0.999999999987854	Tumour_Only
195	16474.2205532739	0.999999999989321	Tumour_Only
196	16474.2205532951	0.999999999990611	Tumour_Only
197	16474.2205533138	0.999999999991745	Tumour_Only
198	16474.2205533302	0.999999999992743	Tumour_Only
199	16474.2205533447	0.999999999993619	Tumour_Only
200	16474.2205533574	0.99999999999439	Tumour_Only
1	4617.23633842639	0.384493860433208	Benign_Only
2	6411.46654489163	0.53390585670646	Benign_Only
3	7770.15354603575	0.647048605290209	Benign_Only
4	8799.02395543257	0.732726341190836	Benign_Only
5	9578.13961521365	0.797606101678749	Benign_Only
6	10168.1276309755	0.846736523680693	Benign_Only
7	10614.8980871622	0.883940704891238	Benign_Only
8	10953.2165532814	0.91211369920202	Benign_Only
9	11209.4093765361	0.933447796139769	Benign_Only
10	11403.4122739839	0.949603114496366	Benign_Only
11	11550.3216360027	0.961836784942533	Benign_Only
12	11661.569256181	0.971100774006809	Benign_Only
13	11745.8118995719	0.978115961620427	Benign_Only
14	11809.604931316	0.983428236593206	Benign_Only
15	11857.9124242352	0.987450975105806	Benign_Only
16	11894.4934395647	0.990497207694231	Benign_Only
17	11922.1945393665	0.992803977809594	Benign_Only
18	11943.1712925627	0.994550787421358	Benign_Only
19	11959.0560111406	0.995873565013902	Benign_Only
20	11971.0847689728	0.996875242900005	Benign_Only
21	11980.1935872547	0.997633766927902	Benign_Only
22	11987.0912712591	0.998208161859525	Benign_Only
23	11992.3145662192	0.998643124399062	Benign_Only
24	11996.2699243109	0.998972501279646	Benign_Only
25	11999.2651328436	0.999221923056469	Benign_Only
26	12001.5332648171	0.999410798555695	Benign_Only
27	12003.2508155629	0.999553825177757	Benign_Only
28	12004.5514367785	0.999662132579735	Benign_Only
29	12005.5363366719	0.999744148732771	Benign_Only
30	12006.282155507	0.999806255747029	Benign_Only
31	12006.8469293876	0.999853286497402	Benign_Only
32	12007.2746063532	0.999888900695042	Benign_Only
33	12007.5984662078	0.99991586966882	Benign_Only
34	12007.8437101977	0.999936292017065	Benign_Only
35	12008.0294220534	0.999951756910584	Benign_Only
36	12008.1700529955	0.999963467754445	Benign_Only
37	12008.2765462606	0.999972335831278	Benign_Only
38	12008.3571886523	0.999979051212991	Benign_Only
39	12008.418255381	0.999984136458914	Benign_Only
40	12008.4644983715	0.999987987278896	Benign_Only
41	12008.4995160353	0.999990903325586	Benign_Only
42	12008.5260332818	0.999993111511981	Benign_Only
43	12008.546113558	0.999994783668732	Benign_Only
44	12008.5613194163	0.999996049915188	Benign_Only
45	12008.5728341048	0.999997008784676	Benign_Only
46	12008.5815536423	0.999997734891898	Benign_Only
47	12008.5881565422	0.999998284739091	Benign_Only
48	12008.5931566108	0.999998701112771	Benign_Only
49	12008.59694293	0.999999016413174	Benign_Only
50	12008.5998101332	0.99999925517549	Benign_Only
51	12008.6019813327	0.999999435979075	Benign_Only
52	12008.603625481	0.999999572893213	Benign_Only
53	12008.604870518	0.999999676571915	Benign_Only
54	12008.6058133265	0.999999755082969	Benign_Only
55	12008.6065272715	0.999999814535735	Benign_Only
56	12008.6070679088	0.999999859556547	Benign_Only
57	12008.6074773083	0.999999893648712	Benign_Only
58	12008.6077873275	0.999999919465121	Benign_Only
59	12008.6080220905	0.999999939014685	Benign_Only
60	12008.6081998657	0.999999953818661	Benign_Only
61	12008.6083344865	0.999999965029022	Benign_Only
62	12008.6084364286	0.999999973518106	Benign_Only
63	12008.6085136246	0.999999979946495	Benign_Only
64	12008.6085720816	0.999999984814414	Benign_Only
65	12008.6086163483	0.999999988500663	Benign_Only
66	12008.6086498694	0.999999991292087	Benign_Only
67	12008.6086752534	0.999999993405903	Benign_Only
68	12008.6086944755	0.999999995006598	Benign_Only
69	12008.6087090315	0.999999996218729	Benign_Only
70	12008.6087200541	0.999999997136619	Benign_Only
71	12008.608728401	0.999999997831695	Benign_Only
72	12008.6087347217	0.999999998358044	Benign_Only
73	12008.6087395081	0.999999998756623	Benign_Only
74	12008.6087431326	0.999999999058448	Benign_Only
75	12008.6087458773	0.999999999287007	Benign_Only
76	12008.6087479557	0.999999999460084	Benign_Only
77	12008.6087495296	0.999999999591146	Benign_Only
78	12008.6087507214	0.999999999690394	Benign_Only
79	12008.6087516239	0.99999999976555	Benign_Only
80	12008.6087523073	0.999999999822462	Benign_Only
81	12008.6087528249	0.999999999865559	Benign_Only
82	12008.6087532168	0.999999999898194	Benign_Only
83	12008.6087535135	0.999999999922907	Benign_Only
84	12008.6087537383	0.999999999941621	Benign_Only
85	12008.6087539085	0.999999999955792	Benign_Only
86	12008.6087540373	0.999999999966523	Benign_Only
87	12008.6087541349	0.99999999997465	Benign_Only
88	12008.6087542088	0.999999999980804	Benign_Only
89	12008.6087542648	0.999999999985463	Benign_Only
90	12008.6087543071	0.999999999988992	Benign_Only
91	12008.6087543392	0.999999999991664	Benign_Only
92	12008.6087543635	0.999999999993688	Benign_Only
93	12008.6087543819	0.99999999999522	Benign_Only
94	12008.6087543959	0.99999999999638	Benign_Only
95	12008.6087544064	0.999999999997259	Benign_Only
96	12008.6087544144	0.999999999997924	Benign_Only
97	12008.6087544205	0.999999999998428	Benign_Only
98	12008.608754425	0.99999999999881	Benign_Only
99	12008.6087544285	0.999999999999099	Benign_Only
100	12008.6087544311	0.999999999999318	Benign_Only
101	12008.6087544331	0.999999999999483	Benign_Only
102	12008.6087544346	0.999999999999609	Benign_Only
103	12008.6087544358	0.999999999999704	Benign_Only
104	12008.6087544366	0.999999999999775	Benign_Only
105	12008.6087544373	0.99999999999983	Benign_Only
106	12008.6087544378	0.999999999999871	Benign_Only
107	12008.6087544382	0.999999999999903	Benign_Only
108	12008.6087544384	0.999999999999926	Benign_Only
109	12008.6087544387	0.999999999999944	Benign_Only
110	12008.6087544388	0.999999999999958	Benign_Only
111	12008.6087544389	0.999999999999968	Benign_Only
112	12008.608754439	0.999999999999976	Benign_Only
113	12008.6087544391	0.999999999999982	Benign_Only
114	12008.6087544392	0.999999999999986	Benign_Only
115	12008.6087544392	0.999999999999989	Benign_Only
116	12008.6087544392	0.999999999999992	Benign_Only
117	12008.6087544393	0.999999999999994	Benign_Only
118	12008.6087544393	0.999999999999995	Benign_Only
119	12008.6087544393	0.999999999999997	Benign_Only
120	12008.6087544393	0.999999999999998	Benign_Only
121	12008.6087544393	0.999999999999998	Benign_Only
122	12008.6087544393	0.999999999999998	Benign_Only
123	12008.6087544393	0.999999999999999	Benign_Only
124	12008.6087544393	1	Benign_Only
125	12008.6087544393	1	Benign_Only
126	12008.6087544393	1	Benign_Only
127	12008.6087544393	1	Benign_Only
128	12008.6087544393	1	Benign_Only
129	12008.6087544393	1	Benign_Only
130	12008.6087544393	1	Benign_Only
131	12008.6087544393	1	Benign_Only
132	12008.6087544393	1	Benign_Only
133	12008.6087544393	1	Benign_Only
134	12008.6087544393	1	Benign_Only
135	12008.6087544393	1	Benign_Only
136	12008.6087544393	1	Benign_Only
137	12008.6087544393	1	Benign_Only
138	12008.6087544393	1	Benign_Only
139	12008.6087544393	1	Benign_Only
140	12008.6087544393	1	Benign_Only
141	12008.6087544393	1	Benign_Only
142	12008.6087544393	1	Benign_Only
143	12008.6087544393	1	Benign_Only
144	12008.6087544393	1	Benign_Only
145	12008.6087544393	1	Benign_Only
146	12008.6087544393	1	Benign_Only
147	12008.6087544393	1	Benign_Only
148	12008.6087544393	1	Benign_Only
149	12008.6087544393	1	Benign_Only
150	12008.6087544393	1	Benign_Only
151	12008.6087544393	1	Benign_Only
152	12008.6087544393	1	Benign_Only
153	12008.6087544393	1	Benign_Only
154	12008.6087544393	1	Benign_Only
155	12008.6087544393	1	Benign_Only
156	12008.6087544393	1	Benign_Only
157	12008.6087544393	1	Benign_Only
158	12008.6087544393	1	Benign_Only
159	12008.6087544393	1	Benign_Only
160	12008.6087544393	1	Benign_Only
161	12008.6087544393	1	Benign_Only
162	12008.6087544393	1	Benign_Only
163	12008.6087544393	1	Benign_Only
164	12008.6087544393	1	Benign_Only
165	12008.6087544393	1	Benign_Only
166	12008.6087544393	1	Benign_Only
167	12008.6087544393	1	Benign_Only
168	12008.6087544393	1	Benign_Only
169	12008.6087544393	1	Benign_Only
170	12008.6087544393	1	Benign_Only
171	12008.6087544393	1	Benign_Only
172	12008.6087544393	1	Benign_Only
173	12008.6087544393	1	Benign_Only
174	12008.6087544393	1	Benign_Only
175	12008.6087544393	1	Benign_Only
176	12008.6087544393	1	Benign_Only
177	12008.6087544393	1	Benign_Only
178	12008.6087544393	1	Benign_Only
179	12008.6087544393	1	Benign_Only
180	12008.6087544393	1	Benign_Only
181	12008.6087544393	1	Benign_Only
182	12008.6087544393	1	Benign_Only
183	12008.6087544393	1	Benign_Only
184	12008.6087544393	1	Benign_Only
185	12008.6087544393	1	Benign_Only
186	12008.6087544393	1	Benign_Only
187	12008.6087544393	1	Benign_Only
188	12008.6087544393	1	Benign_Only
189	12008.6087544393	1	Benign_Only
190	12008.6087544393	1	Benign_Only
191	12008.6087544393	1	Benign_Only
192	12008.6087544393	1	Benign_Only
193	12008.6087544393	1	Benign_Only
194	12008.6087544393	1	Benign_Only
195	12008.6087544393	1	Benign_Only
196	12008.6087544393	1	Benign_Only
197	12008.6087544393	1	Benign_Only
198	12008.6087544393	1	Benign_Only
199	12008.6087544393	1	Benign_Only
200	12008.6087544393	1	Benign_Only
1	3875.67482351805	0.265364009537801	T2E_Tumour_Only
2	5738.29755988944	0.392896132351737	T2E_Tumour_Only
3	7277.57072633098	0.498288797583155	T2E_Tumour_Only
4	8549.62750662281	0.585385394420857	T2E_Tumour_Only
5	9600.85641619133	0.657362103274862	T2E_Tumour_Only
6	10469.5929674474	0.71684372259815	T2E_Tumour_Only
7	11187.5176635995	0.765999388280183	T2E_Tumour_Only
