event_ID	gene_id_1	gene_name_1	gene_id_2	gene_name_2	both_DGE	N_shared_enhancers
PCa19121_7	ENSG00000102858.13	MGRN1	ENSG00000168096.15	ANKS3	False	9
PCa19121_7	ENSG00000102858.13	MGRN1	ENSG00000168101.14	NUDT16L1	False	9
PCa19121_7	ENSG00000102858.13	MGRN1	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000103199.14	ZNF500	False	6
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000118898.16	PPL	False	15
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000118900.15	UBN1	False	4
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000140632.17	GLYR1	False	6
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000153443.13	UBALD1	False	12
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000166246.14	C16orf71	False	6
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000168096.15	ANKS3	False	9
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000168101.14	NUDT16L1	False	9
PCa19121_7	ENSG00000103184.12	SEC14L5	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000118898.16	PPL	False	6
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000118900.15	UBN1	False	4
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000140632.17	GLYR1	False	6
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000153443.13	UBALD1	False	6
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000166246.14	C16orf71	False	6
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000168096.15	ANKS3	False	6
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000168101.14	NUDT16L1	False	6
PCa19121_7	ENSG00000103199.14	ZNF500	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000118898.16	PPL	ENSG00000118900.15	UBN1	False	4
PCa19121_7	ENSG00000118898.16	PPL	ENSG00000140632.17	GLYR1	False	6
PCa19121_7	ENSG00000118898.16	PPL	ENSG00000153443.13	UBALD1	False	12
PCa19121_7	ENSG00000118898.16	PPL	ENSG00000166246.14	C16orf71	False	6
PCa19121_7	ENSG00000118898.16	PPL	ENSG00000168096.15	ANKS3	False	9
PCa19121_7	ENSG00000118898.16	PPL	ENSG00000168101.14	NUDT16L1	False	9
PCa19121_7	ENSG00000118898.16	PPL	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000118900.15	UBN1	ENSG00000140632.17	GLYR1	False	4
PCa19121_7	ENSG00000118900.15	UBN1	ENSG00000153443.13	UBALD1	False	4
PCa19121_7	ENSG00000118900.15	UBN1	ENSG00000166246.14	C16orf71	False	4
PCa19121_7	ENSG00000118900.15	UBN1	ENSG00000168096.15	ANKS3	False	4
PCa19121_7	ENSG00000118900.15	UBN1	ENSG00000168101.14	NUDT16L1	False	4
PCa19121_7	ENSG00000118900.15	UBN1	ENSG00000267795.6	SMIM22	False	4
PCa19121_7	ENSG00000140632.17	GLYR1	ENSG00000153443.13	UBALD1	False	6
PCa19121_7	ENSG00000140632.17	GLYR1	ENSG00000166246.14	C16orf71	False	6
PCa19121_7	ENSG00000140632.17	GLYR1	ENSG00000168096.15	ANKS3	False	6
PCa19121_7	ENSG00000140632.17	GLYR1	ENSG00000168101.14	NUDT16L1	False	6
PCa19121_7	ENSG00000140632.17	GLYR1	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000153443.13	UBALD1	ENSG00000166246.14	C16orf71	False	6
PCa19121_7	ENSG00000153443.13	UBALD1	ENSG00000168096.15	ANKS3	False	9
PCa19121_7	ENSG00000153443.13	UBALD1	ENSG00000168101.14	NUDT16L1	False	9
PCa19121_7	ENSG00000153443.13	UBALD1	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000166246.14	C16orf71	ENSG00000168096.15	ANKS3	False	6
PCa19121_7	ENSG00000166246.14	C16orf71	ENSG00000168101.14	NUDT16L1	False	6
PCa19121_7	ENSG00000166246.14	C16orf71	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000168096.15	ANKS3	ENSG00000168101.14	NUDT16L1	False	9
PCa19121_7	ENSG00000168096.15	ANKS3	ENSG00000267795.6	SMIM22	False	6
PCa19121_7	ENSG00000168101.14	NUDT16L1	ENSG00000267795.6	SMIM22	False	6
PCa19121_8	ENSG00000157601.14	MX1	ENSG00000184012.12	TMPRSS2	False	13
PCa19121_8	ENSG00000157551.19	KCNJ15	ENSG00000157554.19	ERG	False	59
PCa3023_10	ENSG00000119950.21	MXI1	ENSG00000119953.13	SMNDC1	False	13
PCa3023_10	ENSG00000119950.21	MXI1	ENSG00000148700.15	ADD3	False	13
PCa3023_10	ENSG00000119953.13	SMNDC1	ENSG00000148700.15	ADD3	False	15
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000050438.17	SLC4A8	False	0
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000110911.16	SLC11A2	False	9
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000110925.7	CSRNP2	False	9
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000123268.9	ATF1	False	9
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000139629.16	GALNT6	False	9
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000170545.17	SMAGP	False	5
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000183283.16	DAZAP2	False	5
PCa3023_12	ENSG00000050426.16	LETMD1	ENSG00000186452.11	TMPRSS12	False	9
PCa3023_12	ENSG00000050438.17	SLC4A8	ENSG00000110911.16	SLC11A2	False	0
PCa3023_12	ENSG00000050438.17	SLC4A8	ENSG00000110925.7	CSRNP2	False	0
PCa3023_12	ENSG00000050438.17	SLC4A8	ENSG00000123268.9	ATF1	False	0
PCa3023_12	ENSG00000050438.17	SLC4A8	ENSG00000139629.16	GALNT6	False	1
PCa3023_12	ENSG00000050438.17	SLC4A8	ENSG00000170545.17	SMAGP	False	0
PCa3023_12	ENSG00000050438.17	SLC4A8	ENSG00000183283.16	DAZAP2	False	0
PCa3023_12	ENSG00000050438.17	SLC4A8	ENSG00000186452.11	TMPRSS12	False	0
PCa3023_12	ENSG00000110911.16	SLC11A2	ENSG00000110925.7	CSRNP2	False	9
PCa3023_12	ENSG00000110911.16	SLC11A2	ENSG00000123268.9	ATF1	False	9
PCa3023_12	ENSG00000110911.16	SLC11A2	ENSG00000139629.16	GALNT6	False	9
PCa3023_12	ENSG00000110911.16	SLC11A2	ENSG00000170545.17	SMAGP	False	5
PCa3023_12	ENSG00000110911.16	SLC11A2	ENSG00000183283.16	DAZAP2	False	5
PCa3023_12	ENSG00000110911.16	SLC11A2	ENSG00000186452.11	TMPRSS12	False	9
PCa3023_12	ENSG00000110925.7	CSRNP2	ENSG00000123268.9	ATF1	False	9
PCa3023_12	ENSG00000110925.7	CSRNP2	ENSG00000139629.16	GALNT6	False	9
PCa3023_12	ENSG00000110925.7	CSRNP2	ENSG00000170545.17	SMAGP	False	5
PCa3023_12	ENSG00000110925.7	CSRNP2	ENSG00000183283.16	DAZAP2	False	5
PCa3023_12	ENSG00000110925.7	CSRNP2	ENSG00000186452.11	TMPRSS12	False	9
PCa3023_12	ENSG00000123268.9	ATF1	ENSG00000139629.16	GALNT6	False	9
PCa3023_12	ENSG00000123268.9	ATF1	ENSG00000170545.17	SMAGP	False	5
PCa3023_12	ENSG00000123268.9	ATF1	ENSG00000183283.16	DAZAP2	False	5
PCa3023_12	ENSG00000123268.9	ATF1	ENSG00000186452.11	TMPRSS12	False	9
PCa3023_12	ENSG00000139629.16	GALNT6	ENSG00000170545.17	SMAGP	False	5
PCa3023_12	ENSG00000139629.16	GALNT6	ENSG00000183283.16	DAZAP2	False	5
PCa3023_12	ENSG00000139629.16	GALNT6	ENSG00000186452.11	TMPRSS12	False	9
PCa3023_12	ENSG00000170545.17	SMAGP	ENSG00000183283.16	DAZAP2	False	5
PCa3023_12	ENSG00000170545.17	SMAGP	ENSG00000186452.11	TMPRSS12	False	5
PCa3023_12	ENSG00000183283.16	DAZAP2	ENSG00000186452.11	TMPRSS12	False	5
PCa3023_12	ENSG00000111249.14	CUX2	ENSG00000122986.13	HVCN1	False	4
PCa3023_13	ENSG00000111249.14	CUX2	ENSG00000122986.13	HVCN1	False	4
PCa3023_13	ENSG00000011295.16	TTC19	ENSG00000108474.17	PIGL	False	3
PCa3023_13	ENSG00000011295.16	TTC19	ENSG00000141027.21	NCOR1	False	3
PCa3023_13	ENSG00000108474.17	PIGL	ENSG00000141027.21	NCOR1	False	3
PCa3023_14	ENSG00000157601.14	MX1	ENSG00000184012.12	TMPRSS2	False	13
PCa3023_14	ENSG00000157551.19	KCNJ15	ENSG00000157554.19	ERG	False	59
PCa3023_2	ENSG00000163634.12	THOC7	ENSG00000163635.18	ATXN7	False	3
PCa3023_2	ENSG00000163634.12	THOC7	ENSG00000163636.10	PSMD6	False	1
PCa3023_2	ENSG00000163634.12	THOC7	ENSG00000163637.13	PRICKLE2	False	0
PCa3023_2	ENSG00000163634.12	THOC7	ENSG00000224479.6	AC104162.1	False	2
PCa3023_2	ENSG00000163634.12	THOC7	ENSG00000285258.1	ATXN7	False	3
PCa3023_2	ENSG00000163635.18	ATXN7	ENSG00000163636.10	PSMD6	False	4
PCa3023_2	ENSG00000163635.18	ATXN7	ENSG00000163637.13	PRICKLE2	False	3
PCa3023_2	ENSG00000163635.18	ATXN7	ENSG00000224479.6	AC104162.1	False	2
PCa3023_2	ENSG00000163635.18	ATXN7	ENSG00000285258.1	ATXN7	False	6
PCa3023_2	ENSG00000163636.10	PSMD6	ENSG00000163637.13	PRICKLE2	False	22
PCa3023_2	ENSG00000163636.10	PSMD6	ENSG00000224479.6	AC104162.1	False	0
PCa3023_2	ENSG00000163636.10	PSMD6	ENSG00000285258.1	ATXN7	False	4
PCa3023_2	ENSG00000163637.13	PRICKLE2	ENSG00000224479.6	AC104162.1	False	0
PCa3023_2	ENSG00000163637.13	PRICKLE2	ENSG00000285258.1	ATXN7	False	3
PCa3023_2	ENSG00000224479.6	AC104162.1	ENSG00000285258.1	ATXN7	False	2
PCa3023_3	ENSG00000002549.12	LAP3	ENSG00000151552.12	QDPR	False	4
PCa3023_3	ENSG00000002549.12	LAP3	ENSG00000169744.13	LDB2	False	0
PCa3023_3	ENSG00000002549.12	LAP3	ENSG00000248851.1	AC006427.1	False	0
PCa3023_3	ENSG00000151552.12	QDPR	ENSG00000169744.13	LDB2	False	0
PCa3023_3	ENSG00000151552.12	QDPR	ENSG00000169762.17	TAPT1	False	0
PCa3023_3	ENSG00000151552.12	QDPR	ENSG00000248851.1	AC006427.1	False	0
PCa3023_3	ENSG00000169744.13	LDB2	ENSG00000169762.17	TAPT1	False	0
PCa3023_3	ENSG00000169744.13	LDB2	ENSG00000248851.1	AC006427.1	False	0
PCa3023_3	ENSG00000169762.17	TAPT1	ENSG00000248851.1	AC006427.1	False	0
PCa3023_4	ENSG00000138735.16	PDE5A	ENSG00000164109.14	MAD2L1	False	1
PCa3023_4	ENSG00000138735.16	PDE5A	ENSG00000245958.6	AC093752.1	False	1
PCa3023_4	ENSG00000145390.11	USP53	ENSG00000150961.15	SEC24D	False	5
PCa3023_4	ENSG00000145390.11	USP53	ENSG00000164096.13	C4orf3	False	21
PCa3023_4	ENSG00000145390.11	USP53	ENSG00000172403.11	SYNPO2	False	20
PCa3023_4	ENSG00000145390.11	USP53	ENSG00000178636.8	AC092656.1	False	5
PCa3023_4	ENSG00000145390.11	USP53	ENSG00000245958.6	AC093752.1	False	0
PCa3023_4	ENSG00000150961.15	SEC24D	ENSG00000164096.13	C4orf3	False	5
PCa3023_4	ENSG00000150961.15	SEC24D	ENSG00000172403.11	SYNPO2	False	30
PCa3023_4	ENSG00000150961.15	SEC24D	ENSG00000178636.8	AC092656.1	False	0
PCa3023_4	ENSG00000150961.15	SEC24D	ENSG00000245958.6	AC093752.1	False	0
PCa3023_4	ENSG00000164096.13	C4orf3	ENSG00000172403.11	SYNPO2	False	20
PCa3023_4	ENSG00000164096.13	C4orf3	ENSG00000178636.8	AC092656.1	False	5
PCa3023_4	ENSG00000164096.13	C4orf3	ENSG00000245958.6	AC093752.1	False	0
PCa3023_4	ENSG00000164109.14	MAD2L1	ENSG00000245958.6	AC093752.1	False	1
PCa3023_4	ENSG00000172403.11	SYNPO2	ENSG00000178636.8	AC092656.1	False	5
PCa3023_4	ENSG00000172403.11	SYNPO2	ENSG00000245958.6	AC093752.1	False	0
PCa3023_4	ENSG00000178636.8	AC092656.1	ENSG00000245958.6	AC093752.1	False	0
PCa3023_5	ENSG00000133302.13	SLF1	ENSG00000175471.19	MCTP1	False	1
PCa3023_5	ENSG00000133302.13	SLF1	ENSG00000185261.14	KIAA0825	False	15
PCa3023_5	ENSG00000175471.19	MCTP1	ENSG00000185261.14	KIAA0825	False	1
PCa3023_7	ENSG00000147485.13	PXDNL	ENSG00000147488.11	ST18	False	0
PCa3023_7	ENSG00000147485.13	PXDNL	ENSG00000168300.14	PCMTD1	False	1
PCa3023_7	ENSG00000147485.13	PXDNL	ENSG00000019549.13	SNAI2	False	0
PCa3023_7	ENSG00000147485.13	PXDNL	ENSG00000034239.11	EFCAB1	False	0
PCa3023_7	ENSG00000147488.11	ST18	ENSG00000168300.14	PCMTD1	False	0
PCa3023_7	ENSG00000066855.16	MTFR1	ENSG00000172817.4	CYP7B1	False	0
PCa3023_7	ENSG00000066855.16	MTFR1	ENSG00000205268.10	PDE7A	False	12
PCa3023_7	ENSG00000172817.4	CYP7B1	ENSG00000205268.10	PDE7A	False	0
PCa3023_7	ENSG00000019549.13	SNAI2	ENSG00000034239.11	EFCAB1	False	33
PCa3023_7	ENSG00000178538.10	CA8	ENSG00000198846.6	TOX	False	0
PCa3023_8	ENSG00000147799.11	ARHGAP39	ENSG00000185000.12	DGAT1	False	0
PCa3023_8	ENSG00000147799.11	ARHGAP39	ENSG00000196150.13	ZNF250	False	0
PCa3023_8	ENSG00000147799.11	ARHGAP39	ENSG00000196922.10	ZNF252P	False	0
PCa3023_8	ENSG00000147799.11	ARHGAP39	ENSG00000198169.9	ZNF251	False	1
PCa3023_8	ENSG00000185000.12	DGAT1	ENSG00000196150.13	ZNF250	False	0
PCa3023_8	ENSG00000185000.12	DGAT1	ENSG00000196922.10	ZNF252P	False	0
PCa3023_8	ENSG00000185000.12	DGAT1	ENSG00000198169.9	ZNF251	False	0
PCa3023_8	ENSG00000196150.13	ZNF250	ENSG00000196922.10	ZNF252P	False	0
PCa3023_8	ENSG00000196150.13	ZNF250	ENSG00000198169.9	ZNF251	False	0
PCa3023_8	ENSG00000196922.10	ZNF252P	ENSG00000198169.9	ZNF251	False	0
PCa3023_8	ENSG00000095794.19	CREM	ENSG00000108094.15	CUL2	False	3
PCa3023_8	ENSG00000095794.19	CREM	ENSG00000108100.18	CCNY	False	3
PCa3023_8	ENSG00000095794.19	CREM	ENSG00000148498.16	PARD3	False	0
PCa3023_8	ENSG00000095794.19	CREM	ENSG00000177283.7	FZD8	False	0
PCa3023_8	ENSG00000095794.19	CREM	ENSG00000215184.2	RPS12P16	False	0
PCa3023_8	ENSG00000095794.19	CREM	ENSG00000229235.1	RPL37P18	False	0
PCa3023_8	ENSG00000108094.15	CUL2	ENSG00000108100.18	CCNY	False	3
PCa3023_8	ENSG00000108094.15	CUL2	ENSG00000148498.16	PARD3	False	0
PCa3023_8	ENSG00000108094.15	CUL2	ENSG00000177283.7	FZD8	False	0
PCa3023_8	ENSG00000108094.15	CUL2	ENSG00000215184.2	RPS12P16	False	0
PCa3023_8	ENSG00000108094.15	CUL2	ENSG00000229235.1	RPL37P18	False	0
PCa3023_8	ENSG00000108100.18	CCNY	ENSG00000148498.16	PARD3	False	0
PCa3023_8	ENSG00000108100.18	CCNY	ENSG00000177283.7	FZD8	False	10
PCa3023_8	ENSG00000108100.18	CCNY	ENSG00000215184.2	RPS12P16	False	0
PCa3023_8	ENSG00000108100.18	CCNY	ENSG00000229235.1	RPL37P18	False	0
PCa3023_8	ENSG00000148498.16	PARD3	ENSG00000177283.7	FZD8	False	0
PCa3023_8	ENSG00000148498.16	PARD3	ENSG00000215184.2	RPS12P16	False	6
PCa3023_8	ENSG00000148498.16	PARD3	ENSG00000229235.1	RPL37P18	False	11
PCa3023_8	ENSG00000177283.7	FZD8	ENSG00000215184.2	RPS12P16	False	0
PCa3023_8	ENSG00000177283.7	FZD8	ENSG00000229235.1	RPL37P18	False	0
PCa3023_8	ENSG00000215184.2	RPS12P16	ENSG00000229235.1	RPL37P18	False	6
PCa3023_8	ENSG00000035862.12	TIMP2	ENSG00000055483.19	AC022966.1	False	7
PCa3023_8	ENSG00000035862.12	TIMP2	ENSG00000108679.13	LGALS3BP	False	7
PCa3023_8	ENSG00000035862.12	TIMP2	ENSG00000167280.16	ENGASE	False	0
PCa3023_8	ENSG00000035862.12	TIMP2	ENSG00000167281.19	RBFOX3	False	0
PCa3023_8	ENSG00000035862.12	TIMP2	ENSG00000173918.15	C1QTNF1	False	0
PCa3023_8	ENSG00000035862.12	TIMP2	ENSG00000178404.10	CEP295NL	False	7
PCa3023_8	ENSG00000055483.19	AC022966.1	ENSG00000108679.13	LGALS3BP	False	7
PCa3023_8	ENSG00000055483.19	AC022966.1	ENSG00000167280.16	ENGASE	False	0
PCa3023_8	ENSG00000055483.19	AC022966.1	ENSG00000167281.19	RBFOX3	False	0
PCa3023_8	ENSG00000055483.19	AC022966.1	ENSG00000173918.15	C1QTNF1	False	0
PCa3023_8	ENSG00000055483.19	AC022966.1	ENSG00000178404.10	CEP295NL	False	7
PCa3023_8	ENSG00000108679.13	LGALS3BP	ENSG00000167280.16	ENGASE	False	0
PCa3023_8	ENSG00000108679.13	LGALS3BP	ENSG00000167281.19	RBFOX3	False	0
PCa3023_8	ENSG00000108679.13	LGALS3BP	ENSG00000173918.15	C1QTNF1	False	0
PCa3023_8	ENSG00000108679.13	LGALS3BP	ENSG00000178404.10	CEP295NL	False	7
PCa3023_8	ENSG00000167280.16	ENGASE	ENSG00000167281.19	RBFOX3	False	9
PCa3023_8	ENSG00000167280.16	ENGASE	ENSG00000173918.15	C1QTNF1	False	9
PCa3023_8	ENSG00000167280.16	ENGASE	ENSG00000178404.10	CEP295NL	False	0
PCa3023_8	ENSG00000167281.19	RBFOX3	ENSG00000173918.15	C1QTNF1	False	13
PCa3023_8	ENSG00000167281.19	RBFOX3	ENSG00000178404.10	CEP295NL	False	0
PCa3023_8	ENSG00000173918.15	C1QTNF1	ENSG00000178404.10	CEP295NL	False	0
PCa33173_0	ENSG00000138696.11	BMPR1B	ENSG00000163110.15	PDLIM5	False	24
PCa33173_0	ENSG00000006468.14	ETV1	ENSG00000006747.15	SCIN	False	0
PCa33173_0	ENSG00000006468.14	ETV1	ENSG00000122644.13	ARL4A	False	0
PCa33173_0	ENSG00000006468.14	ETV1	ENSG00000136267.13	DGKB	False	0
PCa33173_0	ENSG00000006468.14	ETV1	ENSG00000187546.14	AGMO	False	0
PCa33173_0	ENSG00000006468.14	ETV1	ENSG00000226690.8	AC013470.2	False	0
PCa33173_0	ENSG00000006747.15	SCIN	ENSG00000122644.13	ARL4A	False	7
PCa33173_0	ENSG00000006747.15	SCIN	ENSG00000136267.13	DGKB	False	0
PCa33173_0	ENSG00000006747.15	SCIN	ENSG00000146530.14	VWDE	False	0
PCa33173_0	ENSG00000006747.15	SCIN	ENSG00000226690.8	AC013470.2	False	12
PCa33173_0	ENSG00000122644.13	ARL4A	ENSG00000136267.13	DGKB	False	0
PCa33173_0	ENSG00000122644.13	ARL4A	ENSG00000146530.14	VWDE	False	0
PCa33173_0	ENSG00000122644.13	ARL4A	ENSG00000226690.8	AC013470.2	False	7
PCa33173_0	ENSG00000136267.13	DGKB	ENSG00000187546.14	AGMO	False	0
PCa33173_0	ENSG00000136267.13	DGKB	ENSG00000226690.8	AC013470.2	False	0
PCa33173_0	ENSG00000146530.14	VWDE	ENSG00000226690.8	AC013470.2	False	1
PCa40507_0	ENSG00000085491.17	SLC25A24	ENSG00000116266.11	STXBP3	False	0
PCa40507_0	ENSG00000085491.17	SLC25A24	ENSG00000121957.14	GPSM2	False	0
PCa40507_0	ENSG00000085491.17	SLC25A24	ENSG00000134215.16	VAV3	False	9
PCa40507_0	ENSG00000085491.17	SLC25A24	ENSG00000162631.18	NTNG1	False	0
PCa40507_0	ENSG00000085491.17	SLC25A24	ENSG00000162636.16	FAM102B	False	0
PCa40507_0	ENSG00000085491.17	SLC25A24	ENSG00000162639.16	HENMT1	False	0
PCa40507_0	ENSG00000085491.17	SLC25A24	ENSG00000162641.20	AKNAD1	False	0
PCa40507_0	ENSG00000116266.11	STXBP3	ENSG00000121957.14	GPSM2	False	1
PCa40507_0	ENSG00000116266.11	STXBP3	ENSG00000162636.16	FAM102B	False	0
PCa40507_0	ENSG00000116266.11	STXBP3	ENSG00000162639.16	HENMT1	False	0
PCa40507_0	ENSG00000116266.11	STXBP3	ENSG00000162641.20	AKNAD1	False	1
PCa40507_0	ENSG00000121957.14	GPSM2	ENSG00000162636.16	FAM102B	False	0
PCa40507_0	ENSG00000121957.14	GPSM2	ENSG00000162639.16	HENMT1	False	0
PCa40507_0	ENSG00000121957.14	GPSM2	ENSG00000162641.20	AKNAD1	False	1
PCa40507_0	ENSG00000134215.16	VAV3	ENSG00000162631.18	NTNG1	False	7
PCa40507_0	ENSG00000162636.16	FAM102B	ENSG00000162639.16	HENMT1	False	2
PCa40507_0	ENSG00000162636.16	FAM102B	ENSG00000162641.20	AKNAD1	False	0
PCa40507_0	ENSG00000162639.16	HENMT1	ENSG00000162641.20	AKNAD1	False	0
PCa40507_0	ENSG00000133315.11	MACROD1	ENSG00000168071.22	CCDC88B	False	0
PCa40507_1	ENSG00000133315.11	MACROD1	ENSG00000168071.22	CCDC88B	False	0
PCa40507_1	ENSG00000135773.13	CAPN9	ENSG00000135775.14	COG2	False	5
PCa40507_1	ENSG00000135773.13	CAPN9	ENSG00000143643.13	TTC13	False	7
PCa40507_1	ENSG00000135773.13	CAPN9	ENSG00000177614.11	PGBD5	False	0
PCa40507_1	ENSG00000135775.14	COG2	ENSG00000143643.13	TTC13	False	4
PCa40507_1	ENSG00000135775.14	COG2	ENSG00000177614.11	PGBD5	False	0
PCa40507_1	ENSG00000143643.13	TTC13	ENSG00000177614.11	PGBD5	False	0
PCa40507_10	ENSG00000140694.17	PARN	ENSG00000186260.16	MRTFB	False	40
PCa40507_10	ENSG00000140694.17	PARN	ENSG00000262470.2	TVP23CP2	False	24
PCa40507_10	ENSG00000186260.16	MRTFB	ENSG00000262470.2	TVP23CP2	False	24
PCa40507_10	ENSG00000102910.14	LONP2	ENSG00000121270.15	ABCC11	False	29
PCa40507_10	ENSG00000102910.14	LONP2	ENSG00000196470.12	SIAH1	False	29
PCa40507_10	ENSG00000121270.15	ABCC11	ENSG00000196470.12	SIAH1	False	29
PCa40507_11	ENSG00000140694.17	PARN	ENSG00000186260.16	MRTFB	False	40
PCa40507_11	ENSG00000140694.17	PARN	ENSG00000262470.2	TVP23CP2	False	24
PCa40507_11	ENSG00000186260.16	MRTFB	ENSG00000262470.2	TVP23CP2	False	24
PCa40507_12	ENSG00000102910.14	LONP2	ENSG00000121270.15	ABCC11	False	29
PCa40507_12	ENSG00000102910.14	LONP2	ENSG00000196470.12	SIAH1	False	29
PCa40507_12	ENSG00000121270.15	ABCC11	ENSG00000196470.12	SIAH1	False	29
PCa40507_12	ENSG00000135697.10	BCO1	ENSG00000153815.16	CMIP	False	27
PCa40507_12	ENSG00000135697.10	BCO1	ENSG00000166473.17	PKD1L2	False	27
PCa40507_12	ENSG00000135697.10	BCO1	ENSG00000197943.10	PLCG2	False	27
PCa40507_12	ENSG00000135697.10	BCO1	ENSG00000261609.7	GAN	False	24
PCa40507_12	ENSG00000153815.16	CMIP	ENSG00000166473.17	PKD1L2	False	28
PCa40507_12	ENSG00000153815.16	CMIP	ENSG00000197943.10	PLCG2	False	38
PCa40507_12	ENSG00000153815.16	CMIP	ENSG00000261609.7	GAN	False	24
PCa40507_12	ENSG00000166473.17	PKD1L2	ENSG00000197943.10	PLCG2	False	28
PCa40507_12	ENSG00000166473.17	PKD1L2	ENSG00000261609.7	GAN	False	24
PCa40507_12	ENSG00000197943.10	PLCG2	ENSG00000261609.7	GAN	False	24
PCa40507_13	ENSG00000102910.14	LONP2	ENSG00000121270.15	ABCC11	False	29
PCa40507_13	ENSG00000102910.14	LONP2	ENSG00000196470.12	SIAH1	False	29
PCa40507_13	ENSG00000121270.15	ABCC11	ENSG00000196470.12	SIAH1	False	29
PCa40507_13	ENSG00000171724.3	VAT1L	ENSG00000186153.17	WWOX	False	2
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000091592.16	NLRP1	False	5
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000091622.16	PITPNM3	False	0
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000108590.11	MED31	False	2
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000129195.16	PIMREG	False	5
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000129221.16	AIPL1	False	5
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000129235.11	TXNDC17	False	2
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000141485.17	SLC13A5	False	0
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000167842.16	MIS12	False	5
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000179314.14	WSCD1	False	2
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000198920.11	KIAA0753	False	2
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000274114.2	ALOX15P1	False	0
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000282980.1	AC055839.1	False	5
PCa40507_14	ENSG00000072849.11	DERL2	ENSG00000286190.1	AC055839.2	False	5
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000091622.16	PITPNM3	False	5
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000108590.11	MED31	False	7
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000129195.16	PIMREG	False	8
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000129221.16	AIPL1	False	8
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000129235.11	TXNDC17	False	7
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000141485.17	SLC13A5	False	0
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000167842.16	MIS12	False	5
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000179314.14	WSCD1	False	2
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000198920.11	KIAA0753	False	7
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000274114.2	ALOX15P1	False	0
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000282980.1	AC055839.1	False	5
PCa40507_14	ENSG00000091592.16	NLRP1	ENSG00000286190.1	AC055839.2	False	5
PCa40507_14	ENSG00000091622.16	PITPNM3	ENSG00000108590.11	MED31	False	5
PCa40507_14	ENSG00000091622.16	PITPNM3	ENSG00000129195.16	PIMREG	False	3
PCa40507_14	ENSG00000091622.16	PITPNM3	ENSG00000129221.16	AIPL1	False	3
PCa40507_14	ENSG00000091622.16	PITPNM3	ENSG00000129235.11	TXNDC17	False	5
PCa40507_14	ENSG00000091622.16	PITPNM3	ENSG00000141485.17	SLC13A5	False	0
PCa40507_14	ENSG00000091622.16	PITPNM3	ENSG00000167842.16	MIS12	False	0
