SampleID	Distance_Bin	N_Bin	N_Total	Freq	Bin_Lower	Bin_Mid	Bin_Upper
4DNFI6HDY7WZ	(3.25e+04,3.75e+04]	2973	196491	0.0151304639907171	32500	35000	37500
4DNFI6HDY7WZ	(3.75e+04,4.25e+04]	2644	196491	0.0134560870472439	37500	40000	42500
4DNFI6HDY7WZ	(4.25e+04,4.75e+04]	2487	196491	0.0126570682626685	42500	45000	47500
4DNFI6HDY7WZ	(4.75e+04,5.25e+04]	2390	196491	0.0121634069753831	47500	50000	52500
4DNFI6HDY7WZ	(5.25e+04,5.75e+04]	2299	196491	0.0117002814378267	52500	55000	57500
4DNFI6HDY7WZ	(5.75e+04,6.25e+04]	2222	196491	0.0113084059829712	57500	60000	62500
4DNFI6HDY7WZ	(6.25e+04,6.75e+04]	2177	196491	0.0110793878600038	62500	65000	67500
4DNFI6HDY7WZ	(6.75e+04,7.25e+04]	2147	196491	0.0109267091113588	67500	70000	72500
4DNFI6HDY7WZ	(7.25e+04,7.75e+04]	2184	196491	0.0111150129013543	72500	75000	77500
4DNFI6HDY7WZ	(7.75e+04,8.25e+04]	2056	196491	0.0104635835738024	77500	80000	82500
4DNFI6HDY7WZ	(8.25e+04,8.75e+04]	2026	196491	0.0103109048251574	82500	85000	87500
4DNFI6HDY7WZ	(8.75e+04,9.25e+04]	2027	196491	0.0103159941167789	87500	90000	92500
4DNFI6HDY7WZ	(9.25e+04,9.75e+04]	2064	196491	0.0105042979067744	92500	95000	97500
4DNFI6HDY7WZ	(9.75e+04,1.02e+05]	2100	196491	0.0106875124051483	97500	99750	102000
4DNFI6HDY7WZ	(1.02e+05,1.08e+05]	2037	196491	0.0103668870329939	102000	105000	108000
4DNFI6HDY7WZ	(1.08e+05,1.12e+05]	1995	196491	0.0101531367848909	108000	110000	112000
4DNFI6HDY7WZ	(1.12e+05,1.18e+05]	2034	196491	0.0103516191581294	112000	115000	118000
4DNFI6HDY7WZ	(1.18e+05,1.22e+05]	2159	196491	0.0109877806108168	118000	120000	122000
4DNFI6HDY7WZ	(1.22e+05,1.28e+05]	2077	196491	0.0105704586978538	122000	125000	128000
4DNFI6HDY7WZ	(1.28e+05,1.32e+05]	2114	196491	0.0107587624878493	128000	130000	132000
4DNFI6HDY7WZ	(1.32e+05,1.38e+05]	2123	196491	0.0108045661124428	132000	135000	138000
4DNFI6HDY7WZ	(1.38e+05,1.42e+05]	2102	196491	0.0106976909883913	138000	140000	142000
4DNFI6HDY7WZ	(1.42e+05,1.48e+05]	2132	196491	0.0108503697370363	142000	145000	148000
4DNFI6HDY7WZ	(1.48e+05,1.52e+05]	2183	196491	0.0111099236097328	148000	150000	152000
4DNFI6HDY7WZ	(1.52e+05,1.58e+05]	2126	196491	0.0108198339873073	152000	155000	158000
4DNFI6HDY7WZ	(1.58e+05,1.62e+05]	2157	196491	0.0109776020275738	158000	160000	162000
4DNFI6HDY7WZ	(1.62e+05,1.68e+05]	2240	196491	0.0114000132321582	162000	165000	168000
4DNFI6HDY7WZ	(1.68e+05,1.72e+05]	2230	196491	0.0113491203159432	168000	170000	172000
4DNFI6HDY7WZ	(1.72e+05,1.78e+05]	2208	196491	0.0112371559002702	172000	175000	178000
4DNFI6HDY7WZ	(1.78e+05,1.82e+05]	2153	196491	0.0109572448610878	178000	180000	182000
4DNFI6HDY7WZ	(1.82e+05,1.88e+05]	2309	196491	0.0117511743540417	182000	185000	188000
4DNFI6HDY7WZ	(1.88e+05,1.92e+05]	2298	196491	0.0116951921462052	188000	190000	192000
4DNFI6HDY7WZ	(1.92e+05,1.98e+05]	2235	196491	0.0113745667740507	192000	195000	198000
4DNFIIV4M7TF		2452	220517	0.0111193241337403			
4DNFIIV4M7TF	(-1.98e+05,-1.92e+05]	2536	220517	0.0115002471464785	-198000	-195000	-192000
4DNFIIV4M7TF	(-1.92e+05,-1.88e+05]	2471	220517	0.0112054852913834	-192000	-190000	-188000
4DNFIIV4M7TF	(-1.88e+05,-1.82e+05]	2386	220517	0.0108200274808745	-188000	-185000	-182000
4DNFIIV4M7TF	(-1.82e+05,-1.78e+05]	2487	220517	0.0112780420557145	-182000	-180000	-178000
4DNFIIV4M7TF	(-1.78e+05,-1.72e+05]	2464	220517	0.0111737417069886	-178000	-175000	-172000
4DNFIIV4M7TF	(-1.72e+05,-1.68e+05]	2357	220517	0.0106885183455244	-172000	-170000	-168000
4DNFIIV4M7TF	(-1.68e+05,-1.62e+05]	2533	220517	0.0114866427531664	-168000	-165000	-162000
4DNFIIV4M7TF	(-1.62e+05,-1.58e+05]	2397	220517	0.0108699102563521	-162000	-160000	-158000
4DNFIIV4M7TF	(-1.58e+05,-1.52e+05]	2429	220517	0.0110150237850143	-158000	-155000	-152000
4DNFIIV4M7TF	(-1.52e+05,-1.48e+05]	2375	220517	0.0107701447053969	-152000	-150000	-148000
4DNFIIV4M7TF	(-1.48e+05,-1.42e+05]	2412	220517	0.0109379322229125	-148000	-145000	-142000
4DNFIIV4M7TF	(-1.42e+05,-1.38e+05]	2419	220517	0.0109696758073074	-142000	-140000	-138000
4DNFIIV4M7TF	(-1.38e+05,-1.32e+05]	2371	220517	0.0107520055143141	-138000	-135000	-132000
4DNFIIV4M7TF	(-1.32e+05,-1.28e+05]	2323	220517	0.0105343352213208	-132000	-130000	-128000
4DNFIIV4M7TF	(-1.28e+05,-1.22e+05]	2399	220517	0.0108789798518935	-128000	-125000	-122000
4DNFIIV4M7TF	(-1.22e+05,-1.18e+05]	2427	220517	0.0110059541894729	-122000	-120000	-118000
4DNFIIV4M7TF	(-1.18e+05,-1.12e+05]	2428	220517	0.0110104889872436	-118000	-115000	-112000
4DNFIIV4M7TF	(-1.12e+05,-1.08e+05]	2245	220517	0.0101806209952067	-112000	-110000	-108000
4DNFIIV4M7TF	(-1.08e+05,-1.02e+05]	2355	220517	0.010679448749983	-108000	-105000	-102000
4DNFIIV4M7TF	(-1.02e+05,-9.75e+04]	2435	220517	0.0110422325716385	-102000	-99750	-97500
4DNFIIV4M7TF	(-9.75e+04,-9.25e+04]	2295	220517	0.0104073608837414	-97500	-95000	-92500
4DNFIIV4M7TF	(-9.25e+04,-8.75e+04]	2505	220517	0.011359668415587	-92500	-90000	-87500
4DNFIIV4M7TF	(-8.75e+04,-8.25e+04]	2507	220517	0.0113687380111284	-87500	-85000	-82500
4DNFIIV4M7TF	(-8.25e+04,-7.75e+04]	2297	220517	0.0104164304792828	-82500	-80000	-77500
4DNFIIV4M7TF	(-7.75e+04,-7.25e+04]	2522	220517	0.0114367599776888	-77500	-75000	-72500
4DNFIIV4M7TF	(-7.25e+04,-6.75e+04]	2481	220517	0.0112508332690904	-72500	-70000	-67500
4DNFIIV4M7TF	(-6.75e+04,-6.25e+04]	2603	220517	0.011804078597115	-67500	-65000	-62500
4DNFIIV4M7TF	(-6.25e+04,-5.75e+04]	2700	220517	0.0122439539808722	-62500	-60000	-57500
4DNFIIV4M7TF	(-5.75e+04,-5.25e+04]	2700	220517	0.0122439539808722	-57500	-55000	-52500
4DNFIIV4M7TF	(-5.25e+04,-4.75e+04]	2802	220517	0.012706503353483	-52500	-50000	-47500
4DNFIIV4M7TF	(-4.75e+04,-4.25e+04]	2972	220517	0.0134774189745008	-47500	-45000	-42500
4DNFIIV4M7TF	(-4.25e+04,-3.75e+04]	3075	220517	0.0139445031448823	-42500	-40000	-37500
4DNFIIV4M7TF	(-3.75e+04,-3.25e+04]	3182	220517	0.0144297265063465	-37500	-35000	-32500
4DNFIIV4M7TF	(-3.25e+04,-2.75e+04]	3497	220517	0.0158581878041149	-32500	-30000	-27500
4DNFIIV4M7TF	(-2.75e+04,-2.25e+04]	3659	220517	0.0165928250429672	-27500	-25000	-22500
4DNFIIV4M7TF	(-2.25e+04,-1.75e+04]	3824	220517	0.0173410666751316	-22500	-20000	-17500
4DNFIIV4M7TF	(-1.75e+04,-1.25e+04]	3886	220517	0.0176222241369146	-17500	-15000	-12500
4DNFIIV4M7TF	(-1.25e+04,-7.5e+03]	4025	220517	0.018252561027041	-12500	-10000	-7500
4DNFIIV4M7TF	(-7.5e+03,-2.5e+03]	4244	220517	0.0192456817388229	-7500	-5000	-2500
4DNFIIV4M7TF	(-2.5e+03,2.5e+03]	4958	220517	0.022483527347098	-2500	0	2500
4DNFIIV4M7TF	(2.5e+03,7.5e+03]	4100	220517	0.018592670859843	2500	5000	7500
4DNFIIV4M7TF	(7.5e+03,1.25e+04]	4136	220517	0.018755923579588	7500	10000	12500
4DNFIIV4M7TF	(1.25e+04,1.75e+04]	3910	220517	0.0177310592834113	12500	15000	17500
4DNFIIV4M7TF	(1.75e+04,2.25e+04]	3651	220517	0.0165565466608017	17500	20000	22500
4DNFIIV4M7TF	(2.25e+04,2.75e+04]	3711	220517	0.0168286345270433	22500	25000	27500
4DNFIIV4M7TF	(2.75e+04,3.25e+04]	3384	220517	0.0153457556560265	27500	30000	32500
4DNFIIV4M7TF	(3.25e+04,3.75e+04]	3283	220517	0.0148877410811865	32500	35000	37500
4DNFIIV4M7TF	(3.75e+04,4.25e+04]	3031	220517	0.0137449720429717	37500	40000	42500
4DNFIIV4M7TF	(4.25e+04,4.75e+04]	2791	220517	0.0126566205780053	42500	45000	47500
4DNFIIV4M7TF	(4.75e+04,5.25e+04]	2715	220517	0.0123119759474326	47500	50000	52500
4DNFIIV4M7TF	(5.25e+04,5.75e+04]	2766	220517	0.012543250633738	52500	55000	57500
4DNFIIV4M7TF	(5.75e+04,6.25e+04]	2685	220517	0.0121759320143118	57500	60000	62500
4DNFIIV4M7TF	(6.25e+04,6.75e+04]	2627	220517	0.0119129137436116	62500	65000	67500
4DNFIIV4M7TF	(6.75e+04,7.25e+04]	2506	220517	0.0113642032133577	67500	70000	72500
4DNFIIV4M7TF	(7.25e+04,7.75e+04]	2628	220517	0.0119174485413823	72500	75000	77500
4DNFIIV4M7TF	(7.75e+04,8.25e+04]	2477	220517	0.0112326940780076	77500	80000	82500
4DNFIIV4M7TF	(8.25e+04,8.75e+04]	2367	220517	0.0107338663232313	82500	85000	87500
4DNFIIV4M7TF	(8.75e+04,9.25e+04]	2399	220517	0.0108789798518935	87500	90000	92500
4DNFIIV4M7TF	(9.25e+04,9.75e+04]	2489	220517	0.0112871116512559	92500	95000	97500
4DNFIIV4M7TF	(9.75e+04,1.02e+05]	2513	220517	0.0113959467977526	97500	99750	102000
4DNFIIV4M7TF	(1.02e+05,1.08e+05]	2415	220517	0.0109515366162246	102000	105000	108000
4DNFIIV4M7TF	(1.08e+05,1.12e+05]	2466	220517	0.01118281130253	108000	110000	112000
4DNFIIV4M7TF	(1.12e+05,1.18e+05]	2428	220517	0.0110104889872436	112000	115000	118000
4DNFIIV4M7TF	(1.18e+05,1.22e+05]	2452	220517	0.0111193241337403	118000	120000	122000
