SampleID	w	BPscore	window_step_abs_delta
Benign-Prostate-3320942	11	0.09907389233181055	0.007538415199162846
Benign-Prostate-3330581	11	0.0893207232537472	0.0012779065805121476
SRR7702334	11	0.07929448730835163	0.000948293936509581
SRR7702335	11	0.07440739994585373	0.00907814354020045
SRR8446383	11	0.0700892194669753	0.005984216153947383
SRR8446384	11	0.0669583633542755	0.0007984805792795313
SRR8446385	11	0.07005164728727842	0.006975851650684206
SRR8446386	11	0.0705100392364222	0.007489372573698985
SRR8446387	11	0.06931963627707376	0.006403170392795601
4DNFI6HDY7WZ	11	0.08153326973514813	0.014453903984209399
4DNFITH978XV	11	0.0857035804320799	0.000679251772950501
4DNFIT64Q7A3	11	0.08629679613108353	0.00022097233119529325
4DNFINSKEZND	11	0.08120385074118386	0.0033341477092939803
4DNFIIV4M7TF	11	0.1023975081163434	0.010356903426426853
4DNFIXVAKX9Q	11	0.08027100328089201	0.01240762608100486
PCa13266	12	0.09784591562570046	0.013388452516644944
PCa13848	12	0.08869071005489446	0.0037937606315144173
PCa14121	12	0.10672244247937568	0.011329882628242083
PCa19121	12	0.09796271002146631	0.006133044529775922
PCa3023	12	0.09379851431110589	0.004112999206565576
PCa33173	12	0.08513920902541451	0.004159523500628773
PCa40507	12	0.11169865525282671	0.0022639229684031092
PCa51852	12	0.11583920492250502	0.003488120508201936
PCa53687	12	0.09973963666645644	0.005575193314819385
PCa56413	12	0.09222789995004949	0.008754695112868735
PCa57294	12	0.10556937915891722	0.0015952911055118618
PCa58215	12	0.09251134095487032	0.009007940122005509
Benign-Prostate-1595983	12	0.09097297849343403	0.0003154554706549795
Benign-Prostate-1648133	12	0.0917225168436728	0.013476952074586879
Benign-Prostate-1664855	12	0.08456162298273234	0.0036600925409788487
Benign-Prostate-3320942	12	0.0881574959462639	0.010916396385546645
Benign-Prostate-3330581	12	0.08312044256097968	0.0062002806927675125
SRR7702334	12	0.06277018244391658	0.016524304864435055
SRR7702335	12	0.0671158727489968	0.007291527196856926
SRR8446383	12	0.058930281114270754	0.011158938352704546
SRR8446384	12	0.056825966370371316	0.01013239698390419
SRR8446385	12	0.06863407024708337	0.001417577040195045
SRR8446386	12	0.06811563602130447	0.0023944032151177325
SRR8446387	12	0.07071180486334397	0.0013921685862702121
4DNFI6HDY7WZ	12	0.07838960332427905	0.003143666410869078
4DNFITH978XV	12	0.07304701067480233	0.012656569757277567
4DNFIT64Q7A3	12	0.0797649128189284	0.006531883312155123
4DNFINSKEZND	12	0.07453946226580575	0.006664388475378105
4DNFIIV4M7TF	12	0.09336853139653813	0.009028976719805279
4DNFIXVAKX9Q	12	0.08823161019333643	0.00796060691244442
PCa13266	13	0.08990372231724643	0.007942193308454026
PCa13848	13	0.08400172413525192	0.004688985919642535
PCa14121	13	0.09620357374257126	0.010518868736804424
PCa19121	13	0.09258694685630774	0.005375763165158573
PCa3023	13	0.08549045398845805	0.008308060322647845
PCa33173	13	0.08189474854323774	0.0032444604821767753
PCa40507	13	0.10511106022566799	0.006587595027158721
PCa51852	13	0.1116864896539851	0.004152715268519916
PCa53687	13	0.09819399318507105	0.0015456434813853892
PCa56413	13	0.08837035770116522	0.003857542248884266
PCa57294	13	0.09639445205538619	0.00917492710353103
PCa58215	13	0.08354178156766517	0.008969559387205145
Benign-Prostate-1595983	13	0.08315995843859045	0.007813020054843578
Benign-Prostate-1648133	13	0.09057617848583689	0.0011463383578359104
Benign-Prostate-1664855	13	0.07956431866695722	0.004997304315775122
Benign-Prostate-3320942	13	0.07944408425727584	0.008713411688988065
Benign-Prostate-3330581	13	0.07926295676823071	0.0038574857927489714
SRR7702334	13	0.05849898045112928	0.004271201992787299
SRR7702335	13	0.06508765225213627	0.002028220496860536
SRR8446383	13	0.0641726943804105	0.0052424132661397435
SRR8446384	13	0.060544087087666704	0.003718120717295388
SRR8446385	13	0.06017090567470813	0.00846316457237524
SRR8446386	13	0.06405084685893975	0.004064789162364718
SRR8446387	13	0.059032869976792426	0.011678934886551542
4DNFI6HDY7WZ	13	0.07444624208543135	0.003943361238847698
4DNFITH978XV	13	0.06963997711461746	0.0034070335601848745
4DNFIT64Q7A3	13	0.07483923861395894	0.004925674204969463
4DNFINSKEZND	13	0.07070069346385159	0.003838768801954162
4DNFIIV4M7TF	13	0.08718056110451915	0.006187970292018979
4DNFIXVAKX9Q	13	0.07338794379008581	0.014843666403250619
PCa13266	14	0.09008070220146945	0.0001769798842230219
PCa13848	14	0.07680710924484022	0.007194614890411705
PCa14121	14	0.09655518487410841	0.00035161113153715784
PCa19121	14	0.09368364285354444	0.0010966959972367046
PCa3023	14	0.08255991486353176	0.0029305391249262874
PCa33173	14	0.08127651405920167	0.0006182344840360704
PCa40507	14	0.09688647922638682	0.008224580999281167
PCa51852	14	0.11147787912315965	0.000208610530825451
PCa53687	14	0.09449885580382826	0.0036951373812427885
PCa56413	14	0.08622501063606038	0.002145347065104844
PCa57294	14	0.09290760225622921	0.003486849799156977
PCa58215	14	0.08126073518384143	0.0022810463838237455
Benign-Prostate-1595983	14	0.0776493606572703	0.005510597781320153
Benign-Prostate-1648133	14	0.08649389208706605	0.00408228639877084
Benign-Prostate-1664855	14	0.07661352624627042	0.0029507924206867986
Benign-Prostate-3320942	14	0.07885651856186472	0.0005875656954111158
Benign-Prostate-3330581	14	0.08096363261309082	0.0017006758448601111
SRR7702334	14	0.0592493360771463	0.0007503556260170241
SRR7702335	14	0.062191934250515446	0.00289571800162082
SRR8446383	14	0.05405697695953146	0.010115717420879036
SRR8446384	14	0.0521355987502965	0.008408488337370207
SRR8446385	14	0.05758622158379293	0.0025846840909152027
SRR8446386	14	0.061882028211962495	0.0021688186469772525
SRR8446387	14	0.05795796069513047	0.0010749092816619565
4DNFI6HDY7WZ	14	0.06585049269339553	0.00859574939203582
4DNFITH978XV	14	0.06618883763729662	0.0034511394773208415
4DNFIT64Q7A3	14	0.07422405593364896	0.0006151826803099808
4DNFINSKEZND	14	0.06993901271431185	0.0007616807495397365
4DNFIIV4M7TF	14	0.08370254375106041	0.0034780173534587344
4DNFIXVAKX9Q	14	0.07513054086636922	0.0017425970762834087
PCa13266	15	0.08919047178559128	0.000890230415878171
PCa13848	15	0.07247334303137618	0.004333766213464041
PCa14121	15	0.09152956207383667	0.005025622800271745
PCa19121	15	0.093196407343627	0.00048723550991744413
PCa3023	15	0.08014152174221191	0.002418393121319848
PCa33173	15	0.07647510450961098	0.004801409549590685
PCa40507	15	0.09778994954609925	0.0009034703197124266
PCa51852	15	0.1044006829983521	0.007077196124807547
PCa53687	15	0.09298346753920611	0.00151538826462215
PCa56413	15	0.08066560982508586	0.005559400810974516
PCa57294	15	0.09413749565880919	0.001229893402579979
PCa58215	15	0.0758456768999659	0.0054150582838755346
Benign-Prostate-1595983	15	0.07827091433634087	0.0006215536790705745
Benign-Prostate-1648133	15	0.07767114681710673	0.008822745269959326
Benign-Prostate-1664855	15	0.07716458337751748	0.0005510571312470625
Benign-Prostate-3320942	15	0.082739748861062	0.0038832302991972795
Benign-Prostate-3330581	15	0.07082199155847065	0.010141641054620176
SRR7702334	15	0.05600731881717647	0.00324201725996983
SRR7702335	15	0.05482585453778007	0.007366079712735375
SRR8446383	15	0.05390151255591991	0.00015546440361154795
SRR8446384	15	0.04978807001391025	0.002347528736386245
SRR8446385	15	0.05438901863549294	0.0031972029482999903
SRR8446386	15	0.05708863072517599	0.004793397486786505
SRR8446387	15	0.05403569548147399	0.0039222652136564826
4DNFI6HDY7WZ	15	0.06785618364834009	0.0020056909549445584
4DNFITH978XV	15	0.06254373782383237	0.003645099813464253
4DNFIT64Q7A3	15	0.06813609660407234	0.00608795932957662
4DNFINSKEZND	15	0.06207097902135258	0.007868033692959277
4DNFIIV4M7TF	15	0.08193962660386071	0.0017629171471996996
4DNFIXVAKX9Q	15	0.06945249839957243	0.00567804246679679
PCa13266	16	0.08784070969335146	0.0013497620922398174
PCa13848	16	0.0736573213196098	0.0011839782882336197
PCa14121	16	0.09112736679489554	0.00040219527894112816
PCa19121	16	0.08743587701890389	0.005760530324723109
PCa3023	16	0.0771402491254529	0.0030012726167590043
PCa33173	16	0.07009484409065586	0.006380260418955119
PCa40507	16	0.08983384713146658	0.007956102414632668
PCa51852	16	0.09623829007946962	0.008162392918882488
PCa53687	16	0.08700094102420701	0.005982526514999101
PCa56413	16	0.07570914551044132	0.00495646431464454
PCa57294	16	0.08458034260893972	0.009557153049869468
PCa58215	16	0.07250555065981189	0.0033401262401540066
Benign-Prostate-1595983	16	0.0731153061847636	0.005155608151577271
Benign-Prostate-1648133	16	0.07743260032073115	0.0002385464963755718
Benign-Prostate-1664855	16	0.06503252290391139	0.012132060473606099
Benign-Prostate-3320942	16	0.07715068408661607	0.005589064774445929
Benign-Prostate-3330581	16	0.06867737038167607	0.0021446211767945783
SRR7702334	16	0.05795616541033004	0.001948846593153565
SRR7702335	16	0.0564915809337601	0.0016657263959800259
SRR8446383	16	0.05208259583042772	0.001818916725492191
SRR8446384	16	0.04601035295507323	0.0037777170588370185
SRR8446385	16	0.053958491244063704	0.00043052739142923624
SRR8446386	16	0.05544994805789139	0.001638682667284598
SRR8446387	16	0.054329668795933726	0.00029397331445973895
4DNFI6HDY7WZ	16	0.06820885333595007	0.00035266968760998274
4DNFITH978XV	16	0.061780174638415696	0.00076356318541667
4DNFIT64Q7A3	16	0.06510066271438571	0.003035433889686634
4DNFINSKEZND	16	0.06000353413284944	0.0020674448885031407
4DNFIIV4M7TF	16	0.07783747552941354	0.004102151074447169
4DNFIXVAKX9Q	16	0.06661887480668698	0.0028336235928854564
PCa13266	17	0.08690182072730514	0.0009388889660463251
PCa13848	17	0.06941421532189367	0.004243105997716129
PCa14121	17	0.08880357135872737	0.0023237954361681745
PCa19121	17	0.08458860190595997	0.0028472751129439144
PCa3023	17	0.07482198645486934	0.0023182626705835624
PCa33173	17	0.07051880679033291	0.00042396269967705236
PCa40507	17	0.08660410765170926	0.0032297394797573264
PCa51852	17	0.10302210010560596	0.006783810026136344
PCa53687	17	0.08561329060610744	0.001387650418099573
PCa56413	17	0.07320399794950036	0.0025051475609409596
PCa57294	17	0.07903873458187227	0.005541608027067449
PCa58215	17	0.06893470988964245	0.003570840770169434
Benign-Prostate-1595983	17	0.07520517920230346	0.0020898730175398644
Benign-Prostate-1648133	17	0.07315682854576282	0.004275771774968337
Benign-Prostate-1664855	17	0.06076364719287702	0.004268875711034369
Benign-Prostate-3320942	17	0.06895014639752402	0.008200537689092055
Benign-Prostate-3330581	17	0.06529636591260828	0.0033810044690677915
SRR7702334	17	0.04876512950339973	0.009191035906930309
SRR7702335	17	0.05173374033153589	0.004757840602224207
SRR8446383	17	0.048332578715072815	0.0037500171153549075
SRR8446384	17	0.05002622420810849	0.004015871253035257
SRR8446385	17	0.0566126065418658	0.002654115297802094
SRR8446386	17	0.05481144847570513	0.0006384995821862652
SRR8446387	17	0.05151310996221654	0.0028165588337171893
4DNFI6HDY7WZ	17	0.06500174746994741	0.0032071058660026602
4DNFITH978XV	17	0.06091804147477206	0.0008621331636436344
4DNFIT64Q7A3	17	0.06122076156549159	0.0038799011488941174
4DNFINSKEZND	17	0.06133963206186762	0.0013360979290181832
4DNFIIV4M7TF	17	0.08117065554667435	0.003333180017260809
4DNFIXVAKX9Q	17	0.06467967882813015	0.0019391959785568236
PCa13266	18	0.0807731255830472	0.006128695144257942
PCa13848	18	0.06967095664916012	0.0002567413272664548
PCa14121	18	0.08621742943005078	0.00258614192867658
PCa19121	18	0.07785571097926626	0.006732890926693713
PCa3023	18	0.07114265881029166	0.003679327644577679
PCa33173	18	0.06858097743576383	0.0019378293545690845
PCa40507	18	0.08836961320950731	0.0017655055577980583
PCa51852	18	0.09383749697939811	0.00918460312620785
PCa53687	18	0.0832876835815728	0.0023256070245346316
PCa56413	18	0.06845534140824654	0.004748656541253823
PCa57294	18	0.07966704566188473	0.0006283110800124614
PCa58215	18	0.0660686816755589	0.002866028214083549
Benign-Prostate-1595983	18	0.06889095067136208	0.006314228530941379
Benign-Prostate-1648133	18	0.0711431329661255	0.00201369557963732
Benign-Prostate-1664855	18	0.06373781697080895	0.002974169777931933
Benign-Prostate-3320942	18	0.06553841491547877	0.003411731482045252
Benign-Prostate-3330581	18	0.0646255277206205	0.0006708381919877798
SRR7702334	18	0.04946353951937832	0.00069841001597859
SRR7702335	18	0.04751329953318823	0.004220440798347658
SRR8446383	18	0.049401658042174536	0.0010690793271017213
SRR8446384	18	0.042135438224914806	0.007890785983193684
SRR8446385	18	0.048686429183895374	0.007926177357970424
SRR8446386	18	0.04855855126851426	0.006252897207190869
SRR8446387	18	0.048716731450154614	0.0027963785120619228
4DNFI6HDY7WZ	18	0.05816669327981312	0.00683505419013429
4DNFITH978XV	18	0.053308935191057324	0.007609106283714737
4DNFIT64Q7A3	18	0.05990040194329173	0.0013203596221998612
4DNFINSKEZND	18	0.057744654329059515	0.003594977732808105
4DNFIIV4M7TF	18	0.07394693651163228	0.00722371903504207
4DNFIXVAKX9Q	18	0.06335285958642276	0.001326819241707397
