gene_id	gene_name	detected_prom_enh_loop	n_enhancers
ENSG00000198574.6	SH2D1B	True	7
ENSG00000198576.4	ARC	False	25
ENSG00000198576.4	ARC	True	5
ENSG00000198586.14	TLK1	False	29
ENSG00000198589.13	LRBA	False	3
ENSG00000198590.12	C3orf35	False	9
ENSG00000198597.9	ZNF536	False	9
ENSG00000198597.9	ZNF536	True	9
ENSG00000198598.6	MMP17	False	9
ENSG00000198598.6	MMP17	True	4
ENSG00000198604.11	BAZ1A	False	22
ENSG00000198612.11	COPS8	False	51
ENSG00000198625.13	MDM4	False	21
ENSG00000198642.7	KLHL9	False	8
ENSG00000198642.7	KLHL9	True	2
ENSG00000198643.7	FAM3D	False	25
ENSG00000198646.14	NCOA6	False	16
ENSG00000198646.14	NCOA6	True	19
ENSG00000198648.11	STK39	False	13
ENSG00000198663.16	C6orf89	False	19
ENSG00000198663.16	C6orf89	True	29
ENSG00000198668.12	CALM1	False	21
ENSG00000198668.12	CALM1	True	11
ENSG00000198670.11	LPA	False	18
ENSG00000198673.10	TAFA2	False	15
ENSG00000198674.3	OR10G6	False	14
ENSG00000198682.13	PAPSS2	False	16
ENSG00000198685.3	LINC01565	False	11
ENSG00000198685.3	LINC01565	True	18
ENSG00000198690.10	FAN1	False	10
ENSG00000198690.10	FAN1	True	7
ENSG00000198691.13	ABCA4	False	41
ENSG00000198700.10	IPO9	False	38
ENSG00000198704.9	GPX6	False	61
ENSG00000198707.16	CEP290	True	1
ENSG00000198718.13	TOGARAM1	False	15
ENSG00000198719.9	DLL1	False	17
ENSG00000198719.9	DLL1	True	19
ENSG00000198720.13	ANKRD13B	False	23
ENSG00000198720.13	ANKRD13B	True	23
ENSG00000198721.12	ECI2	False	109
ENSG00000198721.12	ECI2	True	4
ENSG00000198722.14	UNC13B	False	33
ENSG00000198730.9	CTR9	False	22
ENSG00000198730.9	CTR9	True	19
ENSG00000198732.10	SMOC1	False	9
ENSG00000198732.10	SMOC1	True	1
ENSG00000198734.12	F5	False	15
ENSG00000198734.12	F5	True	12
ENSG00000198740.8	ZNF652	False	87
ENSG00000198742.9	SMURF1	False	26
ENSG00000198742.9	SMURF1	True	10
ENSG00000198746.13	GPATCH3	False	11
ENSG00000198752.11	CDC42BPB	False	31
ENSG00000198753.12	PLXNB3	True	10
ENSG00000198755.11	RPL10A	False	2
ENSG00000198755.11	RPL10A	True	8
ENSG00000198756.12	COLGALT2	False	29
ENSG00000198758.10	EPS8L3	False	21
ENSG00000198758.10	EPS8L3	True	8
ENSG00000198759.12	EGFL6	False	52
ENSG00000198765.12	SYCP1	False	50
ENSG00000198768.11	APCDD1L	False	26
ENSG00000198771.11	RCSD1	False	15
ENSG00000198780.12	FAM169A	False	50
ENSG00000198783.6	ZNF830	False	52
ENSG00000198783.6	ZNF830	True	3
ENSG00000198785.7	GRIN3A	False	7
ENSG00000198788.8	MUC2	False	43
ENSG00000198792.13	TMEM184B	False	93
ENSG00000198793.13	MTOR	False	84
ENSG00000198793.13	MTOR	True	10
ENSG00000198794.12	SCAMP5	False	28
ENSG00000198794.12	SCAMP5	True	22
ENSG00000198796.7	ALPK2	False	10
ENSG00000198797.7	BRINP2	False	9
ENSG00000198797.7	BRINP2	True	2
ENSG00000198799.12	LRIG2	False	8
ENSG00000198799.12	LRIG2	True	18
ENSG00000198807.13	PAX9	False	6
ENSG00000198807.13	PAX9	True	4
ENSG00000198812.5	LRRC10	False	7
ENSG00000198812.5	LRRC10	True	7
ENSG00000198814.12	GK	False	1
ENSG00000198815.9	FOXJ3	False	15
ENSG00000198815.9	FOXJ3	True	12
ENSG00000198821.10	CD247	False	5
ENSG00000198821.10	CD247	True	10
ENSG00000198825.15	INPP5F	False	5
ENSG00000198825.15	INPP5F	True	7
ENSG00000198829.6	SUCNR1	False	26
ENSG00000198829.6	SUCNR1	True	1
ENSG00000198832.10	SELENOM	False	24
ENSG00000198832.10	SELENOM	True	29
ENSG00000198833.7	UBE2J1	False	7
ENSG00000198833.7	UBE2J1	True	7
ENSG00000198836.10	OPA1	True	4
ENSG00000198837.10	DENND4B	False	19
ENSG00000198837.10	DENND4B	True	17
ENSG00000198838.13	RYR3	False	18
ENSG00000198838.13	RYR3	True	5
ENSG00000198839.10	ZNF277	False	15
ENSG00000198839.10	ZNF277	True	8
ENSG00000198844.12	ARHGEF15	False	33
ENSG00000198844.12	ARHGEF15	True	4
ENSG00000198846.6	TOX	False	4
ENSG00000198846.6	TOX	True	4
ENSG00000198848.12	CES1	False	16
ENSG00000198848.12	CES1	True	1
ENSG00000198851.10	CD3E	False	25
ENSG00000198851.10	CD3E	True	5
ENSG00000198853.12	RUSC2	False	33
ENSG00000198855.7	FICD	False	39
ENSG00000198855.7	FICD	True	3
ENSG00000198856.13	OSTC	False	10
ENSG00000198857.3	HSD3BP5	False	8
ENSG00000198857.3	HSD3BP5	True	2
ENSG00000198858.10	R3HDM4	False	13
ENSG00000198858.10	R3HDM4	True	29
ENSG00000198860.12	TSEN15	False	28
ENSG00000198863.7	RUNDC1	False	66
ENSG00000198863.7	RUNDC1	True	7
ENSG00000198865.10	CCDC152	False	12
ENSG00000198865.10	CCDC152	True	3
ENSG00000198868.3	MTND4LP30	False	32
ENSG00000198868.3	MTND4LP30	True	4
ENSG00000198873.12	GRK5	False	4
ENSG00000198873.12	GRK5	True	20
ENSG00000198874.13	TYW1	False	25
ENSG00000198874.13	TYW1	True	10
ENSG00000198879.12	SFMBT2	False	19
ENSG00000198879.12	SFMBT2	True	25
ENSG00000198887.9	SMC5	False	43
ENSG00000198892.6	SHISA4	False	19
ENSG00000198892.6	SHISA4	True	19
ENSG00000198898.14	CAPZA2	False	2
ENSG00000198898.14	CAPZA2	True	6
ENSG00000198900.6	TOP1	False	29
ENSG00000198909.7	MAP3K3	False	9
ENSG00000198909.7	MAP3K3	True	17
ENSG00000198914.5	POU3F3	False	5
ENSG00000198914.5	POU3F3	True	2
ENSG00000198915.11	RASGEF1A	False	70
ENSG00000198915.11	RASGEF1A	True	9
ENSG00000198919.13	DZIP3	False	18
ENSG00000198920.11	KIAA0753	False	13
ENSG00000198920.11	KIAA0753	True	10
ENSG00000198929.13	NOS1AP	False	5
ENSG00000198929.13	NOS1AP	True	10
ENSG00000198937.9	CCDC167	False	12
ENSG00000198937.9	CCDC167	True	4
ENSG00000198945.8	L3MBTL3	False	15
ENSG00000198945.8	L3MBTL3	True	9
ENSG00000198952.8	SMG5	False	81
ENSG00000198959.12	TGM2	False	31
ENSG00000198959.12	TGM2	True	23
ENSG00000198961.10	PJA2	False	6
ENSG00000198961.10	PJA2	True	7
ENSG00000198963.11	RORB	False	10
ENSG00000198964.14	SGMS1	True	12
ENSG00000198973.4	MIR375	False	6
ENSG00000198973.4	MIR375	True	12
ENSG00000198987.1	MIR16-2	False	12
ENSG00000198987.1	MIR16-2	True	2
ENSG00000199038.1	MIR210	False	33
ENSG00000199038.1	MIR210	True	10
ENSG00000199075.1	MIR26A1	True	17
ENSG00000199094.3	MIR30C2	False	13
ENSG00000199094.3	MIR30C2	True	4
ENSG00000199121.4	MIR26B	False	14
ENSG00000199121.4	MIR26B	True	11
ENSG00000199130.3	MIR365A	False	27
ENSG00000199130.3	MIR365A	True	24
ENSG00000199135.1	MIR101-1	False	46
ENSG00000199135.1	MIR101-1	True	4
ENSG00000199151.3	MIR337	False	26
ENSG00000199151.3	MIR337	True	4
ENSG00000199157.2	MIR208A	False	48
ENSG00000199157.2	MIR208A	True	1
ENSG00000199179.3	MIRLET7I	False	3
ENSG00000199179.3	MIRLET7I	True	12
ENSG00000199196.1	AL160394.1	False	13
ENSG00000199196.1	AL160394.1	True	1
ENSG00000199217.1	RNU6-1123P	False	26
ENSG00000199217.1	RNU6-1123P	True	9
ENSG00000199219.1	RNU6-500P	False	11
ENSG00000199220.1	AC010177.1	False	7
ENSG00000199220.1	AC010177.1	True	57
ENSG00000199222.1	AL358780.1	False	21
ENSG00000199222.1	AL358780.1	True	15
ENSG00000199241.1	AL590965.1	False	6
ENSG00000199241.1	AL590965.1	True	3
ENSG00000199313.1	RNU4-82P	False	9
ENSG00000199313.1	RNU4-82P	True	8
ENSG00000199326.1	RNU6-1298P	False	6
ENSG00000199326.1	RNU6-1298P	True	16
ENSG00000199335.1	RNU6-204P	False	33
ENSG00000199335.1	RNU6-204P	True	13
ENSG00000199363.1	SNORA63E	True	16
ENSG00000199364.1	RNA5SP327	False	29
ENSG00000199364.1	RNA5SP327	True	8
ENSG00000199385.1	RNU6-369P	False	3
ENSG00000199385.1	RNU6-369P	True	3
ENSG00000199400.1	RNY4P19	False	23
ENSG00000199400.1	RNY4P19	True	5
ENSG00000199446.1	RNU6-543P	True	7
ENSG00000199458.1	RNU4-35P	True	3
ENSG00000199461.1	AL163636.1	False	12
ENSG00000199461.1	AL163636.1	True	8
ENSG00000199466.1	AC068896.1	False	57
ENSG00000199466.1	AC068896.1	True	20
ENSG00000199468.1	RNU6-556P	False	2
ENSG00000199468.1	RNU6-556P	True	7
ENSG00000199470.1	AC011891.1	False	7
ENSG00000199470.1	AC011891.1	True	5
ENSG00000199474.1	AC092324.1	False	49
ENSG00000199474.1	AC092324.1	True	2
ENSG00000199476.1	AC105267.1	False	4
ENSG00000199476.1	AC105267.1	True	14
ENSG00000199482.1	RNU6-633P	True	10
ENSG00000199490.1	AL031685.1	False	41
ENSG00000199490.1	AL031685.1	True	28
ENSG00000199509.1	RNA5SP477	False	47
ENSG00000199509.1	RNA5SP477	True	1
ENSG00000199514.1	RNU6-235P	False	7
ENSG00000199514.1	RNU6-235P	True	1
ENSG00000199516.1	AC073320.1	False	8
ENSG00000199516.1	AC073320.1	True	5
ENSG00000199535.1	RNA5SP305	False	1
ENSG00000199535.1	RNA5SP305	True	3
ENSG00000199570.1	RNU6-228P	False	1
ENSG00000199570.1	RNU6-228P	True	1
ENSG00000199574.1	SNORD18C	False	11
ENSG00000199574.1	SNORD18C	True	4
ENSG00000199580.1	AC015720.1	False	43
ENSG00000199580.1	AC015720.1	True	7
ENSG00000199620.1	RNA5SP258	False	24
ENSG00000199620.1	RNA5SP258	True	12
ENSG00000199627.1	RNU6-1010P	False	6
ENSG00000199627.1	RNU6-1010P	True	49
ENSG00000199631.1	SNORD33	False	10
ENSG00000199631.1	SNORD33	True	12
ENSG00000199645.1	RNU6-1330P	False	49
ENSG00000199645.1	RNU6-1330P	True	1
ENSG00000199667.1	AC025647.1	False	16
ENSG00000199667.1	AC025647.1	True	25
ENSG00000199673.1	SNORD16	False	11
ENSG00000199673.1	SNORD16	True	4
ENSG00000199687.1	RNU1-38P	False	19
ENSG00000199687.1	RNU1-38P	True	27
ENSG00000199691.1	RN7SKP173	False	20
ENSG00000199691.1	RN7SKP173	True	4
ENSG00000199697.1	RNU6-446P	False	5
ENSG00000199697.1	RNU6-446P	True	21
ENSG00000199710.1	AL354713.1	False	25
ENSG00000199710.1	AL354713.1	True	4
ENSG00000199716.1	AL135998.1	False	22
ENSG00000199716.1	AL135998.1	True	27
ENSG00000199731.1	RNU6-1079P	False	8
ENSG00000199731.1	RNU6-1079P	True	5
ENSG00000199739.1	RNU6-552P	True	15
ENSG00000199753.1	SNORD104	False	23
ENSG00000199753.1	SNORD104	True	22
ENSG00000199756.1	AL009181.1	False	14
ENSG00000199756.1	AL009181.1	True	11
ENSG00000199765.1	RNU6-363P	False	6
ENSG00000199765.1	RNU6-363P	True	7
ENSG00000199784.1	RNU6-1287P	False	8
ENSG00000199784.1	RNU6-1287P	True	2
ENSG00000199787.1	SNORA80C	False	48
ENSG00000199787.1	SNORA80C	True	19
ENSG00000199791.1	RNU6-451P	False	13
ENSG00000199791.1	RNU6-451P	True	15
ENSG00000199804.1	RNA5SP383	False	35
ENSG00000199804.1	RNA5SP383	True	7
ENSG00000199809.1	RNA5SP374	False	11
ENSG00000199812.1	RNU6-428P	True	2
ENSG00000199831.1	RN7SKP291	False	29
ENSG00000199831.1	RN7SKP291	True	10
ENSG00000199845.1	RNA5SP375	False	43
ENSG00000199845.1	RNA5SP375	True	6
ENSG00000199846.1	RNU1-72P	False	11
ENSG00000199846.1	RNU1-72P	True	2
ENSG00000199886.1	RNU6-249P	False	8
ENSG00000199895.1	AC025164.1	False	13
ENSG00000199895.1	AC025164.1	True	13
ENSG00000199899.2	AC089999.1	False	9
ENSG00000199899.2	AC089999.1	True	5
ENSG00000199903.1	RNU6-1273P	False	27
ENSG00000199903.1	RNU6-1273P	True	8
ENSG00000199905.1	RNU6-492P	False	10
ENSG00000199905.1	RNU6-492P	True	47
ENSG00000199912.1	AC006517.1	False	25
ENSG00000199912.1	AC006517.1	True	1
ENSG00000199920.1	RNU4-44P	False	1
ENSG00000199929.1	RNA5SP405	False	8
ENSG00000199933.1	RNY1P16	False	14
ENSG00000199933.1	RNY1P16	True	2
ENSG00000199934.1	AC092807.1	False	4
ENSG00000199934.1	AC092807.1	True	12
ENSG00000199938.1	AL079341.1	False	12
ENSG00000199938.1	AL079341.1	True	4
ENSG00000199944.1	RNU6-653P	False	20
ENSG00000199944.1	RNU6-653P	True	27
ENSG00000199962.1	AP000967.1	False	1
ENSG00000199962.1	AP000967.1	True	1
ENSG00000199979.1	AC009082.1	False	38
ENSG00000199979.1	AC009082.1	True	3
ENSG00000199990.1	VTRNA1-1	True	15
ENSG00000199994.1	RNA5SP145	False	22
ENSG00000199994.1	RNA5SP145	True	5
ENSG00000200008.1	AC087638.1	False	16
ENSG00000200008.1	AC087638.1	True	7
ENSG00000200026.1	AL161448.1	False	24
ENSG00000200026.1	AL161448.1	True	5
ENSG00000200040.1	AL392166.1	False	9
ENSG00000200040.1	AL392166.1	True	2
ENSG00000200047.1	RN7SKP115	False	5
ENSG00000200047.1	RN7SKP115	True	11
ENSG00000200084.1	SNORD68	False	25
ENSG00000200084.1	SNORD68	True	6
ENSG00000200087.1	SNORA73B	False	21
ENSG00000200087.1	SNORA73B	True	4
ENSG00000200095.1	RNU6-181P	False	45
ENSG00000200095.1	RNU6-181P	True	2
ENSG00000200097.1	RNU6-1167P	False	19
ENSG00000200097.1	RNU6-1167P	True	4
ENSG00000200106.1	RNU6-984P	True	5
ENSG00000200107.1	RNU6-1249P	False	23
ENSG00000200107.1	RNU6-1249P	True	13
ENSG00000200112.1	AC012157.1	False	50
ENSG00000200112.1	AC012157.1	True	14
ENSG00000200120.1	AC013452.1	False	12
ENSG00000200120.1	AC013452.1	True	3
ENSG00000200161.1	RN7SKP145	False	12
ENSG00000200161.1	RN7SKP145	True	13
ENSG00000200162.1	AC069509.1	False	5
ENSG00000200162.1	AC069509.1	True	1
ENSG00000200169.1	RNU5D-1	False	12
ENSG00000200169.1	RNU5D-1	True	6
ENSG00000200170.1	AL607035.1	False	11
ENSG00000200170.1	AL607035.1	True	23
ENSG00000200175.1	RNU6-1309P	False	34
ENSG00000200175.1	RNU6-1309P	True	22
ENSG00000200176.1	RNU1-19P	False	9
ENSG00000200176.1	RNU1-19P	True	10
ENSG00000200183.1	RNU6-238P	False	16
ENSG00000200183.1	RNU6-238P	True	9
ENSG00000200191.1	AC104012.1	True	2
ENSG00000200225.1	RNA5SP382	False	12
ENSG00000200225.1	RNA5SP382	True	8
ENSG00000200237.1	AC008752.1	False	7
ENSG00000200237.1	AC008752.1	True	11
ENSG00000200241.1	AC009309.1	False	9
ENSG00000200241.1	AC009309.1	True	37
ENSG00000200250.1	RNU6-1147P	False	7
ENSG00000200250.1	RNU6-1147P	True	5
ENSG00000200254.1	RNU6-536P	False	17
ENSG00000200254.1	RNU6-536P	True	10
ENSG00000200259.1	SNORD35A	False	10
ENSG00000200259.1	SNORD35A	True	12
ENSG00000200274.1	RNU4-32P	True	8
ENSG00000200278.1	RNA5SP352	False	2
ENSG00000200278.1	RNA5SP352	True	14
ENSG00000200283.1	AC105398.1	False	1
ENSG00000200283.1	AC105398.1	True	5
ENSG00000200295.1	RNU6-527P	False	13
ENSG00000200295.1	RNU6-527P	True	4
ENSG00000200301.1	RNA5SP483	False	30
ENSG00000200301.1	RNA5SP483	True	5
ENSG00000200314.1	AL109920.1	False	3
ENSG00000200314.1	AL109920.1	True	14
ENSG00000200318.2	AC090515.1	False	19
ENSG00000200318.2	AC090515.1	True	30
ENSG00000200320.1	SNORA63	False	28
ENSG00000200320.1	SNORA63	True	8
ENSG00000200327.1	RNA5SP62	False	41
ENSG00000200327.1	RNA5SP62	True	1
ENSG00000200331.1	RNU6-183P	False	31
ENSG00000200331.1	RNU6-183P	True	1
ENSG00000200332.1	Z83840.1	False	38
ENSG00000200332.1	Z83840.1	True	2
ENSG00000200344.1	AL034417.1	False	50
ENSG00000200344.1	AL034417.1	True	59
ENSG00000200345.2	RNU6-485P	False	49
ENSG00000200345.2	RNU6-485P	True	12
ENSG00000200360.1	RNU6-792P	False	8
ENSG00000200360.1	RNU6-792P	True	12
ENSG00000200385.1	AL136296.1	False	23
ENSG00000200385.1	AL136296.1	True	18
ENSG00000200388.1	RNU6-618P	False	35
ENSG00000200388.1	RNU6-618P	True	7
ENSG00000200389.1	RNU6-509P	False	7
ENSG00000200389.1	RNU6-509P	True	24
ENSG00000200397.1	AC005076.1	False	1
ENSG00000200397.1	AC005076.1	True	2
ENSG00000200408.1	RNA5SP74	False	18
ENSG00000200408.1	RNA5SP74	True	11
ENSG00000200411.1	RNA5SP346	False	14
ENSG00000200411.1	RNA5SP346	True	1
ENSG00000200418.1	SNORA63B	False	28
ENSG00000200418.1	SNORA63B	True	8
ENSG00000200428.1	AC078818.1	False	16
ENSG00000200428.1	AC078818.1	True	9
ENSG00000200448.1	AL049757.1	False	44
ENSG00000200448.1	AL049757.1	True	35
ENSG00000200456.1	RNU6-1097P	False	33
ENSG00000200456.1	RNU6-1097P	True	13
ENSG00000200462.1	RNU6-727P	False	4
ENSG00000200462.1	RNU6-727P	True	6
ENSG00000200472.1	RN7SKP44	False	5
ENSG00000200472.1	RN7SKP44	True	2
ENSG00000200483.1	RNU6-1017P	False	9
ENSG00000200483.1	RNU6-1017P	True	4
ENSG00000200496.1	AP001782.1	False	10
ENSG00000200496.1	AP001782.1	True	4
ENSG00000200525.1	RNU6-1209P	False	7
ENSG00000200525.1	RNU6-1209P	True	12
ENSG00000200526.1	RNY4P14	False	27
ENSG00000200526.1	RNY4P14	True	3
ENSG00000200528.1	RNU6-1331P	False	22
ENSG00000200528.1	RNU6-1331P	True	4
ENSG00000200530.1	SNORD35B	False	10
ENSG00000200530.1	SNORD35B	True	12
ENSG00000200534.1	SNORA33	False	4
ENSG00000200534.1	SNORA33	True	9
ENSG00000200556.1	RNU6-103P	False	8
ENSG00000200556.1	RNU6-103P	True	11
ENSG00000200560.1	RNU6-288P	False	19
ENSG00000200560.1	RNU6-288P	True	7
ENSG00000200600.1	AC026784.1	True	1
ENSG00000200616.1	AC117456.1	True	1
ENSG00000200623.1	SNORD18A	False	11
ENSG00000200623.1	SNORD18A	True	4
ENSG00000200637.1	RNU5F-3P	False	29
ENSG00000200646.1	AC006116.1	False	8
ENSG00000200646.1	AC006116.1	True	8
ENSG00000200648.1	RNU6-226P	False	25
ENSG00000200648.1	RNU6-226P	True	2
ENSG00000200656.1	SNORA5B	False	14
ENSG00000200656.1	SNORA5B	True	32
ENSG00000200681.1	RNU6-263P	False	4
ENSG00000200681.1	RNU6-263P	True	10
ENSG00000200683.1	RNU6-379P	False	51
ENSG00000200683.1	RNU6-379P	True	9
ENSG00000200688.1	AC073575.2	False	17
ENSG00000200688.1	AC073575.2	True	6
ENSG00000200693.2	AL136038.1	False	33
ENSG00000200693.2	AL136038.1	True	3
ENSG00000200709.1	RNA5SP27	False	33
ENSG00000200711.1	RNA5SP28	False	11
ENSG00000200711.1	RNA5SP28	True	18
ENSG00000200713.1	RNU6-682P	False	37
ENSG00000200713.1	RNU6-682P	True	5
ENSG00000200718.1	RN7SKP103	False	6
ENSG00000200718.1	RN7SKP103	True	5
ENSG00000200719.1	RNA5SP260	False	15
ENSG00000200732.1	RNU6-194P	False	2
ENSG00000200732.1	RNU6-194P	True	6
ENSG00000200738.1	RNA5SP472	False	21
ENSG00000200738.1	RNA5SP472	True	10
ENSG00000200759.1	RNU6-884P	False	28
ENSG00000200759.1	RNU6-884P	True	28
ENSG00000200785.1	SNORD8	True	3
ENSG00000200788.1	AL445222.1	False	36
ENSG00000200788.1	AL445222.1	True	20
ENSG00000200869.1	RNU6-457P	False	2
ENSG00000200872.1	RNA5SP456	False	6
ENSG00000200872.1	RNA5SP456	True	6
ENSG00000200885.1	RNU1-146P	False	10
ENSG00000200885.1	RNU1-146P	True	1
ENSG00000200889.1	RNU4-13P	False	21
ENSG00000200889.1	RNU4-13P	True	6
ENSG00000200914.1	RNA5SP435	False	13
ENSG00000200914.1	RNA5SP435	True	10
ENSG00000200941.1	RNU6-694P	False	9
ENSG00000200941.1	RNU6-694P	True	11
ENSG00000200957.1	RNU6-801P	False	13
ENSG00000200959.1	SNORA74A	False	7
ENSG00000200959.1	SNORA74A	True	22
ENSG00000200975.1	RNU1-7P	False	86
ENSG00000200975.1	RNU1-7P	True	23
ENSG00000200976.1	AC004882.1	False	45
ENSG00000200976.1	AC004882.1	True	10
ENSG00000200983.1	SNORA3A	True	16
ENSG00000200998.1	AC112253.1	False	7
ENSG00000200998.1	AC112253.1	True	1
ENSG00000201012.1	AL133544.1	False	13
ENSG00000201012.1	AL133544.1	True	15
ENSG00000201013.1	AC013726.1	False	24
ENSG00000201013.1	AC013726.1	True	10
ENSG00000201021.1	RNU6-743P	False	29
ENSG00000201028.1	RNU6-151P	False	12
ENSG00000201028.1	RNU6-151P	True	8
ENSG00000201031.1	AC021059.1	False	8
ENSG00000201031.1	AC021059.1	True	12
ENSG00000201047.1	AL731563.1	False	5
ENSG00000201047.1	AL731563.1	True	7
ENSG00000201050.1	RNU6-668P	False	10
ENSG00000201050.1	RNU6-668P	True	11
ENSG00000201066.1	RN7SKP280	False	10
ENSG00000201066.1	RN7SKP280	True	2
ENSG00000201075.2	AC040173.1	False	27
ENSG00000201075.2	AC040173.1	True	24
ENSG00000201102.1	AC079305.1	False	22
ENSG00000201102.1	AC079305.1	True	18
ENSG00000201118.1	AL591206.1	True	5
ENSG00000201129.1	SNORA58B	False	46
ENSG00000201129.1	SNORA58B	True	1
ENSG00000201134.1	AL450992.1	False	32
ENSG00000201134.1	AL450992.1	True	7
ENSG00000201148.1	RNA5SP42	False	5
ENSG00000201148.1	RNA5SP42	True	5
ENSG00000201151.1	AL135844.1	False	31
ENSG00000201151.1	AL135844.1	True	4
ENSG00000201164.1	RNU4-36P	False	31
ENSG00000201164.1	RNU4-36P	True	10
ENSG00000201170.1	RNU1-132P	False	11
ENSG00000201170.1	RNU1-132P	True	25
ENSG00000201176.1	RNU6-853P	False	3
ENSG00000201176.1	RNU6-853P	True	21
ENSG00000201179.1	RNU6-1322P	False	24
ENSG00000201179.1	RNU6-1322P	True	4
ENSG00000201184.1	RNU4-68P	False	15
ENSG00000201184.1	RNU4-68P	True	15
ENSG00000201185.1	RNA5SP202	False	11
ENSG00000201185.1	RNA5SP202	True	1
ENSG00000201196.1	AL365506.1	False	3
ENSG00000201208.1	AC089999.2	False	8
ENSG00000201208.1	AC089999.2	True	6
ENSG00000201210.1	RNA5SP139	False	8
ENSG00000201210.1	RNA5SP139	True	6
ENSG00000201217.1	AC026347.1	False	25
ENSG00000201217.1	AC026347.1	True	4
ENSG00000201218.1	AC011230.1	False	16
ENSG00000201218.1	AC011230.1	True	4
ENSG00000201221.1	RNU4-40P	False	4
ENSG00000201221.1	RNU4-40P	True	6
ENSG00000201229.1	SNORA63D	True	16
ENSG00000201231.1	RNU4-50P	False	3
ENSG00000201231.1	RNU4-50P	True	5
ENSG00000201294.1	RNU6-1019P	False	6
ENSG00000201298.1	RNU6-1164P	False	31
ENSG00000201298.1	RNU6-1164P	True	7
ENSG00000201330.1	SNORD32B	False	56
ENSG00000201330.1	SNORD32B	True	5
ENSG00000201340.1	AC005921.1	False	17
ENSG00000201340.1	AC005921.1	True	16
ENSG00000201347.1	RNA5SP69	False	9
ENSG00000201347.1	RNA5SP69	True	16
ENSG00000201361.1	RNA5SP433	False	19
ENSG00000201361.1	RNA5SP433	True	14
ENSG00000201364.1	RN7SKP37	False	35
ENSG00000201364.1	RN7SKP37	True	1
ENSG00000201386.1	RNU6-1163P	False	21
ENSG00000201386.1	RNU6-1163P	True	3
ENSG00000201395.1	RN7SKP257	False	6
ENSG00000201395.1	RN7SKP257	True	4
ENSG00000201413.1	RNA5SP141	True	1
ENSG00000201421.1	AL356273.1	False	6
ENSG00000201421.1	AL356273.1	True	1
ENSG00000201436.1	RNU6-660P	False	15
ENSG00000201436.1	RNU6-660P	True	11
ENSG00000201439.1	RNU4-67P	False	15
ENSG00000201439.1	RNU4-67P	True	6
ENSG00000201441.1	RNU6-646P	False	16
ENSG00000201441.1	RNU6-646P	True	6
ENSG00000201442.2	AL138724.1	False	18
ENSG00000201442.2	AL138724.1	True	3
ENSG00000201448.1	SNORA63C	False	17
ENSG00000201448.1	SNORA63C	True	20
ENSG00000201467.1	AL732371.1	False	1
ENSG00000201467.1	AL732371.1	True	5
ENSG00000201523.1	RNA5SP205	False	11
ENSG00000201523.1	RNA5SP205	True	2
ENSG00000201524.1	RNU6-450P	False	1
ENSG00000201524.1	RNU6-450P	True	24
ENSG00000201542.1	AL160000.1	False	12
ENSG00000201542.1	AL160000.1	True	3
ENSG00000201570.1	RNU4-56P	False	2
ENSG00000201570.1	RNU4-56P	True	5
ENSG00000201579.1	RNU6-343P	False	67
ENSG00000201579.1	RNU6-343P	True	1
ENSG00000201581.1	RN7SKP78	False	44
ENSG00000201581.1	RN7SKP78	True	15
ENSG00000201584.1	AC016764.1	False	53
ENSG00000201584.1	AC016764.1	True	11
ENSG00000201595.1	RNA5SP132	False	3
ENSG00000201595.1	RNA5SP132	True	7
ENSG00000201600.1	RN7SKP124	False	11
ENSG00000201604.1	RNU6-740P	False	17
ENSG00000201604.1	RNU6-740P	True	2
ENSG00000201620.1	RNA5SP51	False	7
ENSG00000201620.1	RNA5SP51	True	9
ENSG00000201627.1	AC106856.1	False	8
ENSG00000201627.1	AC106856.1	True	1
ENSG00000201628.1	RNU4-7P	False	19
ENSG00000201628.1	RNU4-7P	True	2
ENSG00000201633.1	AC021192.1	True	3
ENSG00000201644.2	AC104828.1	False	14
ENSG00000201644.2	AC104828.1	True	3
ENSG00000201658.1	RNU6-283P	False	42
ENSG00000201658.1	RNU6-283P	True	13
ENSG00000201663.1	AC006517.3	False	17
ENSG00000201663.1	AC006517.3	True	9
ENSG00000201668.1	AC092705.1	False	1
ENSG00000201668.1	AC092705.1	True	2
ENSG00000201675.1	SNORD32A	False	10
ENSG00000201675.1	SNORD32A	True	12
ENSG00000201683.1	AL136303.1	True	6
ENSG00000201707.1	RNU6-818P	False	6
ENSG00000201707.1	RNU6-818P	True	16
ENSG00000201713.1	RNA5SP125	False	8
ENSG00000201713.1	RNA5SP125	True	19
ENSG00000201715.1	RN7SKP133	False	24
ENSG00000201715.1	RN7SKP133	True	2
ENSG00000201725.1	RNU6-304P	False	9
ENSG00000201742.1	RNU6-563P	False	52
ENSG00000201742.1	RNU6-563P	True	7
ENSG00000201746.1	RNU6-828P	False	20
ENSG00000201746.1	RNU6-828P	True	2
ENSG00000201754.1	SNORD52	False	43
ENSG00000201754.1	SNORD52	True	12
ENSG00000201761.1	RNU6-336P	False	10
ENSG00000201761.1	RNU6-336P	True	13
ENSG00000201772.1	SNORA5C	False	14
ENSG00000201772.1	SNORA5C	True	32
ENSG00000201778.1	AC104411.1	True	41
ENSG00000201788.1	AC079033.1	False	2
ENSG00000201788.1	AC079033.1	True	1
ENSG00000201791.1	AL162255.1	False	15
