gene_id	gene_name	detected_prom_enh_loop	n_enhancers
ENSG00000124275.15	MTRR	True	7
ENSG00000124299.15	PEPD	False	33
ENSG00000124299.15	PEPD	True	5
ENSG00000124302.13	CHST8	False	38
ENSG00000124313.16	IQSEC2	True	3
ENSG00000124343.13	XG	False	11
ENSG00000124374.9	PAIP2B	False	25
ENSG00000124380.11	SNRNP27	False	20
ENSG00000124479.11	NDP	False	4
ENSG00000124479.11	NDP	True	4
ENSG00000124486.13	USP9X	False	4
ENSG00000124491.16	F13A1	False	58
ENSG00000124493.14	GRM4	False	17
ENSG00000124493.14	GRM4	True	44
ENSG00000124496.12	TRERF1	False	25
ENSG00000124523.16	SIRT5	False	11
ENSG00000124523.16	SIRT5	True	7
ENSG00000124532.14	MRS2	False	30
ENSG00000124532.14	MRS2	True	1
ENSG00000124535.16	WRNIP1	False	34
ENSG00000124535.16	WRNIP1	True	22
ENSG00000124541.7	RRP36	False	22
ENSG00000124564.17	SLC17A3	False	60
ENSG00000124564.17	SLC17A3	True	3
ENSG00000124571.18	XPO5	False	65
ENSG00000124575.6	H1-3	False	44
ENSG00000124575.6	H1-3	True	19
ENSG00000124593.16	AL365205.1	False	11
ENSG00000124593.16	AL365205.1	True	13
ENSG00000124596.17	OARD1	False	9
ENSG00000124602.10	UNC5CL	False	5
ENSG00000124602.10	UNC5CL	True	4
ENSG00000124614.16	RPS10	False	49
ENSG00000124614.16	RPS10	True	16
ENSG00000124615.20	MOCS1	False	9
ENSG00000124635.8	H2BC11	False	27
ENSG00000124635.8	H2BC11	True	34
ENSG00000124641.16	MED20	False	13
ENSG00000124641.16	MED20	True	11
ENSG00000124659.7	TBCC	False	13
ENSG00000124659.7	TBCC	True	9
ENSG00000124678.19	TCP11	False	8
ENSG00000124688.13	MAD2L1BP	False	36
ENSG00000124688.13	MAD2L1BP	True	19
ENSG00000124701.5	APOBEC2	False	6
ENSG00000124701.5	APOBEC2	True	3
ENSG00000124702.18	KLHDC3	False	17
ENSG00000124702.18	KLHDC3	True	5
ENSG00000124721.18	DNAH8	False	21
ENSG00000124733.5	MEA1	False	22
ENSG00000124743.6	KLHL31	False	16
ENSG00000124743.6	KLHL31	True	33
ENSG00000124749.17	COL21A1	False	17
ENSG00000124762.13	CDKN1A	False	48
ENSG00000124766.7	SOX4	False	25
ENSG00000124766.7	SOX4	True	22
ENSG00000124772.12	CPNE5	False	26
ENSG00000124772.12	CPNE5	True	22
ENSG00000124780.14	KCNK17	True	8
ENSG00000124782.20	RREB1	False	23
ENSG00000124782.20	RREB1	True	21
ENSG00000124783.14	SSR1	False	47
ENSG00000124784.9	RIOK1	False	24
ENSG00000124784.9	RIOK1	True	23
ENSG00000124785.9	NRN1	False	51
ENSG00000124785.9	NRN1	True	7
ENSG00000124787.14	RPP40	False	19
ENSG00000124787.14	RPP40	True	8
ENSG00000124788.18	ATXN1	False	8
ENSG00000124788.18	ATXN1	True	48
ENSG00000124789.11	NUP153	False	21
ENSG00000124802.12	EEF1E1	False	23
ENSG00000124812.15	CRISP1	False	4
ENSG00000124813.23	RUNX2	False	27
ENSG00000124818.15	OPN5	True	9
ENSG00000124831.19	LRRFIP1	False	56
ENSG00000124835.2	AC105760.1	False	17
ENSG00000124835.2	AC105760.1	True	13
ENSG00000124839.13	RAB17	False	39
ENSG00000124839.13	RAB17	True	17
ENSG00000124875.10	CXCL6	False	33
ENSG00000124882.4	EREG	True	1
ENSG00000124920.13	MYRF	False	42
ENSG00000124942.14	AHNAK	False	9
ENSG00000124942.14	AHNAK	True	20
ENSG00000125046.15	SSUH2	False	10
ENSG00000125089.17	SH3TC1	False	30
ENSG00000125124.12	BBS2	False	14
ENSG00000125124.12	BBS2	True	3
ENSG00000125149.12	C16orf70	False	12
ENSG00000125207.7	PIWIL1	False	6
ENSG00000125207.7	PIWIL1	True	6
ENSG00000125245.12	GPR18	True	9
ENSG00000125246.15	CLYBL	False	25
ENSG00000125247.15	TMTC4	False	18
ENSG00000125247.15	TMTC4	True	1
ENSG00000125257.16	ABCC4	False	19
ENSG00000125257.16	ABCC4	True	18
ENSG00000125266.8	EFNB2	False	3
ENSG00000125266.8	EFNB2	True	16
ENSG00000125304.10	TM9SF2	False	18
ENSG00000125304.10	TM9SF2	True	10
ENSG00000125319.14	HROB	False	56
ENSG00000125375.15	DMAC2L	False	24
ENSG00000125375.15	DMAC2L	True	14
ENSG00000125378.16	BMP4	True	8
ENSG00000125384.7	PTGER2	False	12
ENSG00000125384.7	PTGER2	True	2
ENSG00000125386.15	FAM193A	False	46
ENSG00000125388.20	GRK4	False	46
ENSG00000125398.8	SOX9	False	19
ENSG00000125398.8	SOX9	True	54
ENSG00000125430.9	HS3ST3B1	False	7
ENSG00000125430.9	HS3ST3B1	True	8
ENSG00000125434.11	SLC25A35	False	33
ENSG00000125434.11	SLC25A35	True	4
ENSG00000125450.11	NUP85	False	7
ENSG00000125450.11	NUP85	True	9
ENSG00000125454.12	SLC25A19	False	15
ENSG00000125454.12	SLC25A19	True	9
ENSG00000125462.18	C1orf61	False	37
ENSG00000125462.18	C1orf61	True	16
ENSG00000125482.13	TTF1	False	35
ENSG00000125482.13	TTF1	True	6
ENSG00000125484.12	GTF3C4	False	35
ENSG00000125484.12	GTF3C4	True	6
ENSG00000125485.17	DDX31	False	35
ENSG00000125485.17	DDX31	True	6
ENSG00000125492.10	BARHL1	False	35
ENSG00000125492.10	BARHL1	True	6
ENSG00000125503.13	PPP1R12C	False	3
ENSG00000125503.13	PPP1R12C	True	22
ENSG00000125508.3	SRMS	False	62
ENSG00000125508.3	SRMS	True	23
ENSG00000125520.14	SLC2A4RG	False	77
ENSG00000125520.14	SLC2A4RG	True	8
ENSG00000125531.7	FNDC11	False	63
ENSG00000125531.7	FNDC11	True	22
ENSG00000125533.6	BHLHE23	False	80
ENSG00000125533.6	BHLHE23	True	5
ENSG00000125618.17	PAX8	False	8
ENSG00000125630.16	POLR1B	False	6
ENSG00000125633.11	CCDC93	False	8
ENSG00000125633.11	CCDC93	True	4
ENSG00000125657.5	TNFSF9	False	18
ENSG00000125657.5	TNFSF9	True	7
ENSG00000125675.18	GRIA3	True	2
ENSG00000125695.12	AC046185.1	False	26
ENSG00000125703.15	ATG4C	False	1
ENSG00000125726.11	CD70	False	24
ENSG00000125726.11	CD70	True	1
ENSG00000125730.17	C3	False	18
ENSG00000125730.17	C3	True	7
ENSG00000125733.18	TRIP10	False	18
ENSG00000125733.18	TRIP10	True	7
ENSG00000125734.15	GPR108	False	18
ENSG00000125734.15	GPR108	True	7
ENSG00000125753.14	VASP	True	7
ENSG00000125772.14	GPCPD1	False	14
ENSG00000125775.15	SDCBP2	False	26
ENSG00000125779.22	PANK2	False	13
ENSG00000125779.22	PANK2	True	12
ENSG00000125780.12	TGM3	False	13
ENSG00000125798.14	FOXA2	False	21
ENSG00000125798.14	FOXA2	True	4
ENSG00000125813.13	PAX1	False	23
ENSG00000125813.13	PAX1	True	2
ENSG00000125817.8	CENPB	False	25
ENSG00000125818.18	PSMF1	False	21
ENSG00000125818.18	PSMF1	True	5
ENSG00000125820.6	NKX2-2	False	25
ENSG00000125820.6	NKX2-2	True	23
ENSG00000125821.12	DTD1	False	5
ENSG00000125823.12	CSTL1	False	20
ENSG00000125823.12	CSTL1	True	5
ENSG00000125827.9	TMX4	False	9
ENSG00000125827.9	TMX4	True	3
ENSG00000125831.10	CST11	False	20
ENSG00000125831.10	CST11	True	5
ENSG00000125834.13	STK35	False	13
ENSG00000125835.18	SNRPB	False	13
ENSG00000125841.13	NRSN2	False	13
ENSG00000125841.13	NRSN2	True	13
ENSG00000125844.16	RRBP1	False	2
ENSG00000125844.16	RRBP1	True	48
ENSG00000125846.15	ZNF133	False	40
ENSG00000125846.15	ZNF133	True	10
ENSG00000125848.10	FLRT3	False	1
ENSG00000125848.10	FLRT3	True	1
ENSG00000125850.11	OVOL2	False	50
ENSG00000125851.10	PCSK2	False	1
ENSG00000125863.20	MKKS	False	2
ENSG00000125863.20	MKKS	True	5
ENSG00000125864.14	BFSP1	False	50
ENSG00000125868.16	DSTN	False	50
ENSG00000125871.14	MGME1	False	12
ENSG00000125871.14	MGME1	True	38
ENSG00000125872.8	LRRN4	False	6
ENSG00000125872.8	LRRN4	True	8
ENSG00000125879.4	OTOR	False	1
ENSG00000125879.4	OTOR	True	1
ENSG00000125885.13	MCM8	False	6
ENSG00000125885.13	MCM8	True	8
ENSG00000125910.6	S1PR4	False	59
ENSG00000125910.6	S1PR4	True	17
ENSG00000125952.20	MAX	False	21
ENSG00000125954.12	CHURC1-FNTB	False	36
ENSG00000125965.9	GDF5	False	27
ENSG00000125965.9	GDF5	True	14
ENSG00000125966.10	MMP24	False	35
ENSG00000125967.16	NECAB3	False	19
ENSG00000125967.16	NECAB3	True	19
ENSG00000125970.12	RALY	False	38
ENSG00000125971.16	DYNLRB1	True	21
ENSG00000125975.13	C20orf173	False	10
ENSG00000125977.7	EIF2S2	False	22
ENSG00000125977.7	EIF2S2	True	16
ENSG00000125995.16	ROMO1	False	5
ENSG00000125995.16	ROMO1	True	5
ENSG00000125997.5	BPIFB9P	False	3
ENSG00000125998.8	FAM83C	False	21
ENSG00000125998.8	FAM83C	True	14
ENSG00000125999.11	BPIFB1	False	3
ENSG00000126001.16	CEP250	False	27
ENSG00000126001.16	CEP250	True	14
ENSG00000126003.7	PLAGL2	False	32
ENSG00000126003.7	PLAGL2	True	12
ENSG00000126005.17	MMP24OS	False	21
ENSG00000126005.17	MMP24OS	True	14
ENSG00000126010.6	GRPR	False	6
ENSG00000126010.6	GRPR	True	3
ENSG00000126062.4	TMEM115	False	43
ENSG00000126062.4	TMEM115	True	11
ENSG00000126088.14	UROD	False	8
ENSG00000126088.14	UROD	True	10
ENSG00000126091.20	ST3GAL3	False	15
ENSG00000126107.15	HECTD3	False	8
ENSG00000126107.15	HECTD3	True	10
ENSG00000126214.21	KLC1	False	15
ENSG00000126214.21	KLC1	True	15
ENSG00000126215.14	XRCC3	False	12
ENSG00000126215.14	XRCC3	True	18
ENSG00000126217.21	MCF2L	False	21
ENSG00000126243.9	LRFN3	False	17
ENSG00000126243.9	LRFN3	True	9
ENSG00000126266.3	FFAR1	False	20
ENSG00000126266.3	FFAR1	True	8
ENSG00000126353.3	CCR7	False	24
ENSG00000126353.3	CCR7	True	17
ENSG00000126391.14	FRMD8	False	27
ENSG00000126391.14	FRMD8	True	15
ENSG00000126453.9	BCL2L12	False	10
ENSG00000126453.9	BCL2L12	True	12
ENSG00000126456.16	IRF3	False	10
ENSG00000126456.16	IRF3	True	12
ENSG00000126457.21	PRMT1	False	10
ENSG00000126457.21	PRMT1	True	12
ENSG00000126461.15	SCAF1	False	22
ENSG00000126524.10	SBDS	False	25
ENSG00000126524.10	SBDS	True	10
ENSG00000126561.16	STAT5A	False	73
ENSG00000126581.13	BECN1	False	64
ENSG00000126581.13	BECN1	True	9
ENSG00000126602.11	TRAP1	False	19
ENSG00000126602.11	TRAP1	True	9
ENSG00000126603.8	GLIS2	False	26
ENSG00000126603.8	GLIS2	True	18
ENSG00000126653.18	NSRP1	False	18
ENSG00000126653.18	NSRP1	True	28
ENSG00000126698.11	DNAJC8	False	54
ENSG00000126705.15	AHDC1	False	33
ENSG00000126705.15	AHDC1	True	30
ENSG00000126709.15	IFI6	False	38
ENSG00000126709.15	IFI6	True	25
ENSG00000126773.13	PCNX4	False	4
ENSG00000126773.13	PCNX4	True	16
ENSG00000126775.9	ATG14	False	3
ENSG00000126775.9	ATG14	True	10
ENSG00000126777.18	KTN1	False	13
ENSG00000126778.12	SIX1	False	15
ENSG00000126778.12	SIX1	True	26
ENSG00000126785.13	RHOJ	False	2
ENSG00000126787.13	DLGAP5	False	13
ENSG00000126804.13	ZBTB1	False	36
ENSG00000126814.7	TRMT5	False	38
ENSG00000126814.7	TRMT5	True	3
ENSG00000126870.16	WDR60	False	6
ENSG00000126870.16	WDR60	True	7
ENSG00000126883.17	NUP214	False	42
ENSG00000127080.10	IPPK	False	42
ENSG00000127124.16	HIVEP3	False	24
ENSG00000127124.16	HIVEP3	True	3
ENSG00000127125.9	PPCS	False	17
ENSG00000127125.9	PPCS	True	10
ENSG00000127152.18	BCL11B	False	8
ENSG00000127152.18	BCL11B	True	12
ENSG00000127220.6	ABHD8	False	12
ENSG00000127241.16	MASP1	False	27
ENSG00000127249.15	ATP13A4	True	4
ENSG00000127314.18	RAP1B	False	9
ENSG00000127314.18	RAP1B	True	6
ENSG00000127324.9	TSPAN8	False	11
ENSG00000127329.15	PTPRB	False	11
ENSG00000127334.10	DYRK2	False	13
ENSG00000127334.10	DYRK2	True	2
ENSG00000127337.7	YEATS4	False	8
ENSG00000127337.7	YEATS4	True	6
ENSG00000127423.10	AUNIP	False	48
ENSG00000127452.9	FBXL12	False	18
ENSG00000127463.15	EMC1	False	50
ENSG00000127463.15	EMC1	True	19
ENSG00000127481.15	UBR4	False	69
ENSG00000127483.19	HP1BP3	False	74
ENSG00000127483.19	HP1BP3	True	3
ENSG00000127527.14	EPS15L1	False	23
ENSG00000127554.13	GFER	False	41
ENSG00000127554.13	GFER	True	10
ENSG00000127561.15	SYNGR3	False	41
ENSG00000127561.15	SYNGR3	True	10
ENSG00000127585.12	FBXL16	False	35
ENSG00000127585.12	FBXL16	True	16
ENSG00000127586.17	CHTF18	False	51
ENSG00000127588.5	GNG13	False	36
ENSG00000127588.5	GNG13	True	15
ENSG00000127603.28	MACF1	False	21
ENSG00000127603.28	MACF1	True	34
ENSG00000127616.18	SMARCA4	False	18
ENSG00000127663.15	KDM4B	False	43
ENSG00000127666.9	TICAM1	False	43
ENSG00000127720.8	METTL25	False	1
ENSG00000127743.6	IL17B	False	28
ENSG00000127774.7	EMC6	False	35
ENSG00000127774.7	EMC6	True	6
ENSG00000127804.13	METTL16	False	25
ENSG00000127824.14	TUBA4A	False	5
ENSG00000127824.14	TUBA4A	True	13
ENSG00000127831.11	VIL1	False	20
ENSG00000127831.11	VIL1	True	5
ENSG00000127837.9	AAMP	False	11
ENSG00000127837.9	AAMP	True	14
ENSG00000127838.14	PNKD	False	10
ENSG00000127838.14	PNKD	True	15
ENSG00000127863.15	TNFRSF19	False	28
ENSG00000127863.15	TNFRSF19	True	33
ENSG00000127870.17	RNF6	False	6
ENSG00000127914.16	AKAP9	False	34
ENSG00000127922.9	SEM1	False	24
ENSG00000127928.13	GNGT1	False	14
ENSG00000127946.17	HIP1	False	23
ENSG00000127947.16	PTPN12	False	11
ENSG00000127952.17	STYXL1	False	23
ENSG00000127989.14	MTERF1	False	31
ENSG00000127989.14	MTERF1	True	3
ENSG00000127990.19	SGCE	False	14
ENSG00000127995.17	CASD1	False	14
ENSG00000128011.4	LRFN1	False	33
ENSG00000128011.4	LRFN1	True	13
ENSG00000128039.11	SRD5A3	False	3
ENSG00000128039.11	SRD5A3	True	14
ENSG00000128040.11	SPINK2	False	4
ENSG00000128040.11	SPINK2	True	8
ENSG00000128050.8	PAICS	False	7
ENSG00000128050.8	PAICS	True	5
ENSG00000128059.8	PPAT	False	7
ENSG00000128059.8	PPAT	True	5
ENSG00000128159.12	TUBGCP6	False	90
ENSG00000128159.12	TUBGCP6	True	15
ENSG00000128165.9	ADM2	False	22
ENSG00000128165.9	ADM2	True	12
ENSG00000128191.16	DGCR8	False	57
ENSG00000128242.13	GAL3ST1	False	107
ENSG00000128245.15	YWHAH	False	45
ENSG00000128245.15	YWHAH	True	8
ENSG00000128254.15	C22orf24	False	45
ENSG00000128254.15	C22orf24	True	8
ENSG00000128266.9	GNAZ	False	29
ENSG00000128268.12	MGAT3	False	72
ENSG00000128271.22	ADORA2A	False	3
ENSG00000128271.22	ADORA2A	True	8
ENSG00000128272.14	ATF4	False	19
ENSG00000128272.14	ATF4	True	53
ENSG00000128274.17	A4GALT	False	79
ENSG00000128284.19	APOL3	False	71
ENSG00000128284.19	APOL3	True	12
ENSG00000128285.4	MCHR1	False	24
ENSG00000128285.4	MCHR1	True	6
ENSG00000128294.16	TPST2	False	58
ENSG00000128298.17	BAIAP2L2	False	64
ENSG00000128298.17	BAIAP2L2	True	29
ENSG00000128310.3	GALR3	False	86
ENSG00000128310.3	GALR3	True	7
ENSG00000128313.2	APOL5	False	83
ENSG00000128322.7	IGLL1	False	10
ENSG00000128322.7	IGLL1	True	19
ENSG00000128340.15	RAC2	False	88
ENSG00000128340.15	RAC2	True	5
ENSG00000128342.5	LIF	False	31
ENSG00000128342.5	LIF	True	24
ENSG00000128383.13	APOBEC3A	False	72
ENSG00000128408.9	RIBC2	False	67
ENSG00000128487.16	SPECC1	False	27
ENSG00000128512.23	DOCK4	False	15
ENSG00000128512.23	DOCK4	True	8
ENSG00000128524.5	ATP6V1F	False	13
ENSG00000128536.16	CDHR3	False	22
ENSG00000128536.16	CDHR3	True	6
ENSG00000128567.17	PODXL	False	55
ENSG00000128578.10	STRIP2	False	13
ENSG00000128585.18	MKLN1	False	8
ENSG00000128585.18	MKLN1	True	47
ENSG00000128602.11	SMO	False	13
ENSG00000128607.14	KLHDC10	True	3
ENSG00000128609.15	NDUFA5	False	7
ENSG00000128609.15	NDUFA5	True	2
ENSG00000128626.11	MRPS12	False	30
ENSG00000128626.11	MRPS12	True	16
ENSG00000128641.19	MYO1B	False	3
ENSG00000128641.19	MYO1B	True	4
ENSG00000128652.11	HOXD3	False	12
ENSG00000128652.11	HOXD3	True	20
ENSG00000128655.18	PDE11A	False	18
ENSG00000128656.14	CHN1	False	11
ENSG00000128656.14	CHN1	True	6
ENSG00000128683.14	GAD1	False	5
ENSG00000128683.14	GAD1	True	3
ENSG00000128694.12	OSGEPL1	False	10
ENSG00000128694.12	OSGEPL1	True	2
ENSG00000128699.14	ORMDL1	False	9
ENSG00000128699.14	ORMDL1	True	3
ENSG00000128708.13	HAT1	False	28
ENSG00000128708.13	HAT1	True	7
ENSG00000128709.13	HOXD9	False	9
ENSG00000128709.13	HOXD9	True	23
ENSG00000128710.5	HOXD10	False	17
ENSG00000128710.5	HOXD10	True	24
ENSG00000128713.14	HOXD11	False	26
ENSG00000128713.14	HOXD11	True	15
ENSG00000128714.6	HOXD13	False	28
ENSG00000128714.6	HOXD13	True	13
ENSG00000128731.17	HERC2	False	5
ENSG00000128789.21	PSMG2	False	47
ENSG00000128789.21	PSMG2	True	9
ENSG00000128791.12	TWSG1	False	2
ENSG00000128791.12	TWSG1	True	18
ENSG00000128805.14	ARHGAP22	False	3
ENSG00000128805.14	ARHGAP22	True	18
ENSG00000128815.19	WDFY4	False	3
ENSG00000128815.19	WDFY4	True	18
ENSG00000128829.12	EIF2AK4	False	28
ENSG00000128833.13	MYO5C	False	14
ENSG00000128849.10	CGNL1	False	1
ENSG00000128849.10	CGNL1	True	11
ENSG00000128881.17	TTBK2	False	14
ENSG00000128881.17	TTBK2	True	6
ENSG00000128908.17	INO80	False	8
ENSG00000128915.12	ICE2	False	24
ENSG00000128915.12	ICE2	True	10
ENSG00000128917.8	DLL4	True	8
ENSG00000128918.15	ALDH1A2	False	49
ENSG00000128923.11	MINDY2	False	19
ENSG00000128923.11	MINDY2	True	30
ENSG00000128973.13	CLN6	False	17
ENSG00000128989.10	ARPP19	False	12
ENSG00000128989.10	ARPP19	True	2
ENSG00000129003.18	VPS13C	False	8
ENSG00000129007.14	CALML4	False	53
ENSG00000129007.14	CALML4	True	5
ENSG00000129055.12	ANAPC13	False	1
ENSG00000129055.12	ANAPC13	True	16
ENSG00000129083.12	COPB1	False	15
ENSG00000129083.12	COPB1	True	11
ENSG00000129084.17	PSMA1	False	9
ENSG00000129084.17	PSMA1	True	17
ENSG00000129103.18	SUMF2	False	4
ENSG00000129116.19	PALLD	False	9
ENSG00000129116.19	PALLD	True	15
ENSG00000129151.9	BBOX1	False	16
ENSG00000129152.4	MYOD1	False	10
ENSG00000129152.4	MYOD1	True	2
ENSG00000129158.11	SERGEF	False	12
ENSG00000129159.7	KCNC1	False	10
ENSG00000129159.7	KCNC1	True	2
ENSG00000129170.10	CSRP3	False	15
ENSG00000129173.13	E2F8	False	10
ENSG00000129173.13	E2F8	True	5
ENSG00000129187.14	DCTD	False	1
ENSG00000129187.14	DCTD	True	7
ENSG00000129195.16	PIMREG	False	15
ENSG00000129195.16	PIMREG	True	8
ENSG00000129221.16	AIPL1	False	13
ENSG00000129221.16	AIPL1	True	8
ENSG00000129226.14	CD68	False	24
ENSG00000129226.14	CD68	True	11
ENSG00000129235.11	TXNDC17	False	13
ENSG00000129235.11	TXNDC17	True	10
ENSG00000129250.12	KIF1C	False	39
ENSG00000129250.12	KIF1C	True	2
ENSG00000129255.16	MPDU1	False	24
ENSG00000129255.16	MPDU1	True	11
ENSG00000129292.20	PHF20L1	False	43
ENSG00000129295.9	LRRC6	False	1
ENSG00000129315.11	CCNT1	False	29
ENSG00000129315.11	CCNT1	True	5
ENSG00000129317.14	PUS7L	False	9
ENSG00000129317.14	PUS7L	True	1
ENSG00000129422.14	MTUS1	False	42
ENSG00000129465.16	RIPK3	False	33
ENSG00000129465.16	RIPK3	True	9
ENSG00000129467.13	ADCY4	False	33
ENSG00000129467.13	ADCY4	True	9
ENSG00000129473.9	BCL2L2	False	41
ENSG00000129473.9	BCL2L2	True	8
ENSG00000129474.16	AJUBA	False	44
ENSG00000129474.16	AJUBA	True	5
ENSG00000129484.13	PARP2	False	8
ENSG00000129484.13	PARP2	True	12
ENSG00000129493.15	HEATR5A	False	21
ENSG00000129514.7	FOXA1	False	41
ENSG00000129515.20	SNX6	False	16
ENSG00000129515.20	SNX6	True	6
ENSG00000129521.14	EGLN3	False	20
ENSG00000129534.14	MIS18BP1	True	15
ENSG00000129535.12	NRL	False	32
ENSG00000129535.12	NRL	True	10
ENSG00000129562.11	DAD1	False	49
ENSG00000129566.13	TEP1	False	12
ENSG00000129566.13	TEP1	True	8
ENSG00000129595.13	EPB41L4A	False	1
ENSG00000129595.13	EPB41L4A	True	2
ENSG00000129596.5	CDO1	False	4
ENSG00000129596.5	CDO1	True	8
ENSG00000129636.13	ITFG1	False	17
ENSG00000129646.14	QRICH2	False	18
ENSG00000129646.14	QRICH2	True	23
ENSG00000129657.16	SEC14L1	False	71
ENSG00000129657.16	SEC14L1	True	16
ENSG00000129667.12	RHBDF2	False	28
ENSG00000129667.12	RHBDF2	True	13
ENSG00000129673.9	AANAT	False	41
ENSG00000129675.16	ARHGEF6	False	1
ENSG00000129682.16	FGF13	False	1
ENSG00000129691.16	ASH2L	False	34
ENSG00000129691.16	ASH2L	True	6
ENSG00000129757.13	CDKN1C	False	19
ENSG00000129757.13	CDKN1C	True	21
ENSG00000129810.15	SGO1	False	3
ENSG00000129910.8	CDH15	False	34
ENSG00000129910.8	CDH15	True	3
ENSG00000129925.11	PGAP6	False	51
ENSG00000129933.21	MAU2	False	54
ENSG00000129965.15	INS-IGF2	False	36
ENSG00000129965.15	INS-IGF2	True	15
ENSG00000129988.6	LBP	False	48
ENSG00000129988.6	LBP	True	6
ENSG00000129991.13	TNNI3	False	25
ENSG00000129993.15	CBFA2T3	False	37
ENSG00000130023.16	ERMARD	False	46
ENSG00000130035.8	GALNT8	False	14
ENSG00000130038.10	CRACR2A	False	10
ENSG00000130038.10	CRACR2A	True	22
ENSG00000130045.16	NXNL2	False	29
ENSG00000130052.13	STARD8	False	1
ENSG00000130054.4	FAM155B	True	2
ENSG00000130066.16	SAT1	False	5
ENSG00000130066.16	SAT1	True	17
ENSG00000130147.16	SH3BP4	False	36
ENSG00000130147.16	SH3BP4	True	14
ENSG00000130158.14	DOCK6	False	18
ENSG00000130164.14	LDLR	False	18
ENSG00000130167.13	TSPAN16	False	15
ENSG00000130167.13	TSPAN16	True	10
ENSG00000130175.9	PRKCSH	False	19
ENSG00000130175.9	PRKCSH	True	6
ENSG00000130177.16	CDC16	True	17
ENSG00000130222.11	GADD45G	False	4
ENSG00000130222.11	GADD45G	True	57
ENSG00000130227.17	XPO7	False	20
ENSG00000130227.17	XPO7	True	20
ENSG00000130234.11	ACE2	False	9
ENSG00000130244.12	FAM98C	False	35
ENSG00000130244.12	FAM98C	True	11
ENSG00000130254.12	SAFB2	False	43
ENSG00000130255.13	RPL36	False	43
ENSG00000130270.16	ATP8B3	False	26
ENSG00000130270.16	ATP8B3	True	5
ENSG00000130283.9	GDF1	False	25
ENSG00000130283.9	GDF1	True	36
ENSG00000130307.12	USHBP1	False	2
ENSG00000130307.12	USHBP1	True	10
ENSG00000130312.6	MRPL34	False	2
ENSG00000130312.6	MRPL34	True	10
ENSG00000130338.13	TULP4	False	9
ENSG00000130338.13	TULP4	True	24
ENSG00000130340.16	SNX9	False	36
ENSG00000130347.13	RTN4IP1	False	17
ENSG00000130363.12	RSPH3	False	37
ENSG00000130377.13	ACSBG2	False	22
ENSG00000130377.13	ACSBG2	True	3
ENSG00000130382.9	MLLT1	False	20
ENSG00000130382.9	MLLT1	True	5
ENSG00000130396.20	AFDN	False	51
ENSG00000130402.12	ACTN4	False	46
ENSG00000130413.15	STK33	False	12
ENSG00000130414.12	NDUFA10	False	54
ENSG00000130414.12	NDUFA10	True	10
ENSG00000130427.3	EPO	False	20
ENSG00000130427.3	EPO	True	25
ENSG00000130449.6	ZSWIM6	False	9
ENSG00000130449.6	ZSWIM6	True	9
ENSG00000130508.11	PXDN	True	24
ENSG00000130511.16	SSBP4	False	53
ENSG00000130511.16	SSBP4	True	13
ENSG00000130518.17	IQCN	False	14
ENSG00000130518.17	IQCN	True	10
ENSG00000130522.6	JUND	False	14
ENSG00000130522.6	JUND	True	10
ENSG00000130529.16	TRPM4	False	22
ENSG00000130540.14	SULT4A1	False	79
ENSG00000130558.19	OLFM1	False	48
ENSG00000130558.19	OLFM1	True	3
ENSG00000130560.9	UBAC1	False	35
ENSG00000130560.9	UBAC1	True	17
ENSG00000130584.11	ZBTB46	False	39
ENSG00000130589.16	HELZ2	False	85
ENSG00000130590.14	SAMD10	False	16
ENSG00000130590.14	SAMD10	True	23
ENSG00000130592.15	LSP1	False	27
ENSG00000130592.15	LSP1	True	19
ENSG00000130598.16	TNNI2	False	27
ENSG00000130598.16	TNNI2	True	16
ENSG00000130635.16	COL5A1	False	41
ENSG00000130635.16	COL5A1	True	10
ENSG00000130638.17	ATXN10	False	67
ENSG00000130669.17	PAK4	False	33
ENSG00000130669.17	PAK4	True	13
ENSG00000130675.15	MNX1	False	2
ENSG00000130675.15	MNX1	True	17
ENSG00000130699.18	TAF4	False	81
ENSG00000130701.4	RBBP8NL	False	49
ENSG00000130701.4	RBBP8NL	True	26
ENSG00000130702.15	LAMA5	False	75
ENSG00000130703.16	OSBPL2	False	81
ENSG00000130706.13	ADRM1	False	70
ENSG00000130706.13	ADRM1	True	11
ENSG00000130707.18	ASS1	False	1
ENSG00000130707.18	ASS1	True	8
ENSG00000130711.4	PRDM12	False	1
ENSG00000130711.4	PRDM12	True	8
ENSG00000130713.16	EXOSC2	False	18
ENSG00000130713.16	EXOSC2	True	4
ENSG00000130714.16	POMT1	False	20
ENSG00000130714.16	POMT1	True	21
ENSG00000130720.13	FIBCD1	False	12
ENSG00000130720.13	FIBCD1	True	10
ENSG00000130723.20	PRRC2B	False	20
ENSG00000130723.20	PRRC2B	True	21
ENSG00000130741.11	EIF2S3	False	14
ENSG00000130741.11	EIF2S3	True	10
ENSG00000130755.13	GMFG	False	33
ENSG00000130755.13	GMFG	True	13
ENSG00000130762.15	ARHGEF16	False	8
ENSG00000130762.15	ARHGEF16	True	12
ENSG00000130766.5	SESN2	False	25
ENSG00000130779.20	CLIP1	False	27
ENSG00000130783.14	CCDC62	False	26
ENSG00000130783.14	CCDC62	True	23
ENSG00000130787.14	HIP1R	False	49
ENSG00000130803.15	ZNF317	False	12
