Seq_Depth	Est_N_Loops	Frac_Saturation	Model
650000000	3863.3878898735	0.68464675004067	PCa57294
700000000	4032.97889938506	0.714700665621486	PCa57294
750000000	4186.40748189203	0.741890371488733	PCa57294
800000000	4325.21395517088	0.766488833647832	PCa57294
850000000	4450.79184104646	0.788743003793949	PCa57294
900000000	4564.40185539572	0.808876298537708	PCa57294
950000000	4667.18456487075	0.827090842354781	PCa57294
1000000000	4760.171837406	0.843569496777051	PCa57294
50000000	0	0	PCa58215
100000000	704.11728042468	0.107273510283983	PCa58215
150000000	1511.10885184484	0.230220100351501	PCa58215
200000000	2206.96127475502	0.336234445007505	PCa58215
250000000	2806.98066977528	0.427648458740379	PCa58215
300000000	3324.36519348621	0.506472903997003	PCa58215
350000000	3770.49534793988	0.574441620349079	PCa58215
400000000	4155.18430864805	0.633049662403911	PCa58215
450000000	4486.89377731636	0.683586185349382	PCa58215
500000000	4772.92010726785	0.727162801490709	PCa58215
550000000	5019.55479561112	0.764738031515487	PCa58215
600000000	5232.22287237348	0.797138388322356	PCa58215
650000000	5415.60223063655	0.825076557177747	PCa58215
700000000	5573.72652248573	0.849167072095376	PCa58215
750000000	5710.0738840952	0.869939833259518	PCa58215
800000000	5827.64344156454	0.88785176282424	PCa58215
850000000	5929.02128034611	0.903296855472078	PCa58215
900000000	6016.43732934078	0.91661484480641	PCa58215
950000000	6091.81441089707	0.928098676205391	PCa58215
1000000000	6156.81053562802	0.938000950511937	PCa58215
50000000	11.4567724229182	0.00119685192927192	Benign-Prostate-1648133
100000000	839.197445950647	0.0876682406832922	Benign-Prostate-1648133
150000000	1595.27646552145	0.16665336841832	Benign-Prostate-1648133
200000000	2285.89793927219	0.238800358228618	Benign-Prostate-1648133
250000000	2916.7288546392	0.304701221947535	Benign-Prostate-1648133
300000000	3492.94557958629	0.364896717980265	Benign-Prostate-1648133
350000000	4019.27633798861	0.419880788569712	Benign-Prostate-1648133
400000000	4500.04000770992	0.470104612906029	Benign-Prostate-1648133
450000000	4939.18155973608	0.515980309338175	Benign-Prostate-1648133
500000000	5340.30442916534	0.557884317066488	Benign-Prostate-1648133
550000000	5706.70008367988	0.596160485065196	Benign-Prostate-1648133
600000000	6041.37503212685	0.631122893581443	Benign-Prostate-1648133
650000000	6347.07549483128	0.663058431363026	Benign-Prostate-1648133
700000000	6626.30993807645	0.692229149762618	Benign-Prostate-1648133
750000000	6881.36965766161	0.718874413035404	Benign-Prostate-1648133
800000000	7114.34758043791	0.743212862474689	Benign-Prostate-1648133
850000000	7327.15543810138	0.765444210502449	Benign-Prostate-1648133
900000000	7521.53945416456	0.785750879436489	Benign-Prostate-1648133
950000000	7699.09467282853	0.804299498381313	Benign-Prostate-1648133
1000000000	7861.27804733277	0.821242270525667	Benign-Prostate-1648133
50000000	79.1477615099384	0.0103513317577099	Benign-Prostate-1595983
100000000	1012.20582484776	0.132381233533306	Benign-Prostate-1595983
150000000	1830.2119637261	0.239364081333869	Benign-Prostate-1595983
200000000	2547.35280365299	0.333155271501059	Benign-Prostate-1595983
250000000	3176.0656700335	0.415381418344494	Benign-Prostate-1595983
300000000	3727.25428786857	0.487468564404437	Benign-Prostate-1595983
350000000	4210.4778843252	0.550666912211761	Benign-Prostate-1595983
400000000	4634.11697377089	0.606072506466449	Benign-Prostate-1595983
450000000	5005.51870047129	0.65464624266718	Benign-Prostate-1595983
500000000	5331.12425961959	0.697230531857412	Benign-Prostate-1595983
550000000	5616.58060655197	0.734563910503503	Benign-Prostate-1595983
600000000	5866.83839151464	0.767293848883035	Benign-Prostate-1595983
650000000	6086.23781845838	0.795987980118331	Benign-Prostate-1595983
700000000	6278.58391690412	0.821143944599563	Benign-Prostate-1595983
750000000	6447.21253231425	0.8431980205286	Benign-Prostate-1595983
800000000	6595.04817943634	0.862532690262556	Benign-Prostate-1595983
850000000	6724.65476196597	0.879483273679609	Benign-Prostate-1595983
900000000	6838.2800381562	0.894343743609118	Benign-Prostate-1595983
950000000	6937.89460353797	0.907371824182657	Benign-Prostate-1595983
1000000000	7025.22606682599	0.91879346052631	Benign-Prostate-1595983
50000000	13.0912409525154	0.000993096404526511	Benign-Prostate-3320942
100000000	825.540547195185	0.0626251821492035	Benign-Prostate-3320942
150000000	1587.8671314373	0.12045497786008	Benign-Prostate-3320942
200000000	2303.16323247018	0.174717059559149	Benign-Prostate-3320942
250000000	2974.33031850524	0.225631531487028	Benign-Prostate-3320942
300000000	3604.09085645075	0.273404918915682	Benign-Prostate-3320942
350000000	4194.99935510245	0.318231005880525	Benign-Prostate-3320942
400000000	4749.45272704274	0.360291621230034	Benign-Prostate-3320942
450000000	5269.70001127946	0.399757376181317	Benign-Prostate-3320942
500000000	5757.85149606263	0.436788356373405	Benign-Prostate-3320942
550000000	6215.88727888391	0.471534771225459	Benign-Prostate-3320942
600000000	6645.66529838107	0.504137563233893	Benign-Prostate-3320942
650000000	7048.92887072727	0.534728979679908	Benign-Prostate-3320942
700000000	7427.31376107528	0.563433109066479	Benign-Prostate-3320942
750000000	7782.35481874056	0.590366384460736	Benign-Prostate-3320942
800000000	8115.49220303767	0.615638055783481	Benign-Prostate-3320942
850000000	8428.07722502391	0.639350632961562	Benign-Prostate-3320942
900000000	8721.37782884625	0.661600301740705	Benign-Prostate-3320942
950000000	8996.58373492557	0.682477313845453	Benign-Prostate-3320942
1000000000	9254.81126584064	0.702066353068832	Benign-Prostate-3320942
50000000	0	0	Benign-Prostate-3330581
100000000	967.668722224044	0.00965738551050759	Benign-Prostate-3330581
150000000	2041.05888068523	0.0203698765990069	Benign-Prostate-3330581
200000000	3102.83822654604	0.0309664911578665	Benign-Prostate-3330581
250000000	4153.13235343911	0.0414484826182456	Benign-Prostate-3330581
300000000	5192.06549645648	0.0518170908529953	Benign-Prostate-3330581
350000000	6219.76054684482	0.0620735423233187	Benign-Prostate-3330581
400000000	7236.33906654171	0.0722190502238428	Benign-Prostate-3330581
450000000	8241.92130255491	0.0822548146261247	Benign-Prostate-3330581
500000000	9236.62620118563	0.092182022620601	Benign-Prostate-3330581
550000000	10220.5714220984	0.102001848457005	Benign-Prostate-3330581
600000000	11193.8733522384	0.111715453683265	Benign-Prostate-3330581
650000000	12156.6471195988	0.121323987282897	Benign-Prostate-3330581
700000000	13109.0066068381	0.130828585810915	Benign-Prostate-3330581
750000000	14051.0644647515	0.140230373528268	Benign-Prostate-3330581
800000000	14982.9321255957	0.149530462534827	Benign-Prostate-3330581
850000000	15904.7198162695	0.158729952900928	Benign-Prostate-3330581
900000000	16816.5365713526	0.167829932797497	Benign-Prostate-3330581
950000000	17718.4902460024	0.176831478624764	Benign-Prostate-3330581
1000000000	18610.6875287122	0.185735655139587	Benign-Prostate-3330581
