Sample1	Sample2	Window	N_Int	Total	Frac
PCa19121	PCa58215	8	3735	4339	0.860797418760083
PCa19121	PCa58215	9	3436	4012	0.856430707876371
PCa19121	PCa58215	10	3188	3708	0.859762675296656
PCa19121	PCa58215	11	2969	3426	0.866608289550496
PCa19121	PCa58215	12	2791	3228	0.864622057001239
PCa19121	PCa58215	13	2630	3038	0.86570111915734
PCa19121	PCa58215	14	2441	2849	0.856791856791857
PCa19121	PCa58215	15	2333	2697	0.865035224323322
PCa19121	PCa58215	16	2228	2583	0.862562911343399
PCa19121	PCa58215	17	2127	2448	0.868872549019608
PCa19121	PCa58215	18	2021	2349	0.860366113239676
PCa19121	PCa58215	19	1938	2253	0.860186418109188
PCa19121	PCa58215	20	1857	2154	0.862116991643454
PCa19121	PCa58215	21	1765	2061	0.856380397865114
PCa19121	PCa58215	22	1724	2018	0.854311199207136
PCa19121	PCa58215	23	1649	1940	0.85
PCa19121	PCa58215	24	1583	1873	0.845168179391351
PCa19121	PCa58215	25	1525	1818	0.838833883388339
PCa19121	PCa58215	26	1508	1763	0.855360181508792
PCa19121	PCa58215	27	1442	1705	0.84574780058651
PCa19121	PCa58215	28	1411	1664	0.847956730769231
PCa19121	PCa58215	29	1391	1635	0.850764525993884
PCa19121	PCa58215	30	1354	1602	0.845193508114856
PCa19121	PCa13266	3	4743	7158	0.662615255658005
PCa19121	PCa13266	4	4863	6559	0.741423997560604
PCa19121	PCa13266	5	4584	5846	0.784125898049949
PCa19121	PCa13266	6	4216	5254	0.802436239055957
PCa19121	PCa13266	7	3881	4782	0.811585110832288
PCa19121	PCa13266	8	3557	4339	0.81977414150726
PCa19121	PCa13266	9	3255	4012	0.811316051844467
PCa19121	PCa13266	10	3009	3708	0.811488673139159
PCa19121	PCa13266	11	2786	3426	0.813193228254524
PCa19121	PCa13266	12	2624	3228	0.812887236679058
PCa19121	PCa13266	13	2469	3038	0.812705727452271
PCa19121	PCa13266	14	2322	2849	0.815022815022815
PCa19121	PCa13266	15	2190	2697	0.812013348164627
PCa19121	PCa13266	16	2089	2583	0.808749516066589
PCa19121	PCa13266	17	1989	2448	0.8125
PCa19121	PCa13266	18	1908	2349	0.812260536398467
PCa19121	PCa13266	19	1838	2253	0.815801154016866
PCa19121	PCa13266	20	1763	2154	0.818477251624884
PCa19121	PCa13266	21	1671	2061	0.810771470160116
PCa19121	PCa13266	22	1620	2018	0.802775024777007
PCa19121	PCa13266	23	1573	1940	0.810824742268041
PCa19121	PCa13266	24	1504	1873	0.802989855846236
PCa19121	PCa13266	25	1470	1818	0.808580858085809
PCa19121	PCa13266	26	1441	1763	0.817356778218945
PCa19121	PCa13266	27	1395	1705	0.818181818181818
PCa19121	PCa13266	28	1358	1664	0.816105769230769
PCa19121	PCa13266	29	1335	1635	0.81651376146789
PCa19121	PCa13266	30	1308	1602	0.816479400749064
PCa19121	PCa13848	3	5255	7158	0.734143615535066
PCa19121	PCa13848	4	5223	6559	0.79631041317274
PCa19121	PCa13848	5	4926	5846	0.842627437564146
PCa19121	PCa13848	6	4537	5254	0.863532546631138
PCa19121	PCa13848	7	4166	4782	0.871183605186115
PCa19121	PCa13848	8	3861	4339	0.889836367826688
PCa19121	PCa13848	9	3522	4012	0.877866400797607
PCa19121	PCa13848	10	3252	3708	0.877022653721683
PCa19121	PCa13848	11	2966	3426	0.865732632807939
PCa19121	PCa13848	12	2807	3228	0.869578686493185
PCa19121	PCa13848	13	2670	3038	0.878867676102699
PCa19121	PCa13848	14	2499	2849	0.877149877149877
PCa19121	PCa13848	15	2355	2697	0.873192436040045
PCa19121	PCa13848	16	2224	2583	0.861014324428959
PCa19121	PCa13848	17	2127	2448	0.868872549019608
PCa19121	PCa13848	18	2058	2349	0.876117496807152
PCa19121	PCa13848	19	1969	2253	0.873945849977807
PCa19121	PCa13848	20	1887	2154	0.876044568245125
PCa19121	PCa13848	21	1801	2061	0.873847646773411
PCa19121	PCa13848	22	1759	2018	0.871655104063429
PCa19121	PCa13848	23	1682	1940	0.867010309278351
PCa19121	PCa13848	24	1640	1873	0.875600640683396
PCa19121	PCa13848	25	1597	1818	0.878437843784379
PCa19121	PCa13848	26	1544	1763	0.875779920589904
PCa19121	PCa13848	27	1508	1705	0.884457478005865
PCa19121	PCa13848	28	1462	1664	0.878605769230769
PCa19121	PCa13848	29	1419	1635	0.867889908256881
PCa19121	PCa13848	30	1399	1602	0.873283395755306
PCa19121	PCa14121	3	4581	7158	0.639983235540654
PCa19121	PCa14121	4	4794	6559	0.730904101234944
PCa19121	PCa14121	5	4607	5846	0.788060212110845
PCa19121	PCa14121	6	4253	5254	0.809478492577084
PCa19121	PCa14121	7	3989	4782	0.834169803429527
PCa19121	PCa14121	8	3627	4339	0.835906890988707
PCa19121	PCa14121	9	3372	4012	0.840478564307079
PCa19121	PCa14121	10	3083	3708	0.831445523193096
PCa19121	PCa14121	11	2842	3426	0.829538820782253
PCa19121	PCa14121	12	2682	3228	0.830855018587361
PCa19121	PCa14121	13	2519	3038	0.82916392363397
PCa19121	PCa14121	14	2329	2849	0.817479817479818
PCa19121	PCa14121	15	2217	2697	0.82202447163515
PCa19121	PCa14121	16	2100	2583	0.813008130081301
PCa19121	PCa14121	17	2009	2448	0.820669934640523
PCa19121	PCa14121	18	1919	2349	0.816943380161771
PCa19121	PCa14121	19	1844	2253	0.818464269862406
PCa19121	PCa14121	20	1759	2154	0.816620241411328
PCa19121	PCa14121	21	1694	2061	0.821931101407084
PCa19121	PCa14121	22	1628	2018	0.806739345887017
PCa19121	PCa14121	23	1586	1940	0.817525773195876
PCa19121	PCa14121	24	1521	1873	0.812066203950881
PCa19121	PCa14121	25	1477	1818	0.812431243124313
PCa19121	PCa14121	26	1436	1763	0.814520703346568
PCa19121	PCa14121	27	1376	1705	0.807038123167155
PCa19121	PCa14121	28	1347	1664	0.809495192307692
PCa19121	PCa14121	29	1308	1635	0.8
PCa19121	PCa14121	30	1284	1602	0.801498127340824
PCa33173	PCa40507	3	4733	7224	0.655177187153931
PCa33173	PCa40507	4	4915	6565	0.748667174409749
PCa33173	PCa40507	5	4680	5874	0.796731358529111
PCa33173	PCa40507	6	4335	5281	0.820867259988639
PCa33173	PCa40507	7	3985	4744	0.840008431703204
PCa33173	PCa40507	8	3663	4288	0.854244402985075
PCa33173	PCa40507	9	3382	3930	0.860559796437659
PCa33173	PCa40507	10	3183	3630	0.876859504132231
PCa33173	PCa40507	11	2935	3371	0.870661524770098
PCa33173	PCa40507	12	2752	3161	0.870610566276495
PCa33173	PCa40507	13	2582	2955	0.873773265651438
PCa33173	PCa40507	14	2435	2788	0.87338593974175
PCa33173	PCa40507	15	2308	2620	0.880916030534351
PCa33173	PCa40507	16	2210	2488	0.888263665594855
PCa33173	PCa40507	17	2098	2377	0.882625157761885
PCa33173	PCa40507	18	2025	2273	0.890893092828861
PCa33173	PCa40507	19	1949	2190	0.889954337899543
PCa33173	PCa40507	20	1870	2099	0.890900428775607
PCa33173	PCa40507	21	1795	2023	0.887296094908552
PCa33173	PCa40507	22	1723	1946	0.885405960945529
PCa33173	PCa40507	23	1674	1880	0.890425531914894
PCa33173	PCa40507	24	1570	1820	0.862637362637363
PCa33173	PCa40507	25	1554	1752	0.886986301369863
PCa33173	PCa40507	26	1501	1708	0.878805620608899
PCa33173	PCa40507	27	1472	1666	0.883553421368547
PCa33173	PCa40507	28	1427	1626	0.877613776137761
PCa33173	PCa40507	29	1388	1580	0.878481012658228
PCa33173	PCa40507	30	1361	1552	0.876932989690722
PCa33173	PCa51852	3	4788	7224	0.662790697674419
PCa33173	PCa51852	4	4922	6565	0.74973343488195
PCa33173	PCa51852	5	4742	5874	0.807286346612189
PCa33173	PCa51852	6	4404	5281	0.833932967241053
PCa33173	PCa51852	7	4052	4744	0.854131534569983
PCa33173	PCa51852	8	3713	4288	0.865904850746269
PCa33173	PCa51852	9	3441	3930	0.875572519083969
PCa33173	PCa51852	10	3180	3630	0.87603305785124
PCa33173	PCa51852	11	2935	3371	0.870661524770098
PCa33173	PCa51852	12	2769	3161	0.875988611198988
PCa33173	PCa51852	13	2577	2955	0.872081218274112
PCa33173	PCa51852	14	2443	2788	0.876255380200861
PCa33173	PCa51852	15	2297	2620	0.876717557251908
PCa33173	PCa51852	16	2207	2488	0.887057877813505
PCa33173	PCa51852	17	2085	2377	0.877156079091292
PCa33173	PCa51852	18	1986	2273	0.873735151781786
PCa33173	PCa51852	19	1924	2190	0.878538812785388
PCa33173	PCa51852	20	1814	2099	0.864221057646498
PCa33173	PCa51852	21	1746	2023	0.863074641621354
PCa33173	PCa51852	22	1703	1946	0.875128468653649
PCa33173	PCa51852	23	1636	1880	0.870212765957447
PCa33173	PCa51852	24	1583	1820	0.86978021978022
PCa33173	PCa51852	25	1529	1752	0.872716894977169
PCa33173	PCa51852	26	1480	1708	0.866510538641686
PCa33173	PCa51852	27	1449	1666	0.869747899159664
PCa33173	PCa51852	28	1405	1626	0.864083640836408
PCa33173	PCa51852	29	1367	1580	0.865189873417721
PCa33173	PCa51852	30	1341	1552	0.864046391752577
PCa33173	PCa53687	3	4749	7224	0.657392026578073
PCa33173	PCa53687	4	4928	6565	0.750647372429551
PCa33173	PCa53687	5	4697	5874	0.799625468164794
PCa33173	PCa53687	6	4267	5281	0.807990910812346
PCa33173	PCa53687	7	3909	4744	0.823988195615514
PCa33173	PCa53687	8	3585	4288	0.836054104477612
PCa33173	PCa53687	9	3316	3930	0.843765903307888
PCa33173	PCa53687	10	3048	3630	0.839669421487603
PCa33173	PCa53687	11	2842	3371	0.843073272026105
PCa33173	PCa53687	12	2683	3161	0.848782031002847
PCa33173	PCa53687	13	2506	2955	0.848054145516075
PCa33173	PCa53687	14	2323	2788	0.833213773314204
PCa33173	PCa53687	15	2206	2620	0.841984732824427
PCa33173	PCa53687	16	2102	2488	0.844855305466238
PCa33173	PCa53687	17	2004	2377	0.843079511989903
PCa33173	PCa53687	18	1900	2273	0.835899692036956
PCa33173	PCa53687	19	1846	2190	0.842922374429224
PCa33173	PCa53687	20	1770	2099	0.843258694616484
PCa33173	PCa53687	21	1697	2023	0.838853188334157
PCa33173	PCa53687	22	1645	1946	0.845323741007194
PCa33173	PCa53687	23	1554	1880	0.826595744680851
PCa33173	PCa53687	24	1513	1820	0.831318681318681
PCa33173	PCa53687	25	1457	1752	0.83162100456621
PCa33173	PCa53687	26	1420	1708	0.831381733021077
PCa33173	PCa53687	27	1360	1666	0.816326530612245
PCa33173	PCa53687	28	1317	1626	0.809963099630996
PCa33173	PCa53687	29	1288	1580	0.815189873417722
PCa33173	PCa53687	30	1289	1552	0.830541237113402
PCa33173	PCa56413	3	5218	7224	0.722314507198228
PCa33173	PCa56413	4	5190	6565	0.790555978674791
PCa33173	PCa56413	5	4915	5874	0.836738168198842
PCa33173	PCa56413	6	4511	5281	0.854194281386101
PCa33173	PCa56413	7	4117	4744	0.86783305227656
PCa33173	PCa56413	8	3726	4288	0.868936567164179
PCa33173	PCa56413	9	3416	3930	0.869211195928753
PCa33173	PCa56413	10	3139	3630	0.864738292011019
PCa33173	PCa56413	11	2945	3371	0.873628003559775
PCa33173	PCa56413	12	2768	3161	0.875672255615312
PCa33173	PCa56413	13	2585	2955	0.874788494077834
PCa33173	PCa56413	14	2455	2788	0.880559540889527
PCa33173	PCa56413	15	2308	2620	0.880916030534351
PCa33173	PCa56413	16	2181	2488	0.876607717041801
PCa33173	PCa56413	17	2079	2377	0.874631888935633
PCa33173	PCa56413	18	1974	2273	0.868455785305763
PCa33173	PCa56413	19	1910	2190	0.872146118721461
PCa33173	PCa56413	20	1821	2099	0.867555979037637
PCa33173	PCa56413	21	1759	2023	0.86950074147306
PCa33173	PCa56413	22	1695	1946	0.871017471736896
PCa33173	PCa56413	23	1646	1880	0.875531914893617
PCa33173	PCa56413	24	1586	1820	0.871428571428572
PCa33173	PCa56413	25	1536	1752	0.876712328767123
PCa33173	PCa56413	26	1486	1708	0.870023419203747
PCa33173	PCa56413	27	1434	1666	0.860744297719088
PCa33173	PCa56413	28	1392	1626	0.856088560885609
PCa33173	PCa56413	29	1354	1580	0.856962025316456
PCa33173	PCa56413	30	1318	1552	0.849226804123711
PCa33173	PCa57054	3	5266	7224	0.728959025470653
PCa33173	PCa57054	4	5272	6565	0.803046458492003
PCa33173	PCa57054	5	4999	5874	0.85103847463398
PCa33173	PCa57054	6	4572	5281	0.86574512402954
PCa33173	PCa57054	7	4165	4744	0.877951096121416
PCa33173	PCa57054	8	3767	4288	0.878498134328358
PCa33173	PCa57054	9	3489	3930	0.887786259541985
PCa33173	PCa57054	10	3218	3630	0.886501377410468
PCa33173	PCa57054	11	2978	3371	0.883417383565708
PCa33173	PCa57054	12	2836	3161	0.897184435305283
PCa33173	PCa57054	13	2623	2955	0.887648054145516
PCa33173	PCa57054	14	2449	2788	0.878407460545194
PCa33173	PCa57054	15	2332	2620	0.890076335877863
PCa33173	PCa57054	16	2233	2488	0.897508038585209
PCa33173	PCa57054	17	2123	2377	0.893142616743795
PCa33173	PCa57054	18	2021	2273	0.88913330400352
PCa33173	PCa57054	19	1961	2190	0.895433789954338
PCa33173	PCa57054	20	1860	2099	0.886136255359695
PCa33173	PCa57054	21	1775	2023	0.877409787444389
PCa33173	PCa57054	22	1731	1946	0.889516957862282
PCa33173	PCa57054	23	1664	1880	0.885106382978723
PCa33173	PCa57054	24	1617	1820	0.888461538461538
PCa33173	PCa57054	25	1569	1752	0.895547945205479
PCa33173	PCa57054	26	1524	1708	0.892271662763466
PCa33173	PCa57054	27	1471	1666	0.882953181272509
PCa33173	PCa57054	28	1429	1626	0.878843788437884
PCa33173	PCa57054	29	1393	1580	0.881645569620253
PCa33173	PCa57054	30	1366	1552	0.880154639175258
PCa33173	PCa57294	3	4883	7224	0.67594130675526
PCa33173	PCa57294	4	5001	6565	0.761766945925362
PCa33173	PCa57294	5	4717	5874	0.803030303030303
PCa33173	PCa57294	6	4312	5281	0.816512024237834
PCa33173	PCa57294	7	3975	4744	0.837900505902192
PCa33173	PCa57294	8	3654	4288	0.85214552238806
PCa33173	PCa57294	9	3355	3930	0.853689567430025
PCa33173	PCa57294	10	3099	3630	0.853719008264463
PCa33173	PCa57294	11	2859	3371	0.848116285968555
PCa33173	PCa57294	12	2690	3161	0.850996520088579
PCa33173	PCa57294	13	2504	2955	0.847377326565144
PCa33173	PCa57294	14	2357	2788	0.845408895265423
PCa33173	PCa57294	15	2243	2620	0.856106870229008
PCa33173	PCa57294	16	2109	2488	0.847668810289389
PCa33173	PCa57294	17	2022	2377	0.850652082456879
PCa33173	PCa57294	18	1923	2273	0.846018477782666
PCa33173	PCa57294	19	1848	2190	0.843835616438356
PCa33173	PCa57294	20	1774	2099	0.845164363982849
PCa33173	PCa57294	21	1677	2023	0.828966880869995
PCa33173	PCa57294	22	1628	1946	0.836587872559096
PCa33173	PCa57294	23	1575	1880	0.837765957446809
PCa33173	PCa57294	24	1510	1820	0.82967032967033
PCa33173	PCa57294	25	1460	1752	0.833333333333333
PCa33173	PCa57294	26	1404	1708	0.822014051522248
PCa33173	PCa57294	27	1373	1666	0.824129651860744
PCa33173	PCa57294	28	1340	1626	0.824108241082411
PCa33173	PCa57294	29	1305	1580	0.825949367088608
PCa33173	PCa57294	30	1273	1552	0.820231958762887
PCa33173	PCa58215	3	5366	7224	0.742801771871539
PCa33173	PCa58215	4	5375	6565	0.818735719725819
PCa33173	PCa58215	5	5072	5874	0.863466121893088
PCa33173	PCa58215	6	4569	5281	0.865177049801174
PCa33173	PCa58215	7	4248	4744	0.895446880269815
PCa33173	PCa58215	8	3835	4288	0.894356343283582
PCa33173	PCa58215	9	3527	3930	0.897455470737914
PCa33173	PCa58215	10	3258	3630	0.897520661157025
PCa33173	PCa58215	11	3009	3371	0.892613467813705
PCa33173	PCa58215	12	2823	3161	0.893071812717495
PCa33173	PCa58215	13	2652	2955	0.89746192893401
PCa33173	PCa58215	14	2529	2788	0.907101865136298
PCa33173	PCa58215	15	2376	2620	0.906870229007634
PCa33173	PCa58215	16	2265	2488	0.910369774919614
PCa33173	PCa58215	17	2165	2377	0.910811947833403
PCa33173	PCa58215	18	2061	2273	0.906731192256929
PCa33173	PCa58215	19	1988	2190	0.907762557077626
PCa33173	PCa58215	20	1889	2099	0.899952358265841
PCa33173	PCa58215	21	1822	2023	0.900642609985171
PCa33173	PCa58215	22	1747	1946	0.897738951695786
PCa33173	PCa58215	23	1663	1880	0.884574468085106
PCa33173	PCa58215	24	1616	1820	0.887912087912088
PCa33173	PCa58215	25	1552	1752	0.885844748858447
PCa33173	PCa58215	26	1533	1708	0.897540983606558
PCa33173	PCa58215	27	1483	1666	0.89015606242497
PCa33173	PCa58215	28	1423	1626	0.875153751537516
PCa33173	PCa58215	29	1385	1580	0.876582278481013
PCa33173	PCa58215	30	1357	1552	0.874355670103093
PCa33173	PCa13266	3	5007	7224	0.693106312292359
PCa33173	PCa13266	4	5130	6565	0.781416603198781
PCa33173	PCa13266	5	4864	5874	0.828055839291794
PCa33173	PCa13266	6	4464	5281	0.84529445180837
PCa33173	PCa13266	7	4093	4744	0.862774030354132
PCa33173	PCa13266	8	3778	4288	0.881063432835821
PCa33173	PCa13266	9	3482	3930	0.886005089058524
PCa33173	PCa13266	10	3262	3630	0.89862258953168
PCa33173	PCa13266	11	2984	3371	0.885197270839514
PCa33173	PCa13266	12	2817	3161	0.891173679215438
PCa33173	PCa13266	13	2608	2955	0.882571912013536
PCa33173	PCa13266	14	2479	2788	0.889167862266858
PCa33173	PCa13266	15	2353	2620	0.898091603053435
PCa33173	PCa13266	16	2261	2488	0.908762057877814
PCa33173	PCa13266	17	2145	2377	0.902397980647875
PCa33173	PCa13266	18	2037	2273	0.896172459304884
PCa33173	PCa13266	19	1960	2190	0.894977168949772
PCa33173	PCa13266	20	1890	2099	0.900428775607432
PCa33173	PCa13266	21	1817	2023	0.89817103311913
PCa33173	PCa13266	22	1761	1946	0.904933196300103
PCa33173	PCa13266	23	1702	1880	0.90531914893617
PCa33173	PCa13266	24	1644	1820	0.903296703296703
PCa33173	PCa13266	25	1594	1752	0.909817351598173
PCa33173	PCa13266	26	1544	1708	0.903981264637002
PCa33173	PCa13266	27	1506	1666	0.903961584633853
PCa33173	PCa13266	28	1470	1626	0.904059040590406
PCa33173	PCa13266	29	1443	1580	0.913291139240506
PCa33173	PCa13266	30	1406	1552	0.905927835051546
PCa33173	PCa13848	3	5409	7224	0.74875415282392
PCa33173	PCa13848	4	5268	6565	0.802437166793603
PCa33173	PCa13848	5	4965	5874	0.845250255362615
PCa33173	PCa13848	6	4531	5281	0.85798144290854
PCa33173	PCa13848	7	4165	4744	0.877951096121416
PCa33173	PCa13848	8	3800	4288	0.886194029850746
PCa33173	PCa13848	9	3502	3930	0.891094147582697
PCa33173	PCa13848	10	3244	3630	0.89366391184573
PCa33173	PCa13848	11	2968	3371	0.880450904776031
PCa33173	PCa13848	12	2803	3161	0.886744701043974
PCa33173	PCa13848	13	2616	2955	0.885279187817259
PCa33173	PCa13848	14	2472	2788	0.886657101865136
PCa33173	PCa13848	15	2348	2620	0.89618320610687
PCa33173	PCa13848	16	2238	2488	0.89951768488746
PCa33173	PCa13848	17	2119	2377	0.891459823306689
PCa33173	PCa13848	18	2016	2273	0.886933567971843
PCa33173	PCa13848	19	1986	2190	0.906849315068493
PCa33173	PCa13848	20	1895	2099	0.902810862315388
PCa33173	PCa13848	21	1799	2023	0.889273356401384
PCa33173	PCa13848	22	1740	1946	0.894141829393628
PCa33173	PCa13848	23	1671	1880	0.888829787234043
PCa33173	PCa13848	24	1616	1820	0.887912087912088
PCa33173	PCa13848	25	1583	1752	0.903538812785388
PCa33173	PCa13848	26	1534	1708	0.898126463700234
PCa33173	PCa13848	27	1496	1666	0.897959183673469
PCa33173	PCa13848	28	1457	1626	0.896063960639606
PCa33173	PCa13848	29	1425	1580	0.901898734177215
PCa33173	PCa13848	30	1380	1552	0.889175257731959
PCa33173	PCa14121	3	4780	7224	0.661683277962348
PCa33173	PCa14121	4	4991	6565	0.76024371667936
PCa33173	PCa14121	5	4778	5874	0.813415049370106
PCa33173	PCa14121	6	4399	5281	0.832986176860443
PCa33173	PCa14121	7	4068	4744	0.857504215851602
PCa33173	PCa14121	8	3711	4288	0.865438432835821
PCa33173	PCa14121	9	3457	3930	0.879643765903308
PCa33173	PCa14121	10	3194	3630	0.879889807162534
PCa33173	PCa14121	11	2938	3371	0.871551468407001
PCa33173	PCa14121	12	2766	3161	0.87503954444796
PCa33173	PCa14121	13	2575	2955	0.871404399323181
PCa33173	PCa14121	14	2411	2788	0.864777618364419
PCa33173	PCa14121	15	2294	2620	0.875572519083969
PCa33173	PCa14121	16	2196	2488	0.882636655948553
PCa33173	PCa14121	17	2099	2377	0.883045856121161
PCa33173	PCa14121	18	1999	2273	0.879454465464144
PCa33173	PCa14121	19	1897	2190	0.866210045662101
PCa33173	PCa14121	20	1823	2099	0.868508813720819
PCa33173	PCa14121	21	1775	2023	0.877409787444389
PCa33173	PCa14121	22	1684	1946	0.865364850976362
PCa33173	PCa14121	23	1634	1880	0.869148936170213
PCa33173	PCa14121	24	1577	1820	0.866483516483516
PCa33173	PCa14121	25	1529	1752	0.872716894977169
PCa33173	PCa14121	26	1504	1708	0.88056206088993
PCa33173	PCa14121	27	1431	1666	0.858943577430972
PCa33173	PCa14121	28	1378	1626	0.847478474784748
PCa33173	PCa14121	29	1362	1580	0.862025316455696
PCa33173	PCa14121	30	1323	1552	0.852448453608247
PCa33173	PCa19121	3	5066	7224	0.701273532668882
PCa33173	PCa19121	4	5089	6565	0.775171363290175
PCa33173	PCa19121	5	4819	5874	0.820394960844399
PCa33173	PCa19121	6	4407	5281	0.834501041469419
PCa33173	PCa19121	7	4066	4744	0.8570826306914
PCa33173	PCa19121	8	3713	4288	0.865904850746269
PCa33173	PCa19121	9	3435	3930	0.874045801526717
PCa33173	PCa19121	10	3129	3630	0.86198347107438
PCa33173	PCa19121	11	2916	3371	0.865025215069712
PCa33173	PCa19121	12	2776	3161	0.87820310028472
PCa33173	PCa19121	13	2602	2955	0.880541455160745
PCa33173	PCa19121	14	2423	2788	0.869081779053085
PCa33173	PCa19121	15	2303	2620	0.879007633587786
PCa33173	PCa19121	16	2207	2488	0.887057877813505
PCa33173	PCa19121	17	2096	2377	0.881783761043332
PCa33173	PCa19121	18	2013	2273	0.885613726352838
PCa33173	PCa19121	19	1921	2190	0.87716894977169
PCa33173	PCa19121	20	1845	2099	0.878989995235827
PCa33173	PCa19121	21	1752	2023	0.866040533860603
PCa33173	PCa19121	22	1720	1946	0.883864337101747
PCa33173	PCa19121	23	1645	1880	0.875
PCa33173	PCa19121	24	1591	1820	0.874175824175824
PCa33173	PCa19121	25	1544	1752	0.881278538812785
PCa33173	PCa19121	26	1512	1708	0.885245901639344
PCa33173	PCa19121	27	1448	1666	0.869147659063625
PCa33173	PCa19121	28	1413	1626	0.8690036900369
PCa33173	PCa19121	29	1383	1580	0.875316455696203
PCa33173	PCa19121	30	1348	1552	0.868556701030928
PCa33173	PCa3023	3	5344	7224	0.739756367663344
PCa33173	PCa3023	4	5247	6565	0.799238385376999
PCa33173	PCa3023	5	4942	5874	0.84133469526728
PCa33173	PCa3023	6	4531	5281	0.85798144290854
PCa33173	PCa3023	7	4164	4744	0.877740303541316
PCa33173	PCa3023	8	3797	4288	0.885494402985075
PCa33173	PCa3023	9	3509	3930	0.892875318066158
PCa33173	PCa3023	10	3242	3630	0.893112947658402
PCa33173	PCa3023	11	3007	3371	0.89202017205577
PCa33173	PCa3023	12	2849	3161	0.901297057893072
PCa33173	PCa3023	13	2657	2955	0.899153976311337
PCa33173	PCa3023	14	2517	2788	0.902797704447633
PCa33173	PCa3023	15	2376	2620	0.906870229007634
PCa33173	PCa3023	16	2281	2488	0.916800643086817
