Sample_ID	size	N
Benign-Prostate-3320942	5280000	1
Benign-Prostate-3320942	560000	27
Benign-Prostate-3320942	2960000	5
Benign-Prostate-3320942	3320000	1
Benign-Prostate-3320942	480000	42
Benign-Prostate-3320942	1280000	9
Benign-Prostate-3320942	2520000	6
Benign-Prostate-3320942	3480000	9
Benign-Prostate-3320942	3240000	2
Benign-Prostate-3320942	5920000	2
Benign-Prostate-3320942	3400000	5
Benign-Prostate-3320942	4560000	3
Benign-Prostate-3320942	2360000	2
Benign-Prostate-3320942	4480000	1
Benign-Prostate-3320942	5120000	3
Benign-Prostate-3320942	3920000	4
Benign-Prostate-3320942	4600000	1
Benign-Prostate-3320942	7000000	1
Benign-Prostate-3320942	7480000	1
Benign-Prostate-3320942	3800000	1
Benign-Prostate-3320942	18440000	1
Benign-Prostate-3320942	5160000	1
Benign-Prostate-3320942	2440000	3
Benign-Prostate-3320942	19920000	1
Benign-Prostate-3320942	6000000	4
Benign-Prostate-3320942	1360000	4
Benign-Prostate-3320942	4240000	5
Benign-Prostate-3320942	8720000	1
Benign-Prostate-3320942	1480000	6
Benign-Prostate-3320942	5320000	1
Benign-Prostate-3320942	920000	11
Benign-Prostate-3320942	760000	16
Benign-Prostate-3320942	1120000	7
Benign-Prostate-3320942	1520000	10
Benign-Prostate-3320942	10960000	1
Benign-Prostate-3320942	4400000	5
Benign-Prostate-3320942	6760000	2
Benign-Prostate-3320942	3440000	7
Benign-Prostate-3320942	1800000	6
Benign-Prostate-3320942	2200000	2
Benign-Prostate-3320942	1600000	5
Benign-Prostate-3320942	4280000	1
Benign-Prostate-3320942	1320000	9
Benign-Prostate-3320942	5760000	1
Benign-Prostate-3320942	1000000	9
Benign-Prostate-3320942	4320000	1
Benign-Prostate-3320942	2080000	4
Benign-Prostate-3320942	1080000	14
Benign-Prostate-3320942	9040000	1
Benign-Prostate-3320942	1720000	9
Benign-Prostate-3320942	3200000	4
Benign-Prostate-3320942	3760000	3
Benign-Prostate-3320942	4960000	2
Benign-Prostate-3320942	2400000	3
Benign-Prostate-3320942	14160000	1
Benign-Prostate-3320942	840000	20
Benign-Prostate-3320942	8480000	1
Benign-Prostate-3320942	3360000	3
Benign-Prostate-3320942	2720000	5
Benign-Prostate-3320942	4120000	2
Benign-Prostate-3320942	3680000	3
Benign-Prostate-3320942	2600000	10
Benign-Prostate-3320942	3040000	3
Benign-Prostate-3320942	7840000	1
Benign-Prostate-3320942	27760000	1
Benign-Prostate-3320942	1760000	7
Benign-Prostate-3320942	28360000	1
Benign-Prostate-3320942	15640000	1
Benign-Prostate-3320942	5000000	3
Benign-Prostate-3320942	12240000	1
Benign-Prostate-3320942	7920000	1
Benign-Prostate-3320942	8000000	1
Benign-Prostate-3320942	5840000	2
Benign-Prostate-3320942	3960000	2
Benign-Prostate-3320942	9600000	1
Benign-Prostate-3320942	12760000	1
Benign-Prostate-3320942	4640000	1
Benign-Prostate-3320942	3720000	2
Benign-Prostate-3320942	10560000	1
Benign-Prostate-3320942	6840000	1
Benign-Prostate-3320942	4360000	2
Benign-Prostate-3320942	6320000	2
Benign-Prostate-3320942	4920000	2
Benign-Prostate-3320942	6960000	1
Benign-Prostate-3320942	5600000	1
Benign-Prostate-3320942	5560000	2
Benign-Prostate-3320942	9120000	1
Benign-Prostate-3320942	18680000	1
Benign-Prostate-3320942	32320000	1
Benign-Prostate-3320942	7520000	1
Benign-Prostate-3320942	4040000	1
Benign-Prostate-3320942	6520000	1
Benign-Prostate-3320942	9320000	1
Benign-Prostate-3320942	6040000	1
Benign-Prostate-3320942	15080000	1
Benign-Prostate-3320942	5720000	2
Benign-Prostate-3320942	8200000	1
Benign-Prostate-3320942	13760000	1
Benign-Prostate-3320942	4160000	1
Benign-Prostate-3320942	11240000	1
Benign-Prostate-3320942	6200000	1
Benign-Prostate-3320942	7800000	2
Benign-Prostate-3320942	3840000	1
Benign-Prostate-3320942	4520000	1
Benign-Prostate-3320942	13920000	1
Benign-Prostate-3320942	9080000	1
Benign-Prostate-3320942	13040000	1
Benign-Prostate-3320942	17120000	1
Benign-Prostate-3320942	12840000	1
Benign-Prostate-3320942	5960000	1
Benign-Prostate-3320942	8920000	1
Benign-Prostate-3320942	7160000	1
Benign-Prostate-3320942	11040000	1
Benign-Prostate-3320942	18720000	1
Benign-Prostate-3320942	9720000	1
Benign-Prostate-3320942	20320000	1
Benign-Prostate-3320942	7960000	1
Benign-Prostate-3320942	5400000	1
Benign-Prostate-3320942	6600000	1
Benign-Prostate-3320942	18920000	1
Benign-Prostate-3320942	6920000	1
Benign-Prostate-3320942	10400000	1
Benign-Prostate-3320942	10760000	1
Benign-Prostate-3320942	19560000	1
Benign-Prostate-3320942	4000000	1
Benign-Prostate-3320942	11520000	1
Benign-Prostate-3320942	17400000	1
Benign-Prostate-3320942	5880000	1
Benign-Prostate-3320942	5080000	1
Benign-Prostate-3320942	19240000	1
Benign-Prostate-3320942	8280000	1
Benign-Prostate-3320942	4680000	1
Benign-Prostate-3320942	2640000	1
Benign-Prostate-3320942	7200000	2
Benign-Prostate-3320942	8360000	1
Benign-Prostate-3320942	4200000	1
Benign-Prostate-3320942	14280000	1
Benign-Prostate-3320942	4760000	2
Benign-Prostate-3320942	4080000	3
Benign-Prostate-3320942	4440000	1
Benign-Prostate-3320942	12600000	1
Benign-Prostate-3320942	7280000	1
Benign-Prostate-3320942	15240000	1
Benign-Prostate-3320942	5040000	2
Benign-Prostate-3320942	2560000	1
Benign-Prostate-3320942	3560000	2
Benign-Prostate-3320942	11760000	1
Benign-Prostate-3320942	6400000	1
Benign-Prostate-3320942	10240000	1
Benign-Prostate-3320942	2920000	1
Benign-Prostate-3320942	6680000	1
Benign-Prostate-3320942	6800000	1
Benign-Prostate-3320942	30240000	1
Benign-Prostate-3330581	33200000	1
Benign-Prostate-3330581	40000	1184
Benign-Prostate-3330581	80000	578
Benign-Prostate-3330581	13600000	1
Benign-Prostate-3330581	320000	67
Benign-Prostate-3330581	2200000	5
Benign-Prostate-3330581	120000	316
Benign-Prostate-3330581	160000	194
Benign-Prostate-3330581	5720000	2
Benign-Prostate-3330581	1240000	12
Benign-Prostate-3330581	280000	105
Benign-Prostate-3330581	4120000	4
Benign-Prostate-3330581	200000	142
Benign-Prostate-3330581	520000	38
Benign-Prostate-3330581	600000	26
Benign-Prostate-3330581	1040000	13
Benign-Prostate-3330581	18120000	1
Benign-Prostate-3330581	7200000	2
Benign-Prostate-3330581	1080000	13
Benign-Prostate-3330581	360000	70
Benign-Prostate-3330581	1160000	10
Benign-Prostate-3330581	13720000	1
Benign-Prostate-3330581	1840000	6
Benign-Prostate-3330581	3720000	3
Benign-Prostate-3330581	560000	36
Benign-Prostate-3330581	840000	28
Benign-Prostate-3330581	2280000	9
Benign-Prostate-3330581	1560000	5
Benign-Prostate-3330581	24200000	1
Benign-Prostate-3330581	6320000	2
Benign-Prostate-3330581	1520000	8
Benign-Prostate-3330581	3320000	9
Benign-Prostate-3330581	3160000	4
Benign-Prostate-3330581	640000	38
Benign-Prostate-3330581	680000	20
Benign-Prostate-3330581	240000	95
Benign-Prostate-3330581	1760000	10
Benign-Prostate-3330581	2920000	4
Benign-Prostate-3330581	400000	58
Benign-Prostate-3330581	10320000	2
Benign-Prostate-3330581	480000	40
Benign-Prostate-3330581	1000000	14
Benign-Prostate-3330581	1800000	6
Benign-Prostate-3330581	16160000	1
Benign-Prostate-3330581	6000000	1
Benign-Prostate-3330581	3680000	2
Benign-Prostate-3330581	10400000	2
Benign-Prostate-3330581	880000	12
Benign-Prostate-3330581	6760000	3
Benign-Prostate-3330581	1200000	11
Benign-Prostate-3330581	8840000	1
Benign-Prostate-3330581	1680000	7
Benign-Prostate-3330581	800000	21
Benign-Prostate-3330581	1440000	7
Benign-Prostate-3330581	440000	39
Benign-Prostate-3330581	3120000	5
Benign-Prostate-3330581	4960000	3
Benign-Prostate-3330581	2120000	3
Benign-Prostate-3330581	720000	26
Benign-Prostate-3330581	2440000	5
Benign-Prostate-3330581	2360000	2
Benign-Prostate-3330581	9280000	1
Benign-Prostate-3330581	3200000	5
Benign-Prostate-3330581	2960000	4
Benign-Prostate-3330581	2000000	6
Benign-Prostate-3330581	5520000	1
Benign-Prostate-3330581	5200000	1
Benign-Prostate-3330581	1880000	9
Benign-Prostate-3330581	5080000	4
Benign-Prostate-3330581	11360000	1
Benign-Prostate-3330581	10000000	1
Benign-Prostate-3330581	6440000	2
Benign-Prostate-3330581	2840000	3
Benign-Prostate-3330581	2560000	4
Benign-Prostate-3330581	4600000	1
Benign-Prostate-3330581	5320000	1
Benign-Prostate-3330581	5280000	3
Benign-Prostate-3330581	2480000	8
Benign-Prostate-3330581	760000	24
Benign-Prostate-3330581	5640000	1
Benign-Prostate-3330581	3600000	6
Benign-Prostate-3330581	1400000	7
Benign-Prostate-3330581	2520000	3
Benign-Prostate-3330581	3560000	2
Benign-Prostate-3330581	5840000	3
Benign-Prostate-3330581	920000	11
Benign-Prostate-3330581	960000	10
Benign-Prostate-3330581	3440000	5
Benign-Prostate-3330581	2400000	4
Benign-Prostate-3330581	6080000	1
Benign-Prostate-3330581	5800000	3
Benign-Prostate-3330581	3880000	4
Benign-Prostate-3330581	2240000	4
Benign-Prostate-3330581	4680000	4
Benign-Prostate-3330581	6920000	1
Benign-Prostate-3330581	7640000	1
Benign-Prostate-3330581	6360000	1
Benign-Prostate-3330581	1120000	14
Benign-Prostate-3330581	2160000	6
Benign-Prostate-3330581	14400000	1
Benign-Prostate-3330581	2880000	5
Benign-Prostate-3330581	1640000	9
Benign-Prostate-3330581	2600000	8
Benign-Prostate-3330581	26280000	1
Benign-Prostate-3330581	3400000	4
Benign-Prostate-3330581	1280000	9
Benign-Prostate-3330581	3280000	1
Benign-Prostate-3330581	2320000	4
Benign-Prostate-3330581	3360000	7
Benign-Prostate-3330581	8720000	1
Benign-Prostate-3330581	1480000	9
Benign-Prostate-3330581	1320000	4
Benign-Prostate-3330581	1720000	8
Benign-Prostate-3330581	1360000	10
Benign-Prostate-3330581	7840000	1
Benign-Prostate-3330581	4280000	3
Benign-Prostate-3330581	4400000	2
Benign-Prostate-3330581	1920000	6
Benign-Prostate-3330581	4000000	1
Benign-Prostate-3330581	2040000	5
Benign-Prostate-3330581	3960000	3
Benign-Prostate-3330581	1960000	6
Benign-Prostate-3330581	2680000	4
Benign-Prostate-3330581	3000000	3
Benign-Prostate-3330581	2080000	6
Benign-Prostate-3330581	4560000	2
Benign-Prostate-3330581	3080000	2
Benign-Prostate-3330581	2760000	4
Benign-Prostate-3330581	2800000	1
Benign-Prostate-3330581	14080000	1
Benign-Prostate-3330581	7520000	1
Benign-Prostate-3330581	10200000	1
Benign-Prostate-3330581	3760000	2
Benign-Prostate-3330581	5000000	2
Benign-Prostate-3330581	1600000	3
Benign-Prostate-3330581	10440000	1
Benign-Prostate-3330581	3480000	2
Benign-Prostate-3330581	8040000	1
Benign-Prostate-3330581	5760000	5
Benign-Prostate-3330581	17680000	1
Benign-Prostate-3330581	4800000	2
Benign-Prostate-3330581	45640000	1
Benign-Prostate-3330581	14600000	1
Benign-Prostate-3330581	5400000	1
Benign-Prostate-3330581	3920000	2
Benign-Prostate-3330581	5600000	4
Benign-Prostate-3330581	7960000	1
Benign-Prostate-3330581	6960000	1
Benign-Prostate-3330581	4440000	2
Benign-Prostate-3330581	3640000	2
Benign-Prostate-3330581	3040000	4
Benign-Prostate-3330581	9600000	2
Benign-Prostate-3330581	12360000	1
Benign-Prostate-3330581	4640000	1
Benign-Prostate-3330581	11120000	1
Benign-Prostate-3330581	4520000	1
Benign-Prostate-3330581	4360000	1
Benign-Prostate-3330581	6280000	1
Benign-Prostate-3330581	3840000	2
Benign-Prostate-3330581	4160000	2
Benign-Prostate-3330581	4920000	2
Benign-Prostate-3330581	7080000	2
Benign-Prostate-3330581	5560000	1
Benign-Prostate-3330581	8440000	2
Benign-Prostate-3330581	18720000	1
Benign-Prostate-3330581	32320000	1
Benign-Prostate-3330581	10960000	1
Benign-Prostate-3330581	4080000	2
Benign-Prostate-3330581	6520000	2
Benign-Prostate-3330581	9680000	1
Benign-Prostate-3330581	6160000	1
Benign-Prostate-3330581	15000000	1
Benign-Prostate-3330581	3800000	2
Benign-Prostate-3330581	2720000	3
Benign-Prostate-3330581	8240000	1
Benign-Prostate-3330581	13280000	1
Benign-Prostate-3330581	11240000	1
Benign-Prostate-3330581	6200000	1
Benign-Prostate-3330581	5120000	2
Benign-Prostate-3330581	3520000	3
Benign-Prostate-3330581	4480000	2
Benign-Prostate-3330581	14920000	2
Benign-Prostate-3330581	8520000	1
Benign-Prostate-3330581	12960000	1
Benign-Prostate-3330581	17120000	1
Benign-Prostate-3330581	12840000	1
Benign-Prostate-3330581	4880000	1
Benign-Prostate-3330581	13240000	1
Benign-Prostate-3330581	18600000	1
Benign-Prostate-3330581	5880000	1
Benign-Prostate-3330581	7240000	2
Benign-Prostate-3330581	20040000	1
Benign-Prostate-3330581	5360000	1
Benign-Prostate-3330581	19160000	1
Benign-Prostate-3330581	4840000	2
Benign-Prostate-3330581	11280000	1
Benign-Prostate-3330581	19560000	1
Benign-Prostate-3330581	12120000	1
Benign-Prostate-3330581	17400000	1
Benign-Prostate-3330581	21520000	1
Benign-Prostate-3330581	8360000	1
Benign-Prostate-3330581	14280000	1
Benign-Prostate-3330581	4760000	1
Benign-Prostate-3330581	7120000	1
Benign-Prostate-3330581	6480000	1
Benign-Prostate-3330581	4040000	1
Benign-Prostate-3330581	15760000	1
Benign-Prostate-3330581	11640000	1
Benign-Prostate-3330581	7440000	1
Benign-Prostate-3330581	7800000	1
Benign-Prostate-3330581	15240000	1
Benign-Prostate-3330581	4320000	1
Benign-Prostate-3330581	5680000	1
Benign-Prostate-3330581	10280000	1
Benign-Prostate-3330581	2640000	1
Benign-Prostate-3330581	4200000	1
Benign-Prostate-3330581	6680000	1
Benign-Prostate-3330581	34600000	1
PCa13266	47240000	1
PCa13266	80000	575
PCa13266	40000	1228
PCa13266	200000	150
PCa13266	2120000	5
PCa13266	120000	293
PCa13266	160000	189
PCa13266	5760000	1
PCa13266	1200000	7
PCa13266	4160000	4
PCa13266	240000	103
PCa13266	480000	32
PCa13266	840000	19
PCa13266	1040000	12
PCa13266	26920000	1
PCa13266	13760000	2
PCa13266	2280000	9
PCa13266	3760000	5
PCa13266	320000	64
PCa13266	280000	91
PCa13266	28040000	1
PCa13266	6360000	4
PCa13266	1440000	10
PCa13266	3520000	3
PCa13266	2920000	8
PCa13266	560000	28
PCa13266	1160000	6
PCa13266	360000	60
PCa13266	1720000	8
PCa13266	11480000	1
PCa13266	1680000	6
PCa13266	400000	46
PCa13266	680000	25
PCa13266	600000	26
PCa13266	16160000	1
PCa13266	5960000	3
PCa13266	4040000	6
PCa13266	10040000	1
PCa13266	520000	36
PCa13266	880000	20
PCa13266	8080000	1
PCa13266	960000	15
PCa13266	1240000	9
PCa13266	8840000	1
PCa13266	1600000	10
PCa13266	3160000	3
PCa13266	5120000	3
PCa13266	640000	24
PCa13266	800000	21
PCa13266	2680000	5
PCa13266	9280000	1
PCa13266	2880000	4
PCa13266	2040000	6
PCa13266	5440000	1
PCa13266	5280000	2
PCa13266	2240000	6
PCa13266	11360000	2
PCa13266	10000000	1
PCa13266	1880000	10
PCa13266	1840000	6
PCa13266	6440000	2
PCa13266	7200000	2
PCa13266	2960000	3
PCa13266	5240000	2
PCa13266	5320000	2
PCa13266	2080000	5
PCa13266	1080000	14
PCa13266	3800000	2
PCa13266	8320000	1
PCa13266	3280000	2
PCa13266	440000	32
PCa13266	1960000	8
PCa13266	3600000	4
PCa13266	1360000	12
PCa13266	2760000	6
PCa13266	2440000	2
PCa13266	760000	23
PCa13266	5920000	2
PCa13266	920000	14
PCa13266	3400000	2
PCa13266	1000000	13
PCa13266	3920000	2
PCa13266	720000	17
PCa13266	2160000	6
PCa13266	4360000	2
PCa13266	3240000	2
PCa13266	7080000	1
PCa13266	1480000	9
PCa13266	3000000	2
PCa13266	18880000	1
PCa13266	5040000	1
PCa13266	4000000	4
PCa13266	5160000	1
PCa13266	26280000	1
PCa13266	5600000	4
PCa13266	7960000	2
PCa13266	8440000	1
PCa13266	1800000	7
PCa13266	1280000	8
PCa13266	7000000	1
PCa13266	4280000	2
PCa13266	4440000	6
PCa13266	4640000	3
PCa13266	1640000	11
PCa13266	4560000	3
PCa13266	2480000	5
PCa13266	1320000	10
PCa13266	1760000	5
PCa13266	1120000	9
PCa13266	2560000	4
PCa13266	2320000	6
PCa13266	4680000	5
PCa13266	2000000	4
PCa13266	10360000	1
PCa13266	7120000	2
PCa13266	3080000	1
PCa13266	2640000	3
PCa13266	9720000	1
PCa13266	1520000	3
PCa13266	1400000	9
PCa13266	6520000	1
PCa13266	2400000	4
PCa13266	14240000	2
PCa13266	9200000	1
PCa13266	3120000	5
PCa13266	10240000	1
PCa13266	3640000	2
PCa13266	5080000	4
PCa13266	3440000	1
PCa13266	1560000	4
PCa13266	9760000	1
PCa13266	3360000	6
PCa13266	2840000	7
PCa13266	3560000	5
PCa13266	3320000	4
PCa13266	4240000	2
PCa13266	8360000	2
PCa13266	17720000	1
PCa13266	28400000	1
PCa13266	15880000	1
PCa13266	2600000	6
PCa13266	1920000	6
PCa13266	14600000	1
PCa13266	4480000	1
PCa13266	5400000	2
PCa13266	7240000	2
PCa13266	6920000	1
PCa13266	3840000	1
PCa13266	9600000	1
PCa13266	12400000	1
PCa13266	3200000	4
PCa13266	11120000	1
PCa13266	7400000	1
PCa13266	4400000	1
PCa13266	6280000	1
PCa13266	4120000	3
PCa13266	3040000	2
PCa13266	3720000	1
PCa13266	4920000	1
PCa13266	7040000	1
PCa13266	6040000	2
PCa13266	5360000	2
PCa13266	27400000	1
PCa13266	32320000	1
PCa13266	7440000	1
PCa13266	2200000	4
PCa13266	6400000	2
PCa13266	9360000	1
PCa13266	5840000	2
PCa13266	15160000	1
PCa13266	7920000	2
PCa13266	11280000	1
PCa13266	7720000	1
PCa13266	6200000	1
PCa13266	3680000	3
PCa13266	4800000	1
PCa13266	4840000	1
PCa13266	15640000	1
PCa13266	8520000	1
PCa13266	9960000	1
PCa13266	17120000	1
PCa13266	10120000	1
PCa13266	15200000	1
PCa13266	11200000	1
PCa13266	18640000	1
PCa13266	6680000	1
PCa13266	20080000	1
PCa13266	7480000	1
PCa13266	3960000	1
PCa13266	7360000	1
PCa13266	10840000	1
PCa13266	8560000	1
PCa13266	2360000	2
PCa13266	6120000	1
PCa13266	5880000	1
PCa13266	4880000	2
PCa13266	7280000	2
PCa13266	19360000	1
PCa13266	11720000	1
PCa13266	18960000	1
PCa13266	21560000	1
PCa13266	8280000	1
PCa13266	2520000	2
PCa13266	4200000	2
PCa13266	9800000	1
PCa13266	5720000	2
PCa13266	3480000	1
PCa13266	4720000	1
PCa13266	2720000	1
PCa13266	5200000	1
PCa13266	11440000	1
PCa13266	13440000	1
PCa13266	11560000	1
PCa13266	6960000	1
PCa13266	5000000	1
PCa13266	9640000	1
PCa13266	5560000	1
PCa13266	10280000	1
PCa13266	2800000	1
PCa13266	35400000	1
PCa13848	47360000	1
PCa13848	240000	94
PCa13848	40000	1129
PCa13848	1880000	8
PCa13848	7000000	2
PCa13848	80000	452
PCa13848	120000	272
PCa13848	280000	58
PCa13848	4680000	2
PCa13848	2000000	12
PCa13848	440000	34
PCa13848	360000	41
PCa13848	160000	158
PCa13848	200000	104
PCa13848	24320000	1
PCa13848	1040000	11
PCa13848	600000	22
PCa13848	13720000	1
PCa13848	8480000	1
PCa13848	1960000	7
PCa13848	1560000	6
PCa13848	24200000	1
PCa13848	6240000	1
PCa13848	1640000	7
PCa13848	3320000	8
PCa13848	3240000	3
PCa13848	640000	12
PCa13848	680000	26
PCa13848	560000	25
PCa13848	320000	48
PCa13848	4880000	3
PCa13848	4280000	5
PCa13848	5080000	4
PCa13848	520000	34
PCa13848	2640000	4
PCa13848	960000	8
PCa13848	16280000	1
PCa13848	6760000	1
PCa13848	4040000	3
PCa13848	9800000	1
PCa13848	8120000	1
PCa13848	1480000	12
PCa13848	8920000	1
PCa13848	920000	12
PCa13848	400000	34
PCa13848	720000	19
PCa13848	2920000	9
PCa13848	6440000	1
PCa13848	1320000	6
PCa13848	2360000	4
PCa13848	2680000	2
PCa13848	9000000	1
PCa13848	3600000	2
PCa13848	3040000	4
PCa13848	5720000	2
PCa13848	5320000	4
PCa13848	5120000	2
PCa13848	14240000	1
PCa13848	10000000	1
PCa13848	8320000	2
PCa13848	7280000	1
PCa13848	5360000	2
PCa13848	5760000	1
PCa13848	1840000	4
PCa13848	1400000	11
PCa13848	760000	16
PCa13848	480000	36
PCa13848	3760000	2
PCa13848	12000000	2
PCa13848	1600000	8
PCa13848	5040000	3
PCa13848	2800000	4
PCa13848	3400000	4
PCa13848	11560000	1
PCa13848	4560000	1
PCa13848	1760000	6
PCa13848	4000000	2
PCa13848	880000	9
PCa13848	2440000	4
PCa13848	6200000	2
PCa13848	7120000	2
PCa13848	6120000	2
PCa13848	2880000	5
PCa13848	2160000	6
PCa13848	800000	19
PCa13848	5840000	4
PCa13848	7600000	2
PCa13848	5440000	1
PCa13848	3200000	5
PCa13848	3280000	5
PCa13848	1280000	12
PCa13848	21200000	1
PCa13848	5280000	3
PCa13848	4960000	1
PCa13848	7960000	2
PCa13848	32600000	1
PCa13848	4760000	5
PCa13848	10080000	1
PCa13848	7320000	1
PCa13848	6880000	1
PCa13848	12880000	1
PCa13848	1680000	8
PCa13848	4320000	1
PCa13848	840000	17
PCa13848	4480000	4
PCa13848	6480000	3
PCa13848	4240000	3
PCa13848	5000000	3
PCa13848	3160000	6
PCa13848	1800000	6
PCa13848	1160000	9
PCa13848	1360000	6
PCa13848	2240000	1
PCa13848	3480000	3
PCa13848	4520000	1
PCa13848	4600000	2
PCa13848	2720000	5
PCa13848	3920000	2
PCa13848	10440000	1
PCa13848	7920000	2
PCa13848	2760000	4
PCa13848	1000000	12
PCa13848	2120000	3
PCa13848	1200000	11
PCa13848	8960000	1
PCa13848	2400000	4
PCa13848	1720000	4
PCa13848	2520000	2
PCa13848	3720000	3
PCa13848	1520000	3
PCa13848	2840000	1
PCa13848	6080000	3
PCa13848	2200000	2
PCa13848	2080000	3
PCa13848	1080000	7
PCa13848	14840000	1
PCa13848	8840000	2
PCa13848	9600000	1
PCa13848	7240000	1
PCa13848	14960000	1
PCa13848	9720000	1
PCa13848	12400000	1
PCa13848	3440000	4
PCa13848	8760000	1
PCa13848	2040000	1
PCa13848	6040000	1
PCa13848	8080000	2
PCa13848	10720000	2
PCa13848	5880000	3
PCa13848	8640000	1
PCa13848	28240000	1
PCa13848	2560000	1
PCa13848	31760000	1
PCa13848	15160000	1
PCa13848	16040000	1
PCa13848	3800000	4
PCa13848	7640000	2
PCa13848	6960000	1
PCa13848	8680000	1
PCa13848	15040000	1
PCa13848	12440000	2
PCa13848	6560000	2
PCa13848	10560000	1
PCa13848	7400000	1
PCa13848	2280000	2
PCa13848	4400000	1
PCa13848	1440000	6
PCa13848	4360000	2
PCa13848	4160000	2
PCa13848	3880000	2
PCa13848	4640000	1
PCa13848	3360000	2
PCa13848	5560000	1
PCa13848	1240000	6
PCa13848	1120000	2
PCa13848	9560000	1
PCa13848	4920000	3
PCa13848	32160000	1
PCa13848	9760000	1
PCa13848	1920000	4
PCa13848	15080000	1
PCa13848	3000000	1
PCa13848	6000000	2
PCa13848	4120000	3
PCa13848	8280000	1
PCa13848	13520000	1
PCa13848	11280000	1
PCa13848	3080000	3
PCa13848	2960000	3
PCa13848	3640000	1
PCa13848	4840000	2
PCa13848	14320000	1
PCa13848	9960000	1
PCa13848	17840000	1
PCa13848	7360000	1
PCa13848	10160000	1
PCa13848	15240000	2
PCa13848	8560000	1
PCa13848	7200000	2
PCa13848	11120000	1
PCa13848	2320000	4
PCa13848	19080000	1
PCa13848	5520000	2
PCa13848	3840000	1
PCa13848	6720000	2
PCa13848	7720000	1
PCa13848	10840000	1
PCa13848	5160000	1
PCa13848	6280000	1
PCa13848	19400000	1
PCa13848	11680000	1
PCa13848	21840000	1
PCa13848	16880000	1
PCa13848	2600000	3
PCa13848	7800000	1
PCa13848	14360000	1
PCa13848	5640000	1
PCa13848	7160000	1
PCa13848	5600000	2
PCa13848	5240000	1
PCa13848	15600000	1
PCa13848	7480000	1
PCa13848	3520000	1
PCa13848	21280000	1
PCa13848	5400000	1
PCa13848	3120000	1
PCa13848	10280000	1
PCa13848	7880000	1
PCa13848	35760000	1
PCa14121	3160000	5
PCa14121	120000	309
PCa14121	40000	1449
PCa14121	240000	98
PCa14121	80000	602
PCa14121	280000	84
PCa14121	28240000	1
PCa14121	200000	121
PCa14121	2160000	5
PCa14121	320000	49
PCa14121	9680000	2
PCa14121	1120000	7
PCa14121	160000	186
PCa14121	1640000	3
PCa14121	11720000	1
PCa14121	1960000	8
PCa14121	360000	51
PCa14121	400000	35
PCa14121	14240000	1
PCa14121	1720000	5
PCa14121	8960000	1
PCa14121	13880000	2
PCa14121	5880000	2
PCa14121	480000	25
PCa14121	440000	41
PCa14121	2840000	2
PCa14121	1560000	6
PCa14121	24240000	1
PCa14121	1440000	11
PCa14121	4400000	5
PCa14121	1920000	8
PCa14121	2720000	5
PCa14121	4280000	3
PCa14121	1800000	6
PCa14121	3120000	4
PCa14121	760000	13
PCa14121	9200000	1
PCa14121	840000	12
PCa14121	2800000	4
PCa14121	680000	24
PCa14121	520000	26
PCa14121	16400000	1
PCa14121	5760000	3
PCa14121	4200000	3
PCa14121	8520000	2
PCa14121	720000	14
PCa14121	8200000	1
PCa14121	1280000	11
PCa14121	8920000	1
PCa14121	600000	18
PCa14121	3080000	5
PCa14121	5360000	2
PCa14121	640000	23
PCa14121	1160000	12
PCa14121	3240000	3
PCa14121	9520000	1
PCa14121	3280000	3
PCa14121	2920000	3
PCa14121	1240000	6
PCa14121	3040000	5
PCa14121	2560000	1
PCa14121	5560000	5
PCa14121	5280000	2
PCa14121	11320000	2
PCa14121	10240000	2
PCa14121	1600000	7
PCa14121	8320000	1
PCa14121	6960000	3
PCa14121	4160000	1
PCa14121	6680000	1
PCa14121	5320000	3
PCa14121	560000	30
PCa14121	3920000	4
PCa14121	9240000	1
PCa14121	3520000	4
PCa14121	3680000	2
PCa14121	1360000	5
PCa14121	2600000	9
PCa14121	8560000	1
PCa14121	1400000	11
PCa14121	1880000	3
PCa14121	7720000	2
PCa14121	1000000	9
PCa14121	1200000	9
PCa14121	2080000	3
PCa14121	3200000	5
PCa14121	5600000	2
PCa14121	5720000	1
PCa14121	2440000	3
PCa14121	9320000	1
PCa14121	880000	13
PCa14121	11840000	1
PCa14121	53600000	1
PCa14121	5000000	2
PCa14121	28960000	1
PCa14121	7800000	2
PCa14121	20840000	1
PCa14121	19000000	1
PCa14121	1320000	7
PCa14121	3480000	4
PCa14121	3800000	5
PCa14121	5800000	3
PCa14121	3760000	4
PCa14121	960000	15
PCa14121	1680000	6
PCa14121	1040000	15
PCa14121	4920000	4
PCa14121	2120000	3
PCa14121	6600000	2
PCa14121	13160000	1
PCa14121	10840000	1
PCa14121	5240000	2
PCa14121	3000000	3
PCa14121	2320000	4
PCa14121	4120000	2
PCa14121	4720000	4
PCa14121	920000	10
PCa14121	10040000	1
PCa14121	2040000	5
PCa14121	1520000	1
PCa14121	800000	15
PCa14121	4600000	2
PCa14121	2360000	2
PCa14121	4960000	1
PCa14121	15120000	1
PCa14121	9760000	1
PCa14121	1760000	5
PCa14121	15440000	1
PCa14121	9120000	1
PCa14121	10560000	1
PCa14121	5840000	2
PCa14121	4520000	2
PCa14121	5040000	1
PCa14121	3840000	3
PCa14121	2480000	1
PCa14121	2640000	4
PCa14121	6640000	1
