Sample_ID	size	N
PCa51852	8280000	1
PCa51852	4160000	2
PCa51852	6880000	1
PCa51852	2680000	2
PCa51852	2320000	3
PCa51852	7800000	1
PCa51852	4440000	1
PCa51852	16640000	1
PCa51852	10440000	2
PCa51852	13240000	1
PCa51852	32960000	1
PCa51852	7200000	1
PCa51852	14280000	1
PCa51852	16960000	1
PCa51852	7120000	2
PCa51852	22560000	1
PCa51852	4200000	1
PCa51852	5840000	1
PCa51852	1520000	4
PCa51852	3640000	1
PCa51852	18680000	2
PCa51852	8120000	1
PCa51852	1880000	2
PCa51852	1120000	5
PCa51852	12040000	1
PCa51852	6280000	1
PCa51852	19680000	1
PCa51852	5200000	1
PCa51852	3840000	1
PCa51852	1360000	1
PCa51852	2920000	3
PCa51852	8480000	1
PCa51852	4560000	1
PCa51852	6760000	2
PCa51852	8400000	1
PCa51852	4280000	1
PCa51852	9880000	1
PCa51852	4800000	1
PCa51852	5080000	1
PCa51852	3800000	1
PCa51852	8520000	1
PCa51852	13480000	1
PCa51852	14480000	1
PCa51852	7680000	1
PCa51852	1600000	3
PCa51852	8680000	1
PCa51852	3240000	1
PCa51852	17600000	1
PCa51852	4880000	1
PCa51852	3520000	1
PCa51852	5680000	1
PCa51852	11000000	1
PCa51852	10280000	1
PCa51852	2520000	1
PCa51852	7880000	1
PCa53687	47400000	1
PCa53687	80000	514
PCa53687	240000	93
PCa53687	160000	161
PCa53687	520000	18
PCa53687	40000	1315
PCa53687	840000	11
PCa53687	6640000	5
PCa53687	1320000	6
PCa53687	2120000	4
PCa53687	2240000	3
PCa53687	600000	18
PCa53687	120000	277
PCa53687	560000	17
PCa53687	1000000	9
PCa53687	11520000	1
PCa53687	3800000	3
PCa53687	1840000	7
PCa53687	440000	29
PCa53687	320000	49
PCa53687	3240000	4
PCa53687	1040000	6
PCa53687	200000	122
PCa53687	5040000	2
PCa53687	8600000	2
PCa53687	7960000	1
PCa53687	1200000	13
PCa53687	25920000	1
PCa53687	1480000	4
PCa53687	4200000	2
PCa53687	2160000	7
PCa53687	2640000	5
PCa53687	4320000	4
PCa53687	720000	13
PCa53687	5080000	2
PCa53687	5920000	3
PCa53687	8960000	2
PCa53687	280000	70
PCa53687	880000	12
PCa53687	16360000	1
PCa53687	5680000	3
PCa53687	15560000	1
PCa53687	920000	8
PCa53687	360000	30
PCa53687	1240000	8
PCa53687	8920000	1
PCa53687	760000	13
PCa53687	1440000	6
PCa53687	400000	37
PCa53687	5520000	3
PCa53687	2000000	5
PCa53687	3080000	6
PCa53687	2920000	3
PCa53687	9880000	2
PCa53687	2680000	5
PCa53687	6800000	2
PCa53687	5600000	1
PCa53687	13720000	2
PCa53687	10080000	2
PCa53687	8400000	3
PCa53687	3160000	3
PCa53687	3120000	5
PCa53687	6440000	2
PCa53687	960000	6
PCa53687	3640000	1
PCa53687	16600000	1
PCa53687	1400000	6
PCa53687	2360000	3
PCa53687	7120000	2
PCa53687	480000	24
PCa53687	9200000	1
PCa53687	640000	19
PCa53687	8200000	3
PCa53687	800000	15
PCa53687	4400000	2
PCa53687	5560000	2
PCa53687	1120000	7
PCa53687	8000000	1
PCa53687	5760000	2
PCa53687	1160000	9
PCa53687	4760000	1
PCa53687	6760000	2
PCa53687	3960000	3
PCa53687	2320000	3
PCa53687	2800000	2
PCa53687	3560000	4
PCa53687	21360000	1
PCa53687	10280000	2
PCa53687	5160000	4
PCa53687	13920000	2
PCa53687	26880000	1
PCa53687	8080000	1
PCa53687	1560000	6
PCa53687	8160000	1
PCa53687	13680000	1
PCa53687	1280000	6
PCa53687	1680000	7
PCa53687	3400000	3
PCa53687	6320000	1
PCa53687	4480000	2
PCa53687	1360000	5
PCa53687	680000	13
PCa53687	2040000	2
PCa53687	1800000	3
PCa53687	3040000	2
PCa53687	4520000	6
PCa53687	1960000	5
PCa53687	7560000	2
PCa53687	14200000	2
PCa53687	9560000	2
PCa53687	1600000	8
PCa53687	2840000	3
PCa53687	5280000	1
PCa53687	21080000	1
PCa53687	14160000	1
PCa53687	2560000	2
PCa53687	2400000	3
PCa53687	6000000	3
PCa53687	3480000	2
PCa53687	3520000	3
PCa53687	1520000	4
PCa53687	4640000	1
PCa53687	3680000	2
PCa53687	14840000	1
PCa53687	12600000	1
PCa53687	15120000	1
PCa53687	18480000	1
PCa53687	2600000	4
PCa53687	2080000	5
PCa53687	8840000	1
PCa53687	18040000	1
PCa53687	6120000	2
PCa53687	36960000	1
PCa53687	4840000	1
PCa53687	45920000	1
PCa53687	23880000	1
PCa53687	2760000	1
PCa53687	7800000	1
PCa53687	6960000	1
PCa53687	1080000	8
PCa53687	5960000	2
PCa53687	11360000	1
PCa53687	20760000	1
PCa53687	11920000	1
PCa53687	7320000	1
PCa53687	8520000	1
PCa53687	6720000	3
PCa53687	5240000	2
PCa53687	1880000	6
PCa53687	4280000	1
PCa53687	6480000	2
PCa53687	2880000	2
PCa53687	13120000	1
PCa53687	10040000	1
PCa53687	12720000	1
PCa53687	6880000	2
PCa53687	17040000	1
PCa53687	9120000	1
PCa53687	4960000	1
PCa53687	32880000	1
PCa53687	4920000	2
PCa53687	9720000	2
PCa53687	7200000	1
PCa53687	14040000	1
PCa53687	3920000	3
PCa53687	2960000	3
PCa53687	7080000	2
PCa53687	26400000	1
PCa53687	11240000	2
PCa53687	3880000	1
PCa53687	7000000	1
PCa53687	7360000	1
PCa53687	3200000	1
PCa53687	3600000	3
PCa53687	5200000	1
PCa53687	8320000	1
PCa53687	16280000	1
PCa53687	8720000	1
PCa53687	13160000	1
PCa53687	17840000	1
PCa53687	25480000	1
PCa53687	9000000	1
PCa53687	8800000	1
PCa53687	3360000	2
PCa53687	13320000	1
PCa53687	15600000	1
PCa53687	5840000	1
PCa53687	19400000	1
PCa53687	4120000	2
PCa53687	4440000	2
PCa53687	5120000	2
PCa53687	4360000	2
PCa53687	4680000	1
PCa53687	3440000	3
PCa53687	18560000	1
PCa53687	1640000	1
PCa53687	2200000	1
PCa53687	6520000	1
PCa53687	12000000	1
PCa53687	1720000	2
PCa53687	4040000	2
PCa53687	6280000	1
PCa53687	19680000	1
PCa53687	4880000	1
PCa53687	18800000	1
PCa53687	3280000	2
PCa53687	5000000	2
PCa53687	2720000	1
PCa53687	21600000	1
PCa53687	2520000	2
PCa53687	8440000	2
PCa53687	4560000	1
PCa53687	2480000	2
PCa53687	7240000	2
PCa53687	9760000	1
PCa53687	4800000	2
PCa53687	3000000	1
PCa53687	10840000	1
PCa53687	12040000	1
PCa53687	15800000	1
PCa53687	8760000	1
PCa53687	2280000	1
PCa53687	4080000	1
PCa53687	12640000	1
PCa53687	1920000	1
PCa53687	8560000	1
PCa53687	9520000	1
PCa53687	4000000	1
PCa56413	3200000	4
PCa56413	40000	1155
PCa56413	720000	14
PCa56413	240000	94
PCa56413	29200000	1
PCa56413	12280000	1
PCa56413	200000	108
PCa56413	1160000	7
PCa56413	80000	455
PCa56413	2280000	5
PCa56413	280000	55
PCa56413	5640000	1
PCa56413	160000	152
PCa56413	600000	21
PCa56413	120000	247
PCa56413	4280000	1
PCa56413	520000	31
PCa56413	1680000	5
PCa56413	800000	19
PCa56413	17800000	1
PCa56413	760000	14
PCa56413	6200000	2
PCa56413	640000	21
PCa56413	13640000	2
PCa56413	2120000	6
PCa56413	4000000	2
PCa56413	880000	15
PCa56413	1640000	11
PCa56413	1720000	8
PCa56413	1600000	7
PCa56413	24200000	1
PCa56413	1760000	4
PCa56413	3240000	3
PCa56413	4160000	1
PCa56413	2880000	6
PCa56413	4440000	3
PCa56413	920000	18
PCa56413	2160000	5
PCa56413	2640000	7
PCa56413	1840000	8
PCa56413	16200000	1
PCa56413	6040000	3
PCa56413	3800000	4
PCa56413	480000	29
PCa56413	10920000	1
PCa56413	320000	45
PCa56413	8040000	1
PCa56413	960000	17
PCa56413	1240000	7
PCa56413	8880000	1
PCa56413	400000	42
PCa56413	1480000	8
PCa56413	3160000	5
PCa56413	360000	42
PCa56413	5120000	4
PCa56413	2240000	5
PCa56413	2360000	8
PCa56413	10320000	2
PCa56413	2720000	5
PCa56413	3680000	3
PCa56413	440000	28
PCa56413	5960000	4
PCa56413	5240000	3
PCa56413	1560000	8
PCa56413	2080000	7
PCa56413	11320000	1
PCa56413	9920000	1
PCa56413	1880000	7
PCa56413	8280000	1
PCa56413	6960000	1
PCa56413	3080000	2
PCa56413	4680000	4
PCa56413	560000	22
PCa56413	6000000	1
PCa56413	5320000	2
PCa56413	16840000	1
PCa56413	680000	21
PCa56413	5080000	3
PCa56413	2800000	3
PCa56413	2400000	6
PCa56413	2000000	6
PCa56413	1080000	9
PCa56413	6600000	1
PCa56413	1200000	10
PCa56413	2760000	7
PCa56413	5760000	3
PCa56413	7800000	1
PCa56413	1000000	12
PCa56413	4640000	2
PCa56413	3280000	6
PCa56413	7000000	1
PCa56413	14640000	2
PCa56413	4520000	3
PCa56413	3840000	1
PCa56413	2040000	2
PCa56413	13960000	1
PCa56413	3040000	5
PCa56413	1040000	14
PCa56413	38560000	1
PCa56413	3400000	4
PCa56413	8800000	2
PCa56413	6680000	2
PCa56413	6880000	1
PCa56413	1120000	12
PCa56413	11040000	2
PCa56413	1520000	7
PCa56413	4400000	4
PCa56413	6360000	1
PCa56413	3560000	3
PCa56413	2920000	4
PCa56413	4800000	1
PCa56413	1960000	5
PCa56413	2680000	6
PCa56413	5720000	4
PCa56413	1360000	8
PCa56413	1320000	4
PCa56413	2600000	3
PCa56413	3760000	2
PCa56413	9320000	2
PCa56413	1400000	8
PCa56413	8560000	1
PCa56413	840000	7
PCa56413	3360000	4
PCa56413	14560000	1
PCa56413	3920000	3
PCa56413	9640000	2
PCa56413	2320000	5
PCa56413	10280000	1
PCa56413	4480000	4
PCa56413	15840000	1
PCa56413	5000000	3
PCa56413	4360000	2
PCa56413	2200000	3
PCa56413	3600000	1
PCa56413	7840000	1
PCa56413	14760000	1
PCa56413	17680000	1
PCa56413	4720000	1
PCa56413	2520000	3
PCa56413	3480000	3
PCa56413	29000000	1
PCa56413	16680000	1
PCa56413	15720000	1
PCa56413	5520000	1
PCa56413	5360000	2
PCa56413	8160000	1
PCa56413	6840000	2
PCa56413	10400000	2
PCa56413	1920000	4
PCa56413	6160000	1
PCa56413	5600000	1
PCa56413	7160000	1
PCa56413	10600000	1
PCa56413	12440000	1
PCa56413	5440000	1
PCa56413	3320000	2
PCa56413	2480000	2
PCa56413	10800000	2
PCa56413	7480000	1
PCa56413	7600000	1
PCa56413	6560000	2
PCa56413	3880000	2
PCa56413	3960000	3
PCa56413	8760000	1
PCa56413	6920000	2
PCa56413	4960000	2
PCa56413	9280000	1
PCa56413	4760000	4
PCa56413	13720000	2
PCa56413	32200000	1
PCa56413	2960000	1
PCa56413	3440000	4
PCa56413	3000000	3
PCa56413	7240000	1
PCa56413	5680000	1
PCa56413	1280000	8
PCa56413	15120000	1
PCa56413	1800000	2
PCa56413	6080000	1
PCa56413	12120000	2
PCa56413	13760000	1
PCa56413	6120000	2
PCa56413	8000000	1
PCa56413	2440000	2
PCa56413	3640000	1
PCa56413	4560000	3
PCa56413	15440000	1
PCa56413	8120000	1
PCa56413	13320000	1
PCa56413	17480000	1
PCa56413	25480000	1
PCa56413	6440000	1
PCa56413	13600000	2
PCa56413	8360000	3
PCa56413	4080000	1
PCa56413	5880000	1
PCa56413	18760000	1
PCa56413	12600000	1
PCa56413	1440000	4
PCa56413	6320000	1
PCa56413	19760000	1
PCa56413	4040000	1
PCa56413	11680000	1
PCa56413	17760000	1
PCa56413	5920000	2
PCa56413	4840000	1
PCa56413	16880000	1
PCa56413	7200000	2
PCa56413	4200000	1
PCa56413	14360000	1
PCa56413	3120000	2
PCa56413	5040000	2
PCa56413	3720000	2
PCa56413	6800000	1
PCa56413	12160000	1
PCa56413	12080000	1
PCa56413	6520000	1
PCa56413	7520000	1
PCa56413	17640000	1
PCa56413	5840000	1
PCa56413	9960000	1
PCa56413	7920000	1
PCa56413	5400000	1
PCa56413	34520000	1
PCa57294	48200000	1
PCa57294	40000	1065
PCa57294	520000	16
PCa57294	80000	432
PCa57294	16160000	1
PCa57294	440000	26
PCa57294	120000	220
PCa57294	26560000	2
PCa57294	160000	139
PCa57294	240000	65
PCa57294	14080000	1
PCa57294	9160000	1
PCa57294	960000	10
PCa57294	320000	39
PCa57294	1880000	7
PCa57294	24280000	1
PCa57294	6080000	1
PCa57294	2000000	2
PCa57294	2600000	1
PCa57294	5280000	1
PCa57294	1960000	4
PCa57294	3120000	1
PCa57294	200000	65
PCa57294	640000	9
PCa57294	10560000	1
PCa57294	4320000	1
PCa57294	400000	29
PCa57294	16720000	1
PCa57294	6440000	1
PCa57294	4200000	1
PCa57294	6160000	3
PCa57294	560000	13
PCa57294	680000	11
PCa57294	11520000	1
PCa57294	1200000	6
PCa57294	9400000	1
PCa57294	1840000	2
PCa57294	17960000	1
PCa57294	3280000	5
PCa57294	8560000	3
PCa57294	4400000	2
PCa57294	2240000	6
PCa57294	2400000	2
PCa57294	5120000	2
PCa57294	7040000	1
PCa57294	6000000	2
PCa57294	480000	25
PCa57294	13000000	1
PCa57294	10440000	1
PCa57294	760000	8
PCa57294	8480000	1
PCa57294	7160000	4
PCa57294	6200000	2
PCa57294	4360000	2
PCa57294	6680000	2
PCa57294	1000000	5
PCa57294	5880000	3
PCa57294	3800000	2
PCa57294	16600000	2
PCa57294	600000	14
PCa57294	280000	65
PCa57294	2120000	3
PCa57294	6920000	2
PCa57294	8960000	1
PCa57294	9840000	2
PCa57294	7840000	1
PCa57294	3560000	3
PCa57294	4280000	2
PCa57294	1160000	4
PCa57294	8040000	1
PCa57294	8680000	1
PCa57294	1520000	4
PCa57294	2200000	4
PCa57294	5320000	2
PCa57294	360000	27
PCa57294	920000	8
PCa57294	5360000	3
PCa57294	1040000	6
PCa57294	4240000	2
PCa57294	34160000	1
PCa57294	19920000	1
PCa57294	11280000	1
PCa57294	720000	8
PCa57294	7440000	3
PCa57294	7680000	2
PCa57294	4000000	2
PCa57294	14360000	1
PCa57294	1920000	5
PCa57294	3200000	4
PCa57294	6480000	2
PCa57294	5200000	3
PCa57294	4120000	5
PCa57294	3760000	1
PCa57294	1480000	5
PCa57294	1360000	8
PCa57294	2360000	4
PCa57294	3720000	2
PCa57294	5560000	1
PCa57294	21320000	1
PCa57294	14520000	1
PCa57294	3440000	6
PCa57294	5240000	2
PCa57294	840000	11
PCa57294	4480000	2
PCa57294	3240000	5
PCa57294	17920000	1
PCa57294	9000000	2
PCa57294	1080000	6
PCa57294	1680000	4
PCa57294	1120000	5
PCa57294	880000	9
PCa57294	2640000	2
PCa57294	5680000	2
PCa57294	1640000	4
PCa57294	17080000	1
PCa57294	13680000	1
PCa57294	14720000	1
PCa57294	9680000	2
PCa57294	16880000	1
PCa57294	4680000	1
PCa57294	5040000	3
PCa57294	8520000	2
PCa57294	6800000	2
PCa57294	12400000	1
PCa57294	36640000	1
PCa57294	5400000	1
PCa57294	3600000	4
PCa57294	3360000	5
PCa57294	45680000	1
PCa57294	4080000	4
PCa57294	24400000	1
PCa57294	2800000	2
PCa57294	17480000	1
PCa57294	6960000	1
PCa57294	10120000	2
PCa57294	1800000	4
PCa57294	9600000	1
PCa57294	13040000	1
PCa57294	800000	5
PCa57294	6400000	1
PCa57294	14560000	1
PCa57294	11400000	1
PCa57294	12800000	1
PCa57294	2440000	1
PCa57294	3080000	3
PCa57294	1400000	3
PCa57294	20440000	1
PCa57294	13400000	1
PCa57294	3000000	3
PCa57294	4600000	2
PCa57294	4800000	5
PCa57294	6360000	3
PCa57294	4840000	2
PCa57294	7000000	3
PCa57294	4920000	3
PCa57294	2760000	1
PCa57294	3920000	3
PCa57294	8640000	2
PCa57294	5640000	3
PCa57294	8240000	1
PCa57294	6040000	1
PCa57294	12840000	1
PCa57294	31640000	1
PCa57294	6240000	2
PCa57294	21560000	1
PCa57294	2840000	2
PCa57294	5840000	2
PCa57294	6120000	1
PCa57294	5480000	1
PCa57294	4560000	2
PCa57294	7600000	1
PCa57294	24040000	1
PCa57294	6280000	1
PCa57294	11800000	1
PCa57294	6840000	1
PCa57294	2880000	1
PCa57294	9040000	1
PCa57294	3640000	1
PCa57294	8440000	1
PCa57294	7400000	1
PCa57294	9760000	1
PCa57294	13720000	1
PCa57294	16800000	1
PCa57294	33800000	1
PCa57294	3840000	1
PCa57294	4640000	4
PCa57294	11360000	1
PCa57294	15640000	1
PCa57294	1240000	2
PCa57294	2040000	1
PCa57294	6640000	2
PCa57294	3880000	2
PCa57294	19320000	1
PCa57294	4960000	1
PCa57294	4040000	3
PCa57294	2720000	1
PCa57294	2080000	1
PCa57294	18920000	1
PCa57294	1280000	5
PCa57294	10080000	1
PCa57294	6760000	1
PCa57294	11880000	1
PCa57294	4520000	1
PCa57294	2560000	4
PCa57294	11200000	1
PCa57294	19800000	1
PCa57294	19200000	1
PCa57294	1320000	3
PCa57294	5960000	1
PCa57294	5440000	1
PCa57294	3960000	2
PCa57294	15720000	1
PCa57294	9080000	1
PCa57294	1440000	1
PCa57294	7520000	1
PCa57294	2680000	2
PCa57294	9640000	1
PCa57294	5720000	1
PCa57294	7240000	1
PCa57294	5160000	1
PCa57294	2480000	1
PCa57294	1560000	2
PCa57294	3040000	3
PCa57294	10800000	1
PCa57294	14680000	1
PCa57294	13480000	1
PCa57294	12720000	1
PCa57294	14400000	1
PCa57294	8320000	1
PCa57294	15280000	1
PCa57294	4440000	1
PCa57294	7120000	1
PCa57294	9480000	1
PCa57294	9720000	1
PCa57294	5000000	1
PCa57294	15120000	1
PCa57294	1760000	2
PCa57294	4160000	1
PCa57294	30400000	1
PCa58215	47400000	1
PCa58215	40000	1375
PCa58215	80000	563
PCa58215	120000	328
PCa58215	1880000	8
PCa58215	440000	44
PCa58215	5960000	4
PCa58215	200000	137
PCa58215	4280000	4
PCa58215	240000	104
PCa58215	360000	54
PCa58215	400000	45
PCa58215	520000	44
PCa58215	160000	189
PCa58215	600000	19
PCa58215	17920000	1
PCa58215	800000	16
PCa58215	7840000	1
PCa58215	280000	57
PCa58215	480000	38
PCa58215	13720000	1
PCa58215	8880000	1
PCa58215	1200000	7
PCa58215	1560000	5
PCa58215	24280000	1
PCa58215	1680000	7
PCa58215	4040000	3
PCa58215	1800000	8
PCa58215	3040000	6
PCa58215	4200000	5
PCa58215	880000	12
PCa58215	320000	60
PCa58215	1720000	5
PCa58215	2800000	5
PCa58215	4360000	1
PCa58215	9160000	2
PCa58215	16480000	1
PCa58215	5920000	3
PCa58215	9960000	3
PCa58215	1120000	12
PCa58215	7760000	1
PCa58215	1000000	20
PCa58215	1160000	11
PCa58215	8960000	1
PCa58215	1520000	8
PCa58215	3080000	3
PCa58215	5720000	1
PCa58215	1440000	14
PCa58215	2440000	4
PCa58215	2680000	3
PCa58215	3600000	2
PCa58215	2760000	5
PCa58215	2040000	4
PCa58215	5440000	3
PCa58215	5120000	4
PCa58215	14000000	1
PCa58215	1640000	9
PCa58215	8360000	1
PCa58215	7200000	3
PCa58215	3000000	3
PCa58215	2560000	5
PCa58215	4520000	2
PCa58215	2080000	4
PCa58215	5320000	1
PCa58215	2240000	5
PCa58215	4320000	1
PCa58215	11880000	1
PCa58215	560000	33
PCa58215	5080000	2
PCa58215	6920000	2
PCa58215	9320000	2
PCa58215	7720000	1
PCa58215	3160000	2
PCa58215	5840000	1
PCa58215	1240000	8
PCa58215	640000	31
PCa58215	2200000	4
PCa58215	4440000	4
PCa58215	3240000	2
PCa58215	6960000	2
PCa58215	7960000	2
PCa58215	920000	16
PCa58215	680000	15
PCa58215	1760000	5
PCa58215	2960000	3
PCa58215	18680000	1
PCa58215	760000	19
PCa58215	3400000	6
PCa58215	1400000	8
PCa58215	2880000	3
PCa58215	4920000	4
PCa58215	14760000	1
PCa58215	6360000	2
PCa58215	5360000	2
PCa58215	720000	12
PCa58215	8000000	1
PCa58215	10320000	1
PCa58215	7040000	1
PCa58215	1040000	12
PCa58215	13000000	1
PCa58215	4240000	4
PCa58215	1480000	7
PCa58215	4560000	4
PCa58215	1600000	8
PCa58215	3760000	3
PCa58215	5000000	3
PCa58215	3120000	6
PCa58215	960000	15
PCa58215	2480000	5
PCa58215	5040000	1
PCa58215	14120000	1
PCa58215	5240000	1
PCa58215	1920000	5
PCa58215	5280000	1
PCa58215	2840000	4
PCa58215	2120000	5
PCa58215	9280000	1
PCa58215	3640000	1
PCa58215	10160000	1
PCa58215	1960000	6
PCa58215	6040000	1
PCa58215	3280000	5
PCa58215	10040000	1
PCa58215	2280000	3
PCa58215	2600000	5
PCa58215	840000	17
PCa58215	14200000	1
PCa58215	9840000	2
PCa58215	3440000	2
PCa58215	10200000	1
PCa58215	4480000	2
PCa58215	2160000	5
PCa58215	10520000	1
PCa58215	3520000	1
PCa58215	3840000	1
PCa58215	6440000	2
PCa58215	8160000	2
PCa58215	2000000	4
PCa58215	6000000	1
PCa58215	27800000	1
PCa58215	49080000	1
PCa58215	2520000	3
PCa58215	21080000	1
PCa58215	3320000	3
PCa58215	6400000	2
PCa58215	7880000	1
PCa58215	9520000	1
PCa58215	2720000	4
PCa58215	6080000	2
PCa58215	7560000	1
PCa58215	18520000	1
PCa58215	4960000	2
PCa58215	10440000	1
PCa58215	4760000	2
PCa58215	15320000	2
PCa58215	7000000	1
PCa58215	3480000	2
PCa58215	1080000	8
PCa58215	2320000	2
PCa58215	2640000	2
PCa58215	4000000	1
PCa58215	3880000	2
PCa58215	3960000	2
PCa58215	1280000	7
PCa58215	5200000	3
PCa58215	8760000	1
PCa58215	3200000	2
PCa58215	1320000	3
PCa58215	2920000	1
PCa58215	4680000	2
PCa58215	5600000	1
PCa58215	9400000	1
PCa58215	19120000	1
PCa58215	33160000	1
PCa58215	10960000	1
PCa58215	9760000	1
PCa58215	6760000	1
PCa58215	14280000	1
PCa58215	8200000	1
PCa58215	24600000	1
PCa58215	4840000	1
PCa58215	11240000	1
PCa58215	6480000	1
PCa58215	4720000	1
PCa58215	6880000	1
PCa58215	3800000	3
PCa58215	2360000	2
PCa58215	13520000	1
PCa58215	16920000	1
PCa58215	33360000	1
PCa58215	3360000	2
PCa58215	15160000	1
PCa58215	6520000	1
PCa58215	21720000	1
PCa58215	4640000	1
PCa58215	6720000	2
PCa58215	18840000	1
PCa58215	10400000	1
PCa58215	4800000	3
PCa58215	11200000	1
PCa58215	6320000	1
PCa58215	19680000	1
PCa58215	17280000	1
PCa58215	3560000	4
PCa58215	21600000	1
PCa58215	8480000	1
PCa58215	2400000	1
PCa58215	1840000	1
PCa58215	8040000	1
PCa58215	4080000	1
PCa58215	5760000	1
PCa58215	7160000	1
PCa58215	1360000	2
PCa58215	11280000	1
PCa58215	12600000	1
PCa58215	10880000	1
PCa58215	7920000	2
PCa58215	15760000	1
PCa58215	5680000	1
PCa58215	8640000	1
PCa58215	3720000	1
PCa58215	11360000	1
PCa58215	7680000	1
PCa58215	30200000	1
